-- Logs begin at Fri 2020-01-31 10:16:36 UTC, end at Sun 2020-02-02 00:32:56 UTC. --
Feb 02 00:09:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:09:45.854039 W | etcdserver: request "header:<ID:14919139277751744811 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-9gb4n\" mod_revision:53306899 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-9gb4n\" value_size:3504 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-9gb4n\" > >>" with result "size:20" took too long (119.776073ms) to execute
Feb 02 00:16:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:16:05.457160 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (543.077993ms) to execute
Feb 02 00:16:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:16:05.457565 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (353.703555ms) to execute
Feb 02 00:18:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:18:01.302616 W | etcdserver: request "header:<ID:14919139277751750451 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend.15ef6dc39e494a5c\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend.15ef6dc39e494a5c\" value_size:342 lease:5695767240896974636 >> failure:<>>" with result "size:20" took too long (117.87093ms) to execute
Feb 02 00:18:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:18:01.304159 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (127.941715ms) to execute
Feb 02 00:18:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:18:01.810414 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (130.427837ms) to execute
Feb 02 00:18:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:18:06.137097 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-kws5s\" " with result "range_response_count:1 size:3783" took too long (265.55317ms) to execute
Feb 02 00:18:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:18:06.137329 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-pxqtg\" " with result "range_response_count:1 size:3784" took too long (140.339887ms) to execute
Feb 02 00:19:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:19:02.015966 W | etcdserver: read-only range request "key:\"/registry/limitranges/default/\" range_end:\"/registry/limitranges/default0\" " with result "range_response_count:0 size:7" took too long (113.327046ms) to execute
Feb 02 00:19:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:19:02.016059 W | etcdserver: request "header:<ID:14919139277751751153 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:53308392 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1831 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (113.197033ms) to execute
Feb 02 00:19:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:19:29.329235 I | mvcc: store.index: compact 53307667
Feb 02 00:19:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:19:29.341653 I | mvcc: finished scheduled compaction at 53307667 (took 8.507176ms)
Feb 02 00:19:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:19:29.912627 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (421.045884ms) to execute
Feb 02 00:19:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:19:29.912775 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (292.968483ms) to execute
Feb 02 00:19:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:19:52.089075 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (419.662645ms) to execute
Feb 02 00:20:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:20:12.171769 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/circonuses\" range_end:\"/registry/config.istio.io/circonuset\" count_only:true " with result "range_response_count:0 size:7" took too long (392.308407ms) to execute
Feb 02 00:20:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:20:12.171996 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-h4sbv\" " with result "range_response_count:1 size:2433" took too long (539.593523ms) to execute
Feb 02 00:21:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:11.467206 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (614.461162ms) to execute
Feb 02 00:21:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:11.467334 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (152.018746ms) to execute
Feb 02 00:21:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:21.085914 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (589.532504ms) to execute
Feb 02 00:21:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:21.092498 W | etcdserver: read-only range request "key:\"/registry/ranges/servicenodeports\" " with result "range_response_count:1 size:449" took too long (518.468186ms) to execute
Feb 02 00:21:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:21.093007 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (502.972312ms) to execute
Feb 02 00:21:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:21.093271 W | etcdserver: read-only range request "key:\"/registry/ranges/serviceips\" " with result "range_response_count:1 size:2101" took too long (519.153011ms) to execute
Feb 02 00:21:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:30.652066 W | wal: sync duration of 1.519672626s, expected less than 1s
Feb 02 00:21:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:30.655031 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.516187031s) to execute
Feb 02 00:21:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:30.695381 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (668.22234ms) to execute
Feb 02 00:21:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:30.695434 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:683" took too long (668.238835ms) to execute
Feb 02 00:21:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:30.695494 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.rbac.istio.io\" " with result "range_response_count:1 size:653" took too long (668.223822ms) to execute
Feb 02 00:21:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:30.695532 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (663.040177ms) to execute
Feb 02 00:21:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:30.695563 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-qpnq8\" " with result "range_response_count:1 size:2314" took too long (1.506311791s) to execute
Feb 02 00:21:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:30.695619 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (258.686535ms) to execute
Feb 02 00:21:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:30.696039 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (667.996067ms) to execute
Feb 02 00:21:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:30.696201 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.361830036s) to execute
Feb 02 00:21:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:21:30.696359 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.104120443s) to execute
Feb 02 00:22:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:22:08.656813 W | wal: sync duration of 1.772535533s, expected less than 1s
Feb 02 00:22:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:22:08.661907 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/dogstatsds\" range_end:\"/registry/config.istio.io/dogstatsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.499321739s) to execute
Feb 02 00:22:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:22:08.661997 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.14735975s) to execute
Feb 02 00:22:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:22:08.662097 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (418.501123ms) to execute
Feb 02 00:22:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:22:08.662272 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (729.006502ms) to execute
Feb 02 00:22:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:22:08.662806 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (932.211551ms) to execute
Feb 02 00:22:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:22:17.764414 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (133.949927ms) to execute
Feb 02 00:22:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:22:59.268372 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (119.715223ms) to execute
Feb 02 00:23:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:23:31.790719 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (141.745211ms) to execute
Feb 02 00:23:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:23:31.790996 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-qpnq8\" " with result "range_response_count:1 size:2314" took too long (188.989678ms) to execute
Feb 02 00:24:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:24:05.737124 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (114.026508ms) to execute
Feb 02 00:24:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:24:05.737181 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (148.134524ms) to execute
Feb 02 00:24:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:24:05.737459 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (144.499537ms) to execute
Feb 02 00:24:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:24:05.737503 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-v5gg6\" " with result "range_response_count:1 size:2634" took too long (148.018491ms) to execute
Feb 02 00:24:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:24:28.799076 N | compactor: Starting auto-compaction at revision 53226779
Feb 02 00:24:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:24:28.799586 N | compactor: Finished auto-compaction at revision 53226779
Feb 02 00:24:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:24:29.344898 I | mvcc: store.index: compact 53308494
Feb 02 00:24:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:24:29.355873 I | mvcc: finished scheduled compaction at 53308494 (took 8.392761ms)
Feb 02 00:29:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:29:29.451346 I | mvcc: store.index: compact 53309181
Feb 02 00:29:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:29:29.463800 I | mvcc: finished scheduled compaction at 53309181 (took 9.916811ms)
Feb 02 00:29:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:29:29.787468 W | etcdserver: request "header:<ID:14919139277751757733 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:53309761 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:374 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:20" took too long (322.344773ms) to execute
Feb 02 00:29:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:29:54.452794 W | etcdserver: request "header:<ID:14919139277751758040 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" mod_revision:53309157 > success:<request_put:<key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" value_size:687 >> failure:<request_range:<key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" > >>" with result "size:20" took too long (105.322541ms) to execute
Feb 02 00:29:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:29:54.453312 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" " with result "range_response_count:1 size:2549" took too long (109.851314ms) to execute
Feb 02 00:29:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 00:29:54.453507 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (101.137428ms) to execute
