-- Logs begin at Wed 2019-12-18 15:20:13 UTC, end at Fri 2019-12-20 01:05:17 UTC. --
Dec 20 00:43:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:43:48.247728 I | etcdserver: start to snapshot (applied: 49776120, lastsnap: 49766119)
Dec 20 00:48:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:42.140034 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4239" took too long (393.256797ms) to execute
Dec 20 00:48:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:52.692904 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (450.850542ms) to execute
Dec 20 00:48:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:52.693207 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (329.187259ms) to execute
Dec 20 00:48:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:52.693559 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (121.841435ms) to execute
Dec 20 00:48:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:52.693713 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (265.108324ms) to execute
Dec 20 00:48:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:56.936142 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (670.425361ms) to execute
Dec 20 00:48:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:56.936418 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (713.215745ms) to execute
Dec 20 00:48:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:56.936612 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (713.678706ms) to execute
Dec 20 00:48:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:56.936671 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/serviceroles\" range_end:\"/registry/rbac.istio.io/servicerolet\" count_only:true " with result "range_response_count:0 size:7" took too long (227.643733ms) to execute
Dec 20 00:48:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:56.937051 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (190.839035ms) to execute
Dec 20 00:48:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:56.937195 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (261.00984ms) to execute
Dec 20 00:48:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:56.937429 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (460.21371ms) to execute
Dec 20 00:48:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:56.937532 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (107.315352ms) to execute
Dec 20 00:48:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:56.937833 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (218.221691ms) to execute
Dec 20 00:48:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:56.937882 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (207.289614ms) to execute
Dec 20 00:48:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:56.938216 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (561.335613ms) to execute
Dec 20 00:48:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:56.938430 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (641.41228ms) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.207009 W | wal: sync duration of 1.257024937s, expected less than 1s
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.209958 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4239" took too long (1.259314581s) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.423454 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (253.161835ms) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.423542 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (1.469927603s) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.423601 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4296" took too long (428.955472ms) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.423696 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (1.468748971s) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.423787 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-citadel-service-account-token-8nmrm\" " with result "range_response_count:1 size:2447" took too long (1.033223645s) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.423945 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (284.231684ms) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.424195 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (1.049733748s) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.693419 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4430" took too long (256.776385ms) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.693476 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (276.144266ms) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.693742 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (468.033188ms) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.693766 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (257.80172ms) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.693954 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/dogstatsds\" range_end:\"/registry/config.istio.io/dogstatsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (290.1343ms) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.693987 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:4620" took too long (140.441877ms) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.694163 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (258.639091ms) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.694300 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (131.231456ms) to execute
Dec 20 00:48:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:58.694471 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/istio-citadel-service-account\" " with result "range_response_count:1 size:648" took too long (258.424817ms) to execute
Dec 20 00:48:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:59.129159 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1910" took too long (409.133879ms) to execute
Dec 20 00:48:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:48:59.129397 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (174.161689ms) to execute
Dec 20 00:50:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:50:43.128922 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (283.950097ms) to execute
Dec 20 00:50:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:50:43.129073 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4296" took too long (134.249432ms) to execute
Dec 20 00:51:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:51:04.332829 I | mvcc: store.index: compact 45159710
Dec 20 00:51:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:51:04.340604 I | mvcc: finished scheduled compaction at 45159710 (took 6.513708ms)
Dec 20 00:51:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:51:05.114685 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (243.010195ms) to execute
Dec 20 00:51:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:51:05.114775 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (227.543007ms) to execute
Dec 20 00:51:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:51:05.114990 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/memquotas\" range_end:\"/registry/config.istio.io/memquotat\" count_only:true " with result "range_response_count:0 size:7" took too long (734.201752ms) to execute
Dec 20 00:51:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:51:32.099312 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (135.220786ms) to execute
Dec 20 00:51:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:51:32.101825 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vgpsc\" " with result "range_response_count:1 size:2946" took too long (101.942028ms) to execute
Dec 20 00:51:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:51:32.102038 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5wb64\" " with result "range_response_count:1 size:2946" took too long (124.544103ms) to execute
Dec 20 00:52:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:52:32.167525 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (152.723899ms) to execute
Dec 20 00:52:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:52:32.167727 W | etcdserver: request "header:<ID:14919139277707972178 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15e1ee0ed0dfa96d\" mod_revision:45160775 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15e1ee0ed0dfa96d\" value_size:386 lease:5695767240853195903 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f.15e1ee0ed0dfa96d\" > >>" with result "size:20" took too long (117.279941ms) to execute
Dec 20 00:52:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:52:32.168218 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-8txbt\" " with result "range_response_count:1 size:2946" took too long (135.281612ms) to execute
Dec 20 00:53:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:53:17.255229 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-wdpnf\" " with result "range_response_count:1 size:2946" took too long (148.77348ms) to execute
Dec 20 00:53:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:53:17.255576 W | etcdserver: request "header:<ID:14919139277707972706 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:45160913 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1831 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (129.144665ms) to execute
Dec 20 00:53:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:53:32.357450 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (159.678996ms) to execute
Dec 20 00:53:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:53:32.357860 W | etcdserver: request "header:<ID:14919139277707972959 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-496ql\" mod_revision:45161002 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-496ql\" value_size:3504 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-496ql\" > >>" with result "size:20" took too long (124.493432ms) to execute
Dec 20 00:54:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:54:32.551957 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-b89pj\" " with result "range_response_count:1 size:2946" took too long (169.652145ms) to execute
Dec 20 00:54:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:54:32.567772 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-8pvrb\" " with result "range_response_count:1 size:2946" took too long (150.460451ms) to execute
Dec 20 00:54:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:54:39.002517 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (234.927255ms) to execute
Dec 20 00:54:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:54:45.364452 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (101.156415ms) to execute
Dec 20 00:55:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:55:23.470978 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:4620" took too long (224.424585ms) to execute
Dec 20 00:55:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:55:28.986519 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (110.087723ms) to execute
Dec 20 00:56:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:56:04.345199 I | mvcc: store.index: compact 45160502
Dec 20 00:56:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:56:04.353712 I | mvcc: finished scheduled compaction at 45160502 (took 6.812372ms)
Dec 20 00:56:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:56:22.621399 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (113.520294ms) to execute
Dec 20 00:56:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:56:51.305111 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-egressgateway-54b4586c76\" " with result "range_response_count:1 size:2624" took too long (202.009192ms) to execute
Dec 20 00:56:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:56:51.312039 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-xbbnd\" " with result "range_response_count:1 size:2620" took too long (190.188027ms) to execute
Dec 20 00:56:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:56:51.312894 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-citadel-service-account-token-8nmrm\" " with result "range_response_count:1 size:2447" took too long (109.572208ms) to execute
Dec 20 00:56:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:56:51.315373 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/sidecars\" range_end:\"/registry/networking.istio.io/sidecart\" count_only:true " with result "range_response_count:0 size:7" took too long (136.836353ms) to execute
Dec 20 00:56:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:56:51.319673 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations\" range_end:\"/registry/validatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (149.875067ms) to execute
Dec 20 00:56:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:56:51.546518 W | etcdserver: read-only range request "key:\"/registry/configmaps/istio-system/istio-security\" " with result "range_response_count:1 size:1624" took too long (111.048035ms) to execute
Dec 20 00:56:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:56:51.792811 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-m87xh\" " with result "range_response_count:1 size:2634" took too long (147.472306ms) to execute
Dec 20 00:56:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:56:56.360506 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/daemon-set-controller-token-xnrf6\" " with result "range_response_count:1 size:2381" took too long (102.420003ms) to execute
Dec 20 00:57:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:16.225807 I | wal: segmented wal file /var/lib/etcd/member/wal/000000000000063c-0000000002f79032.wal is created
Dec 20 00:57:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:19.951033 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:1 size:133" took too long (110.385809ms) to execute
Dec 20 00:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:33.294553 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (299.086621ms) to execute
Dec 20 00:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:33.294604 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:4620" took too long (583.679629ms) to execute
