-- Logs begin at Sat 2020-02-01 07:14:07 UTC, end at Sun 2020-02-02 17:59:53 UTC. --
Feb 02 17:36:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:36:51.591990 I | etcdserver: start to snapshot (applied: 58927414, lastsnap: 58917413)
Feb 02 17:36:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:36:53.626133 W | etcdserver: read-only range request "key:\"/registry/secrets/default/istio.default\" " with result "range_response_count:1 size:4168" took too long (198.762475ms) to execute
Feb 02 17:36:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:36:53.626244 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (198.11917ms) to execute
Feb 02 17:36:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:36:53.668528 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-z68hn\" " with result "range_response_count:1 size:2943" took too long (216.56209ms) to execute
Feb 02 17:36:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:36:53.875813 W | etcdserver: request "header:<ID:14919139277752420828 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-m66cz\" mod_revision:53476201 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-m66cz\" value_size:3504 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-m66cz\" > >>" with result "size:20" took too long (145.035729ms) to execute
Feb 02 17:36:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:36:53.876740 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-r7678\" " with result "range_response_count:1 size:2946" took too long (156.579008ms) to execute
Feb 02 17:36:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:36:53.895525 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (170.142412ms) to execute
Feb 02 17:36:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:36:56.260696 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-xzxbf\" " with result "range_response_count:1 size:3580" took too long (155.012491ms) to execute
Feb 02 17:36:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:36:56.260792 W | etcdserver: request "header:<ID:14919139277752420931 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-xzxbf.15efa66ded12e5a8\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-xzxbf.15efa66ded12e5a8\" value_size:445 lease:5695767240897644759 >> failure:<>>" with result "size:20" took too long (137.400168ms) to execute
Feb 02 17:37:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:37:00.074261 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-00000000038265e1.snap successfully
Feb 02 17:39:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:39:08.755423 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (142.279059ms) to execute
Feb 02 17:39:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:39:08.760279 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5q6nc\" " with result "range_response_count:1 size:2943" took too long (131.351631ms) to execute
Feb 02 17:39:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:39:52.393746 I | mvcc: store.index: compact 53475888
Feb 02 17:39:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:39:52.399864 I | mvcc: finished scheduled compaction at 53475888 (took 4.798711ms)
Feb 02 17:39:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:39:52.583018 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecs\" range_end:\"/registry/config.istio.io/quotaspect\" count_only:true " with result "range_response_count:0 size:7" took too long (107.53027ms) to execute
Feb 02 17:41:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:41:38.943834 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/circonuses\" range_end:\"/registry/config.istio.io/circonuset\" count_only:true " with result "range_response_count:0 size:7" took too long (130.248641ms) to execute
Feb 02 17:43:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:43:09.022576 W | etcdserver: request "header:<ID:14919139277752425502 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-7cnjm\" mod_revision:53477455 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-7cnjm\" value_size:3504 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-7cnjm\" > >>" with result "size:20" took too long (126.095345ms) to execute
Feb 02 17:43:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:43:46.518542 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-w5fkf\" " with result "range_response_count:1 size:4364" took too long (614.090424ms) to execute
Feb 02 17:43:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:43:46.538265 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (349.529795ms) to execute
Feb 02 17:43:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:43:46.538309 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (484.340942ms) to execute
Feb 02 17:43:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:43:46.538618 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (285.606238ms) to execute
Feb 02 17:43:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:43:46.538799 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (219.608437ms) to execute
Feb 02 17:43:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:43:46.670434 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (141.685037ms) to execute
Feb 02 17:43:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:43:49.551794 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-dpjxk\" " with result "range_response_count:1 size:2314" took too long (587.987338ms) to execute
Feb 02 17:43:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:43:50.993995 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (159.493182ms) to execute
Feb 02 17:43:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:43:56.095945 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-grafana-token-mpc2s\" " with result "range_response_count:1 size:2427" took too long (179.18558ms) to execute
Feb 02 17:43:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:43:56.096255 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (263.442462ms) to execute
Feb 02 17:43:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:43:58.631073 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (132.747913ms) to execute
Feb 02 17:43:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:43:59.041360 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (258.046787ms) to execute
Feb 02 17:44:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:08.670324 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (757.676214ms) to execute
Feb 02 17:44:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:08.704402 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (631.042398ms) to execute
Feb 02 17:44:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:08.893746 W | etcdserver: request "header:<ID:14919139277752426197 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:53477629 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1831 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (115.387519ms) to execute
Feb 02 17:44:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:08.894217 W | etcdserver: read-only range request "key:\"/registry/limitranges/default/\" range_end:\"/registry/limitranges/default0\" " with result "range_response_count:0 size:7" took too long (131.038138ms) to execute
Feb 02 17:44:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:09.272003 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vpjlc\" " with result "range_response_count:1 size:2946" took too long (154.855101ms) to execute
Feb 02 17:44:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:09.272622 W | etcdserver: request "header:<ID:14919139277752426223 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-db52z\" mod_revision:53477634 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-db52z\" value_size:3504 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-db52z\" > >>" with result "size:20" took too long (137.889801ms) to execute
Feb 02 17:44:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:09.272934 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15efa6748b0bbea7\" " with result "range_response_count:1 size:485" took too long (159.301351ms) to execute
Feb 02 17:44:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:09.287944 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5l2rd\" " with result "range_response_count:1 size:2946" took too long (151.027503ms) to execute
Feb 02 17:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:11.626069 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-dpjxk\" " with result "range_response_count:1 size:2314" took too long (572.898409ms) to execute
Feb 02 17:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:11.626261 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5l2rd\" " with result "range_response_count:1 size:3580" took too long (456.076797ms) to execute
Feb 02 17:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:11.626671 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (333.289933ms) to execute
Feb 02 17:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:11.627587 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vpjlc\" " with result "range_response_count:1 size:3579" took too long (117.347977ms) to execute
Feb 02 17:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:13.315949 W | wal: sync duration of 1.444265101s, expected less than 1s
Feb 02 17:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:13.319949 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (1.214160554s) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.452331 W | wal: sync duration of 1.136054774s, expected less than 1s
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.459966 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-pilot-service-account-token-hcjgq\" " with result "range_response_count:1 size:2433" took too long (1.872348967s) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.460013 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.542765851s) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.460295 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (1.851080331s) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.460528 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5q6nc\" " with result "range_response_count:1 size:4141" took too long (1.514384077s) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.460572 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (2.039350166s) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.460812 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vpjlc\" " with result "range_response_count:1 size:3783" took too long (1.844400563s) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.461014 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-5q6nc.15efa698d4d8ae2d\" " with result "range_response_count:1 size:589" took too long (1.513932749s) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.461591 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5l2rd\" " with result "range_response_count:1 size:3754" took too long (2.26855536s) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.498939 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (224.350261ms) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.499278 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/statsds\" range_end:\"/registry/config.istio.io/statsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (232.950132ms) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.499954 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (318.520575ms) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.500126 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (377.324527ms) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.500269 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (632.033885ms) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.501157 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (692.663708ms) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.501297 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (862.205948ms) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.501524 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-db52z\" " with result "range_response_count:1 size:3580" took too long (1.023812472s) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.502102 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (1.177406486s) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.722630 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-w5fkf.15efa6a627430646\" " with result "range_response_count:1 size:485" took too long (190.149919ms) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.722859 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (206.625531ms) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.723083 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/coredns\" " with result "range_response_count:1 size:575" took too long (205.167153ms) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.723342 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listentries\" range_end:\"/registry/config.istio.io/listentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (205.616641ms) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.723482 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5l2rd\" " with result "range_response_count:1 size:3784" took too long (195.8308ms) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.723645 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (206.599894ms) to execute
Feb 02 17:44:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:14.724073 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kube-proxy\" " with result "range_response_count:1 size:228" took too long (207.42817ms) to execute
Feb 02 17:44:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:15.983743 W | wal: sync duration of 1.265514069s, expected less than 1s
Feb 02 17:44:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:15.986909 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/heapster\" " with result "range_response_count:0 size:7" took too long (1.431557529s) to execute
Feb 02 17:44:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:15.987215 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.423647695s) to execute
Feb 02 17:44:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:15.991419 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (1.260958329s) to execute
Feb 02 17:44:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:15.991497 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (508.931712ms) to execute
Feb 02 17:44:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:15.991637 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecbindings\" range_end:\"/registry/config.istio.io/httpapispecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.006207108s) to execute
Feb 02 17:44:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:15.991865 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5l2rd\" " with result "range_response_count:1 size:3784" took too long (1.251836873s) to execute
Feb 02 17:44:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:15.992079 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (388.529547ms) to execute
Feb 02 17:44:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:15.992603 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3153" took too long (1.259548631s) to execute
Feb 02 17:44:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:17.862166 W | wal: sync duration of 1.234444152s, expected less than 1s
Feb 02 17:44:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:17.865220 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (366.373819ms) to execute
Feb 02 17:44:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:17.865287 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-db52z\" " with result "range_response_count:1 size:4174" took too long (182.763225ms) to execute
Feb 02 17:44:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:17.865649 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (722.281315ms) to execute
Feb 02 17:44:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:17.865844 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/dogstatsds\" range_end:\"/registry/config.istio.io/dogstatsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (992.093184ms) to execute
Feb 02 17:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:18.055548 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" " with result "range_response_count:0 size:7" took too long (169.19381ms) to execute
Feb 02 17:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:18.815898 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (106.896511ms) to execute
Feb 02 17:44:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:21.194438 W | wal: sync duration of 1.064046502s, expected less than 1s
Feb 02 17:44:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:21.198939 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/sidecars\" range_end:\"/registry/networking.istio.io/sidecart\" count_only:true " with result "range_response_count:0 size:7" took too long (375.644714ms) to execute
Feb 02 17:44:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:21.199114 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (1.060734591s) to execute
Feb 02 17:44:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:21.199180 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (1.060514338s) to execute
Feb 02 17:44:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:21.199282 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (625.264136ms) to execute
Feb 02 17:44:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:21.199372 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (671.289035ms) to execute
Feb 02 17:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:22.950941 W | wal: sync duration of 1.742221565s, expected less than 1s
Feb 02 17:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:22.956025 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/horizontal-pod-autoscaler\" " with result "range_response_count:1 size:274" took too long (1.741710914s) to execute
Feb 02 17:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:22.958049 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5l2rd\" " with result "range_response_count:1 size:4150" took too long (1.5058922s) to execute
