-- Logs begin at Thu 2020-01-30 08:00:47 UTC, end at Sat 2020-02-01 05:55:40 UTC. --
Feb 01 05:34:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:34:13.086027 I | mvcc: store.index: compact 53121431
Feb 01 05:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:39:14.285548 W | etcdserver: request "header:<ID:14919139277751014347 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:53123825 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (1.10066828s) to execute
Feb 01 05:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:39:14.313626 W | wal: sync duration of 1.129020192s, expected less than 1s
Feb 01 05:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:39:14.314047 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (913.526092ms) to execute
Feb 01 05:40:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:40:08.124643 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (120.946299ms) to execute
Feb 01 05:41:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:41:17.947974 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (147.14998ms) to execute
Feb 01 05:41:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:41:47.667846 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1910" took too long (248.958971ms) to execute
Feb 01 05:41:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:41:47.667932 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28480" took too long (113.068049ms) to execute
Feb 01 05:42:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:42:08.832982 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (194.220978ms) to execute
Feb 01 05:42:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:42:21.622465 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-247mx\" " with result "range_response_count:1 size:4261" took too long (122.970519ms) to execute
Feb 01 05:43:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:43:36.278730 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (297.539491ms) to execute
Feb 01 05:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:44:13.114086 I | mvcc: store.index: compact 53123845
Feb 01 05:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:44:13.121592 I | mvcc: finished scheduled compaction at 53123845 (took 5.783542ms)
Feb 01 05:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:44:13.447356 I | etcdserver: start to snapshot (applied: 58547373, lastsnap: 58537372)
Feb 01 05:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:44:13.647536 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/deployment-controller\" " with result "range_response_count:1 size:262" took too long (215.791ms) to execute
Feb 01 05:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:44:13.721251 I | etcdserver: saved snapshot at index 58547373
Feb 01 05:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:44:13.722050 I | etcdserver: compacted raft log at 58542373
Feb 01 05:44:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:44:27.632565 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-00000000037c9957.snap successfully
Feb 01 05:47:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:47:24.147002 W | etcdserver: request "header:<ID:14919139277751019503 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:53124835 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:4164 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (273.5466ms) to execute
Feb 01 05:47:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:47:42.723918 W | etcdserver: request "header:<ID:14919139277751019697 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:53124866 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:3914 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (112.517603ms) to execute
Feb 01 05:49:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:49:13.127453 I | mvcc: store.index: compact 53124483
Feb 01 05:49:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:49:13.133571 I | mvcc: finished scheduled compaction at 53124483 (took 4.834233ms)
Feb 01 05:52:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:52:56.997043 W | wal: sync duration of 1.819353578s, expected less than 1s
Feb 01 05:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:52:56.997616 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.764760711s) to execute
Feb 01 05:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:52:57.009428 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (1.558275822s) to execute
Feb 01 05:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:52:57.009657 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (345.342109ms) to execute
Feb 01 05:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:52:57.009715 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.25459707s) to execute
Feb 01 05:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:52:57.009761 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.762353181s) to execute
Feb 01 05:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:52:57.009927 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (576.254034ms) to execute
Feb 01 05:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:52:57.009942 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/metrics\" range_end:\"/registry/config.istio.io/metrict\" count_only:true " with result "range_response_count:0 size:9" took too long (537.238089ms) to execute
