-- Logs begin at Sat 2020-02-01 07:14:07 UTC, end at Sun 2020-02-02 21:16:00 UTC. --
Feb 02 20:54:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 20:54:53.806514 I | mvcc: store.index: compact 53503838
Feb 02 20:58:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 20:58:15.429368 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (1.653988173s) to execute
Feb 02 20:58:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 20:58:15.429530 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (492.613299ms) to execute
Feb 02 20:58:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 20:58:15.429687 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (1.46859162s) to execute
Feb 02 20:58:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 20:58:15.429822 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.062224813s) to execute
Feb 02 20:59:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 20:59:53.823272 I | mvcc: store.index: compact 53504552
Feb 02 20:59:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 20:59:53.829477 I | mvcc: finished scheduled compaction at 53504552 (took 4.852434ms)
Feb 02 20:59:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 20:59:54.019111 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (112.423483ms) to execute
Feb 02 21:01:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:01:12.828393 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (124.858224ms) to execute
Feb 02 21:01:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:01:12.829128 W | etcdserver: request "header:<ID:14919139277752554366 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/backend-844b95fc6f\" mod_revision:53505595 > success:<request_put:<key:\"/registry/replicasets/default/backend-844b95fc6f\" value_size:986 >> failure:<request_range:<key:\"/registry/replicasets/default/backend-844b95fc6f\" > >>" with result "size:20" took too long (124.948392ms) to execute
Feb 02 21:01:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:01:12.829797 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (125.864515ms) to execute
Feb 02 21:01:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:01:12.835274 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-8h95m\" " with result "range_response_count:1 size:1121" took too long (126.682642ms) to execute
Feb 02 21:02:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:02:02.737643 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (124.805808ms) to execute
Feb 02 21:03:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:03:51.603934 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (277.457252ms) to execute
Feb 02 21:04:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:04:53.839780 I | mvcc: store.index: compact 53505376
Feb 02 21:04:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:04:53.847723 I | mvcc: finished scheduled compaction at 53505376 (took 6.021538ms)
Feb 02 21:05:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:05:36.386226 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:6 size:11371" took too long (154.828ms) to execute
Feb 02 21:08:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:08:57.578298 W | wal: sync duration of 1.017604649s, expected less than 1s
Feb 02 21:08:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:08:57.582629 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (836.280044ms) to execute
Feb 02 21:08:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:08:57.595650 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (670.829579ms) to execute
Feb 02 21:08:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:08:57.595700 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rtx46\" " with result "range_response_count:1 size:1735" took too long (563.797687ms) to execute
Feb 02 21:08:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:08:57.595726 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (521.388806ms) to execute
Feb 02 21:08:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:08:57.595932 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (523.50249ms) to execute
Feb 02 21:09:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:09:53.856960 I | mvcc: store.index: compact 53506230
Feb 02 21:09:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:09:53.866671 I | mvcc: finished scheduled compaction at 53506230 (took 7.590294ms)
