-- Logs begin at Mon 2019-10-07 09:29:53 UTC, end at Thu 2019-10-10 16:13:18 UTC. --
Oct 10 15:52:29 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:52:29.430360 I | mvcc: store.index: compact 32153753
Oct 10 16:05:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:05:42.019007 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (227.115188ms) to execute
Oct 10 16:05:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:05:42.019160 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (670.72477ms) to execute
Oct 10 16:05:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:05:42.019454 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (162.973866ms) to execute
Oct 10 16:05:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:05:49.635653 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (219.94911ms) to execute
Oct 10 16:05:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:05:49.635703 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (496.633544ms) to execute
Oct 10 16:05:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:05:49.636007 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (335.218028ms) to execute
Oct 10 16:07:09 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:07:09.198233 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (586.593459ms) to execute
Oct 10 16:07:09 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:07:09.198397 W | etcdserver: request "header:<ID:14919138748426927325 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:32158065 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (104.973437ms) to execute
Oct 10 16:07:09 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:07:09.198645 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (631.401147ms) to execute
Oct 10 16:07:29 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:07:29.471192 I | mvcc: store.index: compact 32157335
Oct 10 16:07:29 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:07:29.476865 I | mvcc: finished scheduled compaction at 32157335 (took 4.368315ms)
Oct 10 16:07:29 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:07:29.695470 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (126.583199ms) to execute
Oct 10 16:07:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:07:41.191320 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (200.952012ms) to execute
Oct 10 16:07:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:07:41.191440 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (407.817885ms) to execute
Oct 10 16:07:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:07:41.191560 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/metrics\" range_end:\"/registry/config.istio.io/metrict\" count_only:true " with result "range_response_count:0 size:9" took too long (164.315362ms) to execute
Oct 10 16:07:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:07:41.191605 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/solarwindses\" range_end:\"/registry/config.istio.io/solarwindset\" count_only:true " with result "range_response_count:0 size:7" took too long (366.561644ms) to execute
Oct 10 16:07:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:07:41.191841 W | etcdserver: request "header:<ID:14919138748426927738 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:32158164 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5180 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (107.067693ms) to execute
Oct 10 16:08:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:08:14.999575 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (178.822186ms) to execute
Oct 10 16:08:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:08:15.747676 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5xwvz\" " with result "range_response_count:1 size:4141" took too long (121.467144ms) to execute
Oct 10 16:08:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:08:15.747757 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:9" took too long (243.336434ms) to execute
Oct 10 16:08:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:08:15.748041 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (251.30634ms) to execute
Oct 10 16:09:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:09:04.341882 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (363.763121ms) to execute
Oct 10 16:09:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:09:17.142420 W | etcdserver: request "header:<ID:14919138748426928948 > lease_revoke:<id:4f0b6da58ec028c6>" with result "size:29" took too long (421.520193ms) to execute
Oct 10 16:09:21 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:09:21.567279 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (101.632545ms) to execute
Oct 10 16:09:21 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:09:21.567433 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (169.667074ms) to execute
Oct 10 16:09:45 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:09:45.588034 W | etcdserver: request "header:<ID:14919138748426929261 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:32158562 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (188.150903ms) to execute
Oct 10 16:09:45 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:09:45.588424 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (154.841897ms) to execute
Oct 10 16:09:57 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:09:57.103775 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (439.064974ms) to execute
Oct 10 16:09:57 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:09:57.103886 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (472.058209ms) to execute
Oct 10 16:09:57 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:09:57.104278 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (606.907868ms) to execute
