-- Logs begin at Thu 2019-10-31 12:25:57 UTC, end at Sun 2019-11-03 01:08:14 UTC. --
Nov 03 00:46:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:46:11.389638 N | compactor: Starting auto-compaction at revision 35694503
Nov 03 00:47:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:20.415330 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (730.560519ms) to execute
Nov 03 00:47:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:31.887134 W | etcdserver: read-only range request "key:\"/registry/limitranges/istio-system/\" range_end:\"/registry/limitranges/istio-system0\" " with result "range_response_count:0 size:7" took too long (153.581306ms) to execute
Nov 03 00:47:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:31.887315 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (181.359564ms) to execute
Nov 03 00:47:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:32.148631 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (180.550608ms) to execute
Nov 03 00:47:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:32.148848 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-7hr66\" " with result "range_response_count:1 size:2738" took too long (183.834517ms) to execute
Nov 03 00:47:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:32.153195 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:676" took too long (164.758998ms) to execute
Nov 03 00:47:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:37.862396 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-jj7pv\" " with result "range_response_count:1 size:2946" took too long (114.526915ms) to execute
Nov 03 00:47:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:38.042474 W | etcdserver: request "header:<ID:14919139277658730453 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-4j5c2\" mod_revision:35774534 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-4j5c2\" value_size:3504 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-4j5c2\" > >>" with result "size:20" took too long (109.187124ms) to execute
Nov 03 00:47:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:38.783069 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (263.364379ms) to execute
Nov 03 00:47:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:40.398733 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4j5c2\" " with result "range_response_count:1 size:3580" took too long (117.815964ms) to execute
Nov 03 00:47:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:42.908442 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (106.928501ms) to execute
Nov 03 00:47:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:42.924940 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4030" took too long (105.006691ms) to execute
Nov 03 00:47:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:47.246416 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000508-00000000025a9b2e.wal is created
Nov 03 00:47:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:47.246689 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (514.754986ms) to execute
Nov 03 00:47:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:47.257715 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (317.184659ms) to execute
Nov 03 00:47:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:47.257784 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (212.089555ms) to execute
Nov 03 00:47:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:47.257956 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-x8vqf\" " with result "range_response_count:1 size:4157" took too long (201.534341ms) to execute
Nov 03 00:47:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:47.660649 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-public\" " with result "range_response_count:1 size:180" took too long (396.819076ms) to execute
Nov 03 00:47:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:47.667116 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (392.468101ms) to execute
Nov 03 00:47:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:47.667195 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (391.325066ms) to execute
Nov 03 00:47:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:47.667328 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (389.095126ms) to execute
Nov 03 00:47:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:47.667397 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-2d7tw\" " with result "range_response_count:1 size:2314" took too long (299.276379ms) to execute
Nov 03 00:47:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:47.667504 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:1150" took too long (394.490619ms) to execute
Nov 03 00:47:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:47.667658 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-xs242\" " with result "range_response_count:1 size:2738" took too long (382.108542ms) to execute
Nov 03 00:47:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:47:47.667965 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (398.947053ms) to execute
Nov 03 00:48:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:48:05.892728 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/0000000000000503-0000000002582084.wal successfully
Nov 03 00:48:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:48:13.739315 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (349.263158ms) to execute
Nov 03 00:48:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:48:13.739710 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (235.477133ms) to execute
Nov 03 00:48:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:48:27.640861 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (301.856395ms) to execute
Nov 03 00:48:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:48:27.640920 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-f4fzp.15d38064616fb589\" " with result "range_response_count:1 size:558" took too long (182.991841ms) to execute
Nov 03 00:48:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:48:27.641046 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (274.169916ms) to execute
Nov 03 00:48:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:48:27.641080 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (184.135984ms) to execute
Nov 03 00:48:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:48:27.641162 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (301.726125ms) to execute
Nov 03 00:48:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:48:37.686720 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" " with result "range_response_count:6 size:30704" took too long (214.040488ms) to execute
Nov 03 00:48:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:48:37.874398 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (216.624538ms) to execute
Nov 03 00:48:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:48:37.874980 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (184.006389ms) to execute
Nov 03 00:48:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:48:37.875215 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/default/\" range_end:\"/registry/resourcequotas/default0\" " with result "range_response_count:0 size:7" took too long (361.969624ms) to execute
Nov 03 00:48:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:48:37.875537 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-f4fzp\" " with result "range_response_count:1 size:4260" took too long (388.455544ms) to execute
Nov 03 00:49:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:49:47.463880 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (131.041021ms) to execute
Nov 03 00:49:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:49:47.465400 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/attributemanifests\" range_end:\"/registry/config.istio.io/attributemanifestt\" count_only:true " with result "range_response_count:0 size:9" took too long (110.687019ms) to execute
Nov 03 00:49:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:49:47.466158 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (193.934076ms) to execute
Nov 03 00:50:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:50:27.333634 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:20 size:80866" took too long (323.294956ms) to execute
Nov 03 00:50:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:50:41.279696 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (266.297205ms) to execute
Nov 03 00:50:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:50:41.294226 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (248.708774ms) to execute
Nov 03 00:50:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:50:46.613941 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-77jpk.15d38064db174b52\" " with result "range_response_count:1 size:561" took too long (125.890091ms) to execute
Nov 03 00:51:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:51:54.961206 I | mvcc: store.index: compact 35774403
Nov 03 00:51:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:51:54.970198 I | mvcc: finished scheduled compaction at 35774403 (took 7.629909ms)
Nov 03 00:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:51:56.712638 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.031094558s) to execute
Nov 03 00:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:51:56.712860 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (917.233051ms) to execute
Nov 03 00:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:51:56.712891 W | etcdserver: request "header:<ID:14919139277658733489 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:35775230 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5280 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (631.429879ms) to execute
Nov 03 00:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:51:56.713079 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4030" took too long (1.234561058s) to execute
Nov 03 00:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:51:56.713133 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (699.725514ms) to execute
Nov 03 00:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:51:56.736909 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/instances\" range_end:\"/registry/config.istio.io/instancet\" count_only:true " with result "range_response_count:0 size:7" took too long (619.024467ms) to execute
Nov 03 00:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:51:56.766802 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (126.307531ms) to execute
Nov 03 00:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:51:56.766840 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (169.393255ms) to execute
Nov 03 00:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:51:56.767098 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations\" range_end:\"/registry/validatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (293.210965ms) to execute
Nov 03 00:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:51:56.767252 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (554.736762ms) to execute
Nov 03 00:55:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:55:18.604224 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (226.467397ms) to execute
Nov 03 00:55:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:55:44.722894 W | wal: sync duration of 1.542638413s, expected less than 1s
Nov 03 00:55:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:55:44.726493 W | etcdserver: failed to revoke 4f0b6e20c76d44cf ("lease not found")
Nov 03 00:55:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:55:44.726638 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (1.305466132s) to execute
Nov 03 00:55:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:55:44.734336 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/prometheus-operator-prometheus-node-exporter-phxzz.15d362e4fd3f70ae\" " with result "range_response_count:0 size:7" took too long (742.60254ms) to execute
Nov 03 00:55:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:55:44.734410 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (213.401806ms) to execute
Nov 03 00:55:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:55:44.734491 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.004569974s) to execute
Nov 03 00:55:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:55:44.734583 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters\" range_end:\"/registry/config.istio.io/adaptert\" count_only:true " with result "range_response_count:0 size:7" took too long (285.284848ms) to execute
Nov 03 00:55:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:55:44.734692 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:6163" took too long (1.197515153s) to execute
Nov 03 00:55:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:55:44.734961 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (852.723491ms) to execute
Nov 03 00:55:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:55:55.076255 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (284.639192ms) to execute
Nov 03 00:55:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:55:55.095214 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (293.20025ms) to execute
Nov 03 00:56:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:15.228130 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (127.145807ms) to execute
Nov 03 00:56:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:28.423706 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4030" took too long (152.136467ms) to execute
Nov 03 00:56:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:31.186795 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (203.112658ms) to execute
Nov 03 00:56:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:31.186965 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/daemon-set-controller-token-xnrf6\" " with result "range_response_count:1 size:2381" took too long (202.236357ms) to execute
Nov 03 00:56:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:35.039495 W | etcdserver: request "header:<ID:14919139277658736539 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" mod_revision:35775753 > success:<request_put:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" value_size:1572 >> failure:<request_range:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" > >>" with result "size:20" took too long (571.408717ms) to execute
Nov 03 00:56:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:35.039655 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-24526\" " with result "range_response_count:1 size:2433" took too long (182.553933ms) to execute
Nov 03 00:56:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:45.673325 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (216.453177ms) to execute
Nov 03 00:56:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:45.673591 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (210.697135ms) to execute
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.252581 W | wal: sync duration of 2.550224633s, expected less than 1s
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.537971 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.networking.k8s.io\" " with result "range_response_count:1 size:644" took too long (2.834056085s) to execute
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.538309 W | etcdserver: request "header:<ID:14919139277658736667 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:35775911 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5280 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (284.939864ms) to execute
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.538631 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (2.834699693s) to execute
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.538913 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-f4fzp.15d380ab751ab838\" " with result "range_response_count:1 size:587" took too long (328.072638ms) to execute
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.539143 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (829.595315ms) to execute
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.539518 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (838.77176ms) to execute
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.539560 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (2.494290552s) to execute
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.539768 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/servicerolebindings\" range_end:\"/registry/rbac.istio.io/servicerolebindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (930.44166ms) to execute
