-- Logs begin at Thu 2020-01-30 08:00:47 UTC, end at Sat 2020-02-01 03:51:51 UTC. --
Feb 01 03:29:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:29:07.428239 W | etcdserver: request "header:<ID:14919139277750935197 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/default/backend\" mod_revision:0 > success:<request_put:<key:\"/registry/services/endpoints/default/backend\" value_size:145 >> failure:<>>" with result "size:20" took too long (114.373391ms) to execute
Feb 01 03:34:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:34:12.350238 I | mvcc: store.index: compact 53100339
Feb 01 03:34:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:34:12.359436 I | mvcc: finished scheduled compaction at 53100339 (took 6.66885ms)
Feb 01 03:37:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:37:51.584532 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.170251706s) to execute
Feb 01 03:37:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:37:51.584818 W | etcdserver: request "header:<ID:14919139277750939953 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:53101691 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:3914 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (860.778866ms) to execute
Feb 01 03:37:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:37:51.584972 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-nkhwf.15ef29ecbd052375\" " with result "range_response_count:1 size:591" took too long (935.121202ms) to execute
Feb 01 03:37:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:37:51.585171 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (385.302071ms) to execute
Feb 01 03:37:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:37:51.585289 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (918.863999ms) to execute
Feb 01 03:37:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:37:51.586133 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (786.07528ms) to execute
Feb 01 03:38:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:38:08.615016 W | etcdserver: request "header:<ID:14919139277750940170 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-6djl4.15ef2a1ab8495e52\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-6djl4.15ef2a1ab8495e52\" value_size:392 lease:5695767240896164345 >> failure:<>>" with result "size:20" took too long (120.767135ms) to execute
Feb 01 03:38:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:38:08.615407 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (125.776101ms) to execute
Feb 01 03:38:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:38:08.615555 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (124.841125ms) to execute
Feb 01 03:38:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:38:08.615618 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-6djl4\" " with result "range_response_count:1 size:1121" took too long (116.241353ms) to execute
Feb 01 03:38:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:38:08.615706 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-f296s\" " with result "range_response_count:1 size:1121" took too long (113.167662ms) to execute
Feb 01 03:39:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:39:12.373110 I | mvcc: store.index: compact 53101073
Feb 01 03:39:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:39:12.381468 I | mvcc: finished scheduled compaction at 53101073 (took 6.625224ms)
Feb 01 03:39:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:39:38.724798 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-c4nzq\" " with result "range_response_count:1 size:1121" took too long (134.524568ms) to execute
Feb 01 03:39:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:39:38.857549 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (184.372266ms) to execute
Feb 01 03:39:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:39:38.857579 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4fkrf\" " with result "range_response_count:1 size:1118" took too long (265.709889ms) to execute
Feb 01 03:39:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:39:38.857876 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-jk6f5\" " with result "range_response_count:1 size:1121" took too long (261.576146ms) to execute
Feb 01 03:39:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:39:38.884658 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15ef2a2fb1b96a50\" " with result "range_response_count:1 size:485" took too long (147.792873ms) to execute
Feb 01 03:39:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:39:38.884800 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (148.38074ms) to execute
Feb 01 03:39:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:39:54.558994 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (292.651004ms) to execute
Feb 01 03:39:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:39:54.564310 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (290.459606ms) to execute
Feb 01 03:39:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:39:54.564335 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (186.22571ms) to execute
Feb 01 03:40:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:40:04.368336 W | wal: sync duration of 1.10170155s, expected less than 1s
Feb 01 03:40:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:40:04.370922 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (175.976451ms) to execute
Feb 01 03:40:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:40:04.371191 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (721.627498ms) to execute
Feb 01 03:40:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:40:04.371367 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (135.819865ms) to execute
Feb 01 03:41:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:41:08.951359 W | etcdserver: request "header:<ID:14919139277750941826 > lease_revoke:<id:4f0b6e20cceb9f52>" with result "size:29" took too long (129.918458ms) to execute
Feb 01 03:41:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:41:08.952175 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-mxwp7\" " with result "range_response_count:1 size:1121" took too long (162.475845ms) to execute
Feb 01 03:41:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:41:08.952310 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-b7bbk\" " with result "range_response_count:1 size:1121" took too long (165.563496ms) to execute
Feb 01 03:41:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:41:08.966221 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-64hvp\" " with result "range_response_count:1 size:1121" took too long (136.021892ms) to execute
Feb 01 03:41:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:41:08.966424 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (157.98211ms) to execute
Feb 01 03:41:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:41:08.966647 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-tpshz\" " with result "range_response_count:1 size:1121" took too long (136.021873ms) to execute
Feb 01 03:41:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:41:09.173347 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (118.996541ms) to execute
Feb 01 03:43:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:43:55.985821 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (369.476465ms) to execute
Feb 01 03:43:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:43:55.986149 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (143.022467ms) to execute
Feb 01 03:44:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:44:12.391256 I | mvcc: store.index: compact 53101956
Feb 01 03:44:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:44:12.401983 I | mvcc: finished scheduled compaction at 53101956 (took 6.250907ms)
Feb 01 03:46:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:46:24.740003 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (322.569483ms) to execute
Feb 01 03:47:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:47:35.014667 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (366.340329ms) to execute
Feb 01 03:48:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:48:50.289034 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (697.699597ms) to execute
Feb 01 03:48:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:48:50.289166 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (186.504421ms) to execute
Feb 01 03:48:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:48:50.289524 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (281.475204ms) to execute
Feb 01 03:48:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:48:50.289732 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (769.487749ms) to execute
