-- Logs begin at Fri 2019-11-08 03:53:52 UTC, end at Sun 2019-11-10 16:24:01 UTC. --
Nov 10 16:02:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:41.280456 W | wal: sync duration of 2.571973143s, expected less than 1s
Nov 10 16:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:44.160775 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6259" took too long (1.6062358s) to execute
Nov 10 16:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:44.160868 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-krnrz\" " with result "range_response_count:1 size:2440" took too long (1.86734524s) to execute
Nov 10 16:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:44.161046 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5676" took too long (2.196779178s) to execute
Nov 10 16:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:44.161135 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (1.64500611s) to execute
Nov 10 16:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:44.161764 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (845.011139ms) to execute
Nov 10 16:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:44.162089 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (2.761461533s) to execute
Nov 10 16:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:44.162243 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (2.774276478s) to execute
Nov 10 16:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:44.162333 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (2.656227526s) to execute
Nov 10 16:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:44.163405 W | etcdserver: request "header:<ID:14919139277665791894 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:37544765 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:383 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:20" took too long (104.48675ms) to execute
Nov 10 16:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:44.163556 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (469.209825ms) to execute
Nov 10 16:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:44.164138 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (463.120916ms) to execute
Nov 10 16:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:44.164612 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-5kjcz\" " with result "range_response_count:1 size:2314" took too long (394.525198ms) to execute
Nov 10 16:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:44.165178 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/handlers\" range_end:\"/registry/config.istio.io/handlert\" count_only:true " with result "range_response_count:0 size:9" took too long (444.106938ms) to execute
Nov 10 16:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:44.166218 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/rbacconfigs\" range_end:\"/registry/rbac.istio.io/rbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (400.991096ms) to execute
Nov 10 16:02:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:54.542756 W | etcdserver: request "header:<ID:14919139277665791989 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:37544771 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (314.066816ms) to execute
Nov 10 16:02:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:54.543959 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (517.775608ms) to execute
Nov 10 16:02:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:54.550630 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (356.563469ms) to execute
Nov 10 16:02:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:54.551087 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-krnrz\" " with result "range_response_count:1 size:2440" took too long (255.224933ms) to execute
Nov 10 16:02:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:54.551504 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (262.633307ms) to execute
Nov 10 16:02:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:54.551900 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (277.187584ms) to execute
Nov 10 16:02:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:54.552334 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (338.490677ms) to execute
Nov 10 16:02:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:54.552738 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (339.630765ms) to execute
Nov 10 16:02:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:54.553041 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (348.316339ms) to execute
Nov 10 16:02:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:54.553298 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (351.107622ms) to execute
Nov 10 16:02:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:02:55.006058 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4594" took too long (180.497587ms) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.762733 W | wal: sync duration of 3.175044004s, expected less than 1s
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.763248 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (3.130174822s) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.763363 W | etcdserver: failed to revoke 4f0b6e20c7d8efa8 ("lease not found")
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.763448 W | etcdserver: failed to revoke 4f0b6e20c7d8efa8 ("lease not found")
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.763457 W | etcdserver: failed to revoke 4f0b6e20c7d8efa8 ("lease not found")
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.763464 W | etcdserver: failed to revoke 4f0b6e20c7d8efa8 ("lease not found")
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.763470 W | etcdserver: failed to revoke 4f0b6e20c7d8efa8 ("lease not found")
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.765357 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (3.114672358s) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.765654 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.172394078s) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.765976 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (1.403599967s) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.766352 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (1.572266306s) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.766723 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.authentication.istio.io\" " with result "range_response_count:1 size:683" took too long (1.573163864s) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.767032 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authentication.k8s.io\" " with result "range_response_count:1 size:656" took too long (1.573762232s) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.767343 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.apps\" " with result "range_response_count:1 size:605" took too long (1.574117538s) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.767670 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (1.574443635s) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.767977 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (2.373894585s) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.768354 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations\" range_end:\"/registry/validatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (2.382278892s) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.768574 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4273" took too long (2.489948767s) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.768764 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (2.591066562s) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.768962 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (2.612701245s) to execute
Nov 10 16:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:01.769135 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (3.000041471s) to execute
Nov 10 16:03:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:04.905527 W | wal: sync duration of 1.569446708s, expected less than 1s
Nov 10 16:03:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:04.924165 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.132944589s) to execute
Nov 10 16:03:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:04.949385 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.157082994s) to execute
Nov 10 16:03:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:04.949750 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/dogstatsds\" range_end:\"/registry/config.istio.io/dogstatsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (611.462744ms) to execute
Nov 10 16:03:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:04.949947 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (675.757912ms) to execute
Nov 10 16:03:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:04.950001 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (311.631612ms) to execute
Nov 10 16:03:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:04.950194 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (316.533383ms) to execute
Nov 10 16:03:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:04.950219 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4594" took too long (1.103103368s) to execute
Nov 10 16:03:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:04.950507 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (321.563118ms) to execute
Nov 10 16:03:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:04.950682 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (413.071827ms) to execute
Nov 10 16:03:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:07.392658 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (238.47557ms) to execute
Nov 10 16:03:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:15.509315 W | wal: sync duration of 2.51910318s, expected less than 1s
Nov 10 16:03:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:15.513586 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (2.23790286s) to execute
Nov 10 16:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:16.133585 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listentries\" range_end:\"/registry/config.istio.io/listentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (505.64918ms) to execute
Nov 10 16:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:16.133969 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (696.998417ms) to execute
Nov 10 16:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:16.134208 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (1.38580233s) to execute
Nov 10 16:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:16.134451 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds\" range_end:\"/registry/config.istio.io/fluentdt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.821014977s) to execute
Nov 10 16:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:16.135338 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (1.074905791s) to execute
Nov 10 16:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:16.136147 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (2.811502677s) to execute
Nov 10 16:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:16.136372 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (1.168035402s) to execute
Nov 10 16:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:16.136822 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.139683103s) to execute
Nov 10 16:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:16.136930 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4273" took too long (1.857397737s) to execute
Nov 10 16:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:16.137395 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.034550794s) to execute
Nov 10 16:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:16.137709 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.165826884s) to execute
Nov 10 16:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:16.137816 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (2.368823428s) to execute
Nov 10 16:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:16.138005 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.863145923s) to execute
Nov 10 16:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:16.138255 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (2.725731341s) to execute
Nov 10 16:03:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:17.473248 W | etcdserver: read-only range request "key:\"/registry/events/default/backend.15d5d88ddf9a4e22\" " with result "range_response_count:1 size:462" took too long (633.621792ms) to execute
Nov 10 16:03:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:31.767488 W | wal: sync duration of 1.533914976s, expected less than 1s
Nov 10 16:03:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:31.771392 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (624.890699ms) to execute
Nov 10 16:03:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:31.772380 W | etcdserver: failed to revoke 4f0b6e20c7d8f0b8 ("lease not found")
Nov 10 16:03:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:32.207568 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rbacs\" range_end:\"/registry/config.istio.io/rbact\" count_only:true " with result "range_response_count:0 size:7" took too long (299.852891ms) to execute
Nov 10 16:03:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:32.207904 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (378.587475ms) to execute
Nov 10 16:03:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:34.484532 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (208.830853ms) to execute
Nov 10 16:03:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:34.484722 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-tr25r.15d5d89aaebca918\" " with result "range_response_count:1 size:590" took too long (103.186276ms) to execute
Nov 10 16:03:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:41.535968 W | wal: sync duration of 1.186552801s, expected less than 1s
Nov 10 16:03:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:41.538939 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (788.171688ms) to execute
Nov 10 16:03:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:41.539303 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (138.370957ms) to execute
Nov 10 16:03:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:41.539461 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters\" range_end:\"/registry/config.istio.io/adaptert\" count_only:true " with result "range_response_count:0 size:7" took too long (390.129437ms) to execute
Nov 10 16:03:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 16:03:41.540256 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (1.160262073s) to execute
