-- Logs begin at Wed 2019-09-25 21:44:06 UTC, end at Fri 2019-09-27 12:58:21 UTC. --
Sep 27 12:36:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:36:25.567165 W | etcdserver: request "header:<ID:14919135698845292301 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-5mhsd\" mod_revision:0 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-5mhsd\" value_size:976 >> failure:<>>" with result "size:20" took too long (128.696497ms) to execute
Sep 27 12:52:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:52:44.595403 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "error:context canceled" took too long (10.000493421s) to execute
Sep 27 12:52:45 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:52:45.638025 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "error:context canceled" took too long (10.029788642s) to execute
Sep 27 12:52:49 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:52:49.595066 W | etcdserver: timed out waiting for read index response
Sep 27 12:52:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:52:55.226439 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5mhsd\" " with result "error:context canceled" took too long (14.275418523s) to execute
Sep 27 12:52:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:52:55.226594 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "error:context canceled" took too long (9.99741605s) to execute
Sep 27 12:52:56 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:52:56.202341 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "error:context canceled" took too long (9.997189483s) to execute
Sep 27 12:52:57 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:52:57.379410 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "error:context canceled" took too long (9.997215209s) to execute
Sep 27 12:52:57 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:52:57.963606 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:52:58 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:52:58.463987 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:52:58 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:52:58.513248 W | wal: sync duration of 24.025841793s, expected less than 1s
Sep 27 12:52:58 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:52:58.964198 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:52:59 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:52:59.464499 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:52:59 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:52:59.964687 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:53:00 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:00.464929 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:53:00 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:00.792348 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15c57c66fa64f855\" " with result "error:context canceled" took too long (13.851061182s) to execute
Sep 27 12:53:00 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:00.792640 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "error:context canceled" took too long (9.997263695s) to execute
Sep 27 12:53:00 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:00.965302 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:53:01 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:01.465569 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:53:01 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:01.527818 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "error:context canceled" took too long (9.999308051s) to execute
Sep 27 12:53:01 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:01.588039 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-z5vvk\" " with result "error:context canceled" took too long (7.307191474s) to execute
Sep 27 12:53:01 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:01.966356 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:53:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:02.466602 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:53:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:02.966697 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:53:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:03.408127 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "error:context canceled" took too long (10.000592994s) to execute
Sep 27 12:53:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:03.408335 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-nffcq\" " with result "error:context canceled" took too long (25.267045646s) to execute
Sep 27 12:53:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:03.467064 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:53:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:03.967071 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:53:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:04.467095 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:53:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:04.967307 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.228746 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "error:context canceled" took too long (9.964433432s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.229952 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5mhsd\" " with result "error:context canceled" took too long (9.951961903s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.467493 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("etcdserver: request timed out")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.539706 W | etcdserver: request "header:<ID:14919135698845302201 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:30537019 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1844 >> failure:<>>" with result "size:20" took too long (7.025945713s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541098 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541138 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541161 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541202 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541256 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541289 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541357 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541403 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541452 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541486 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541523 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541546 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541582 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541626 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541671 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541693 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.541862 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-hb46f\" " with result "range_response_count:1 size:2434" took too long (17.097993449s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.542047 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (22.431268657s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.542151 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (27.815665564s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.542174 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (27.969237341s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.542235 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (23.857277623s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.542372 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.scheduling.k8s.io\" " with result "range_response_count:1 size:659" took too long (17.816291641s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.542467 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (27.12337246s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.542516 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (29.169934933s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.542591 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (24.042839688s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.542686 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (17.816607042s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.542788 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (29.89482645s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.542999 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (20.614594158s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.543022 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-hb46f\" " with result "range_response_count:1 size:2434" took too long (25.323740588s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.543160 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (27.15855708s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.543200 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authentication.k8s.io\" " with result "range_response_count:1 size:656" took too long (17.818452826s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.543326 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apps\" " with result "range_response_count:1 size:619" took too long (17.821612198s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.543412 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (19.049094245s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.543647 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (19.5589541s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.543713 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.certificates.k8s.io\" " with result "range_response_count:1 size:664" took too long (17.817136949s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.543888 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (20.148634336s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.544267 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (21.355277064s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.544445 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (21.982280892s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.544539 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (29.614666044s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.544763 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (29.887414554s) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.693742 W | wal: sync duration of 7.180030144s, expected less than 1s
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.971835 W | etcdserver: request "header:<ID:14919135698845302243 > lease_revoke:<id:4f0b6adf8585fd8d>" with result "error:lease not found" took too long (277.487366ms) to execute
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.972149 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.972202 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.972231 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.972248 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.972350 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.972446 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.972514 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.972615 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.972650 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.972663 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.972670 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.972685 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.972692 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
Sep 27 12:53:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:53:05.972796 W | etcdserver: failed to revoke 4f0b6adf8585fd8d ("lease not found")
