-- Logs begin at Sat 2019-10-26 21:27:07 UTC, end at Fri 2019-11-01 03:21:30 UTC. --
Nov 01 03:01:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:01:13.032873 I | etcdserver: start to snapshot (applied: 38994832, lastsnap: 38984831)
Nov 01 03:04:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:04:06.811554 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (140.011138ms) to execute
Nov 01 03:04:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:04:06.811878 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (131.450504ms) to execute
Nov 01 03:04:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:04:47.402535 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "range_response_count:1 size:667" took too long (171.741519ms) to execute
Nov 01 03:04:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:04:47.402584 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (171.778307ms) to execute
Nov 01 03:04:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:04:47.402784 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (172.541505ms) to execute
Nov 01 03:04:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:04:47.402896 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta1.autoscaling\" " with result "range_response_count:1 size:640" took too long (172.019719ms) to execute
Nov 01 03:04:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:04:47.403028 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (339.780107ms) to execute
Nov 01 03:04:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:04:47.403614 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (334.699542ms) to execute
Nov 01 03:04:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:04:47.407445 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (168.603531ms) to execute
Nov 01 03:05:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:05:24.515929 W | wal: sync duration of 1.237991633s, expected less than 1s
Nov 01 03:05:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:05:24.519624 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (557.28626ms) to execute
Nov 01 03:05:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:05:24.519948 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (1.139219881s) to execute
Nov 01 03:05:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:05:24.520042 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (928.174217ms) to execute
Nov 01 03:05:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:05:24.520078 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (126.952986ms) to execute
Nov 01 03:05:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:05:24.525835 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (932.58954ms) to execute
Nov 01 03:06:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:06:24.861315 I | mvcc: store.index: compact 35313476
Nov 01 03:06:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:06:24.879542 I | mvcc: finished scheduled compaction at 35313476 (took 15.899841ms)
Nov 01 03:06:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:06:25.402488 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (363.040489ms) to execute
Nov 01 03:06:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:06:35.234108 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (148.879879ms) to execute
Nov 01 03:06:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:06:57.148390 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (317.009551ms) to execute
Nov 01 03:06:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:06:57.157168 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (300.840294ms) to execute
Nov 01 03:06:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:06:57.157207 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (190.254158ms) to execute
Nov 01 03:07:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:07:40.181756 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (262.205423ms) to execute
Nov 01 03:07:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:07:40.181933 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (391.895511ms) to execute
Nov 01 03:07:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:07:40.182107 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (319.777691ms) to execute
Nov 01 03:07:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:07:45.670786 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (631.818907ms) to execute
Nov 01 03:07:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:07:45.671019 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (274.62516ms) to execute
Nov 01 03:07:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:07:45.671414 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (632.669978ms) to execute
Nov 01 03:09:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:09:16.199389 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (105.573204ms) to execute
Nov 01 03:09:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:09:16.204814 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-szs7r\" " with result "range_response_count:1 size:1121" took too long (102.983084ms) to execute
Nov 01 03:09:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:09:16.205571 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (111.840076ms) to execute
Nov 01 03:09:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:09:25.879029 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (174.91084ms) to execute
Nov 01 03:11:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:11:10.413910 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (115.884904ms) to execute
Nov 01 03:11:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:11:24.874671 I | mvcc: store.index: compact 35314147
Nov 01 03:11:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:11:24.882554 I | mvcc: finished scheduled compaction at 35314147 (took 5.219802ms)
Nov 01 03:11:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:11:45.823148 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-szs7r\" " with result "range_response_count:1 size:1855" took too long (398.23938ms) to execute
Nov 01 03:11:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:11:45.823723 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (687.148854ms) to execute
Nov 01 03:11:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:11:45.823983 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (767.641591ms) to execute
Nov 01 03:12:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:12:14.141251 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (171.757816ms) to execute
Nov 01 03:12:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:12:14.142051 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-pzknj\" " with result "range_response_count:1 size:1854" took too long (112.850064ms) to execute
Nov 01 03:13:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:13:06.883940 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (497.7039ms) to execute
Nov 01 03:13:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:13:31.444174 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ljq7q\" " with result "range_response_count:1 size:1121" took too long (110.130048ms) to execute
Nov 01 03:13:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:13:31.445575 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (120.160897ms) to execute
Nov 01 03:13:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:13:32.058555 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-7fp9p\" " with result "range_response_count:1 size:1118" took too long (621.509026ms) to execute
Nov 01 03:13:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:13:32.064609 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (525.551423ms) to execute
Nov 01 03:14:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:14:31.591210 W | etcdserver: request "header:<ID:14919139277656933817 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-qdh9w\" mod_revision:0 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-qdh9w\" value_size:976 >> failure:<>>" with result "size:20" took too long (132.241409ms) to execute
Nov 01 03:14:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:14:31.757525 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-p44rn\" " with result "range_response_count:1 size:1121" took too long (148.871408ms) to execute
Nov 01 03:14:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:14:31.993479 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-hpb9d\" " with result "range_response_count:1 size:1121" took too long (155.871327ms) to execute
Nov 01 03:14:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:14:31.993694 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15d2eb6ca5f7a030\" " with result "range_response_count:1 size:485" took too long (139.610082ms) to execute
Nov 01 03:15:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:15:31.872988 W | etcdserver: request "header:<ID:14919139277656934436 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-xcr6j\" mod_revision:35315515 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-xcr6j\" value_size:1422 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-xcr6j\" > >>" with result "size:20" took too long (132.600725ms) to execute
Nov 01 03:15:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:15:31.874398 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15d2eb6ca5f7a030\" " with result "range_response_count:1 size:485" took too long (145.536868ms) to execute
Nov 01 03:15:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:15:31.888528 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lwlzn\" " with result "range_response_count:1 size:1121" took too long (158.038704ms) to execute
Nov 01 03:16:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:16:24.890976 I | mvcc: store.index: compact 35314855
Nov 01 03:16:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:16:24.897549 I | mvcc: finished scheduled compaction at 35314855 (took 5.341614ms)
Nov 01 03:18:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:18:38.904874 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (144.301824ms) to execute
Nov 01 03:18:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:18:38.905185 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (139.743863ms) to execute
Nov 01 03:19:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:19:54.260922 W | wal: sync duration of 1.339491676s, expected less than 1s
Nov 01 03:19:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:19:54.265409 W | etcdserver: request "header:<ID:14919139277656936556 > lease_revoke:<id:4f0b6e20c751cfef>" with result "size:29" took too long (1.343845927s) to execute
Nov 01 03:19:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:19:54.265542 W | etcdserver: failed to revoke 4f0b6e20c751cfef ("lease not found")
Nov 01 03:19:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:19:54.265587 W | etcdserver: failed to revoke 4f0b6e20c751cfef ("lease not found")
Nov 01 03:19:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:19:54.265618 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (577.96831ms) to execute
Nov 01 03:19:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:19:54.265637 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (885.504239ms) to execute
Nov 01 03:19:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:19:54.265755 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (524.930399ms) to execute
Nov 01 03:19:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 03:19:54.265833 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (535.736524ms) to execute
