-- Logs begin at Tue 2019-12-17 17:51:17 UTC, end at Thu 2019-12-19 04:05:40 UTC. --
Dec 19 03:43:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:43:07.654633 W | wal: sync duration of 1.008019622s, expected less than 1s
Dec 19 03:50:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:50:43.036462 W | etcdserver: request "header:<ID:14919139277707150295 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-sf7qf\" mod_revision:44950375 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-sf7qf\" value_size:3504 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-sf7qf\" > >>" with result "size:20" took too long (150.43438ms) to execute
Dec 19 03:50:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:50:43.036901 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (121.400987ms) to execute
Dec 19 03:50:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:50:44.187794 I | mvcc: store.index: compact 44949638
Dec 19 03:50:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:50:44.194515 I | mvcc: finished scheduled compaction at 44949638 (took 5.523442ms)
Dec 19 03:50:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:50:44.480949 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (205.297589ms) to execute
Dec 19 03:50:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:50:44.481062 W | etcdserver: request "header:<ID:14919139277707150324 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-sf7qf.15e1a93d70a6afdc\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-sf7qf.15e1a93d70a6afdc\" value_size:370 lease:5695767240852374451 >> failure:<>>" with result "size:20" took too long (172.632184ms) to execute
Dec 19 03:50:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:50:46.607444 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:3989" took too long (187.871614ms) to execute
Dec 19 03:50:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:50:46.934356 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/meshpolicies\" range_end:\"/registry/authentication.istio.io/meshpoliciet\" count_only:true " with result "range_response_count:0 size:9" took too long (153.144059ms) to execute
Dec 19 03:50:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:50:46.938320 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (120.420277ms) to execute
Dec 19 03:50:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:50:46.938577 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (105.074651ms) to execute
Dec 19 03:54:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:54:40.546298 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (103.868944ms) to execute
Dec 19 03:54:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:54:40.576611 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:532" took too long (128.423392ms) to execute
Dec 19 03:55:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:55:43.314313 W | etcdserver: request "header:<ID:14919139277707153846 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-t888g\" mod_revision:44951269 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-t888g\" value_size:3504 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-t888g\" > >>" with result "size:20" took too long (118.486095ms) to execute
Dec 19 03:55:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:55:44.199248 I | mvcc: store.index: compact 44950391
Dec 19 03:55:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:55:44.209240 I | mvcc: finished scheduled compaction at 44950391 (took 8.696766ms)
Dec 19 03:59:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:59:34.166376 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-4r655\" " with result "range_response_count:1 size:2440" took too long (269.116344ms) to execute
Dec 19 03:59:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 03:59:34.166590 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-4r655\" " with result "range_response_count:1 size:2440" took too long (269.418562ms) to execute
Dec 19 04:00:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 04:00:43.374965 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/istio-system/\" range_end:\"/registry/resourcequotas/istio-system0\" " with result "range_response_count:0 size:7" took too long (137.867459ms) to execute
Dec 19 04:00:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 04:00:43.375280 W | etcdserver: request "header:<ID:14919139277707157053 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/horizontalpodautoscalers/istio-system/istio-egressgateway\" mod_revision:44951837 > success:<request_put:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-egressgateway\" value_size:1618 >> failure:<request_range:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-egressgateway\" > >>" with result "size:20" took too long (124.822883ms) to execute
Dec 19 04:00:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 04:00:43.375508 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5942" took too long (136.003471ms) to execute
Dec 19 04:00:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 04:00:43.613555 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-7fj22\" " with result "range_response_count:1 size:2314" took too long (168.890417ms) to execute
Dec 19 04:00:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 04:00:43.614265 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (174.764613ms) to execute
Dec 19 04:00:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 04:00:43.614374 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-nklsl\" " with result "range_response_count:1 size:2634" took too long (159.816123ms) to execute
Dec 19 04:00:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 04:00:43.614477 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (171.964397ms) to execute
Dec 19 04:00:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 04:00:44.213107 I | mvcc: store.index: compact 44951286
Dec 19 04:00:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 04:00:44.224811 I | mvcc: finished scheduled compaction at 44951286 (took 9.42242ms)
Dec 19 04:00:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 04:00:45.107526 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (182.156242ms) to execute
Dec 19 04:00:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 04:00:45.107576 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (779.073999ms) to execute
Dec 19 04:00:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 04:00:45.107827 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (253.365596ms) to execute
Dec 19 04:00:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 04:00:45.107970 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/cloudwatches\" range_end:\"/registry/config.istio.io/cloudwatchet\" count_only:true " with result "range_response_count:0 size:7" took too long (495.14128ms) to execute
