-- Logs begin at Wed 2020-01-29 20:49:21 UTC, end at Fri 2020-01-31 16:13:24 UTC. --
Jan 31 15:50:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:50:30.858852 W | etcdserver: request "header:<ID:14919139277750479080 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-db6vv\" mod_revision:52983251 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-db6vv\" value_size:1422 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-db6vv\" > >>" with result "size:20" took too long (102.564958ms) to execute
Jan 31 15:55:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:55:51.327591 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (187.360679ms) to execute
Jan 31 15:55:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:55:51.327772 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.169152969s) to execute
Jan 31 15:55:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:55:55.432798 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-hbw9w.15ef038e6c35509f\" " with result "range_response_count:1 size:590" took too long (150.094253ms) to execute
Jan 31 15:55:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:55:58.642810 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.certificates.k8s.io\" " with result "range_response_count:1 size:664" took too long (354.013102ms) to execute
Jan 31 15:55:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:55:58.642896 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (354.889785ms) to execute
Jan 31 15:55:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:55:58.642942 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.networking.k8s.io\" " with result "range_response_count:1 size:644" took too long (354.960194ms) to execute
Jan 31 15:55:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:55:58.643047 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (354.700902ms) to execute
Jan 31 15:55:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:55:58.643113 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (354.738427ms) to execute
Jan 31 15:56:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:14.284424 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (328.064896ms) to execute
Jan 31 15:56:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:14.284491 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (548.427337ms) to execute
Jan 31 15:56:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:33.891130 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (171.732977ms) to execute
Jan 31 15:56:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:36.399778 W | etcdserver: request "header:<ID:14919139277750482703 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:52984424 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (176.925056ms) to execute
Jan 31 15:56:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:36.399896 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (120.990798ms) to execute
Jan 31 15:56:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:37.108199 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-4zqs2.15ef03bbc9567d98\" " with result "range_response_count:1 size:558" took too long (186.007786ms) to execute
Jan 31 15:56:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:37.624405 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (183.19848ms) to execute
Jan 31 15:56:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:38.421671 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (510.367254ms) to execute
Jan 31 15:56:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:38.421742 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (374.443125ms) to execute
Jan 31 15:56:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:41.449470 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.014837499s) to execute
Jan 31 15:56:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:41.449618 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-c7kmw\" " with result "range_response_count:1 size:1734" took too long (727.66147ms) to execute
Jan 31 15:56:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:41.450033 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:9 size:15439" took too long (966.747801ms) to execute
Jan 31 15:56:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:41.451145 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-2972l.15ef03ba8f395822\" " with result "range_response_count:1 size:468" took too long (819.939445ms) to execute
Jan 31 15:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:57.050957 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (1.148537514s) to execute
Jan 31 15:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:57.051349 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (628.971744ms) to execute
Jan 31 15:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:57.051524 W | etcdserver: request "header:<ID:14919139277750482911 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:52984502 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (614.552614ms) to execute
Jan 31 15:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:56:57.051852 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (517.715466ms) to execute
Jan 31 15:57:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:57:01.647451 W | etcdserver: request "header:<ID:14919139277750483002 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-f2n24\" mod_revision:52984552 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-f2n24\" value_size:1045 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-f2n24\" > >>" with result "size:20" took too long (137.348156ms) to execute
Jan 31 15:57:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:57:01.648717 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15ef03d83a804faf\" " with result "range_response_count:1 size:485" took too long (157.786754ms) to execute
Jan 31 15:57:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:57:01.663138 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lqlbw\" " with result "range_response_count:1 size:1118" took too long (157.522816ms) to execute
Jan 31 15:57:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:57:01.663291 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (125.257295ms) to execute
Jan 31 15:57:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:57:16.222480 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (288.606567ms) to execute
Jan 31 15:57:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:57:16.222607 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-db6vv\" " with result "range_response_count:1 size:1851" took too long (409.352784ms) to execute
Jan 31 15:57:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:57:16.765982 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (334.118468ms) to execute
Jan 31 15:57:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:57:16.766026 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-4zqs2.15ef03befc6192f6\" " with result "range_response_count:1 size:589" took too long (341.748605ms) to execute
Jan 31 15:57:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:57:16.766115 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (378.258592ms) to execute
Jan 31 15:57:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:57:47.397564 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (273.340414ms) to execute
Jan 31 15:57:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:57:47.397796 W | etcdserver: request "header:<ID:14919139277750483534 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:52984743 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (226.572079ms) to execute
Jan 31 15:58:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:58:02.009451 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (187.262852ms) to execute
Jan 31 15:58:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:58:02.009649 W | etcdserver: request "header:<ID:14919139277750483671 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:52984787 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:3798 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (133.547677ms) to execute
Jan 31 15:58:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:58:02.336364 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-mkb2t\" " with result "range_response_count:1 size:1118" took too long (245.647819ms) to execute
Jan 31 15:58:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:58:02.336474 W | etcdserver: request "header:<ID:14919139277750483702 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/backend-844b95fc6f\" mod_revision:52984830 > success:<request_put:<key:\"/registry/replicasets/default/backend-844b95fc6f\" value_size:988 >> failure:<request_range:<key:\"/registry/replicasets/default/backend-844b95fc6f\" > >>" with result "size:20" took too long (222.589868ms) to execute
Jan 31 15:58:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:58:02.336973 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15ef03d83a804faf\" " with result "range_response_count:1 size:485" took too long (244.280611ms) to execute
Jan 31 15:58:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:58:02.337079 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-pb9qt\" " with result "range_response_count:1 size:1121" took too long (204.572024ms) to execute
Jan 31 15:58:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:58:51.036530 I | mvcc: store.index: compact 52983864
Jan 31 15:58:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:58:51.043514 I | mvcc: finished scheduled compaction at 52983864 (took 5.776056ms)
Jan 31 15:59:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:59:02.351545 W | etcdserver: request "header:<ID:14919139277750484373 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/backend-844b95fc6f\" mod_revision:52985062 > success:<request_put:<key:\"/registry/replicasets/default/backend-844b95fc6f\" value_size:988 >> failure:<request_range:<key:\"/registry/replicasets/default/backend-844b95fc6f\" > >>" with result "size:20" took too long (149.02477ms) to execute
Jan 31 15:59:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 15:59:44.542678 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (124.75494ms) to execute
Jan 31 16:00:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 16:00:35.249298 W | etcdserver: request "header:<ID:14919139277750485318 > lease_revoke:<id:4f0b6e20cce54099>" with result "size:29" took too long (223.644071ms) to execute
Jan 31 16:00:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 16:00:52.220235 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (218.17249ms) to execute
Jan 31 16:01:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 16:01:03.565065 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (152.617308ms) to execute
Jan 31 16:02:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 16:02:27.317660 I | etcdserver: start to snapshot (applied: 58397005, lastsnap: 58387004)
Jan 31 16:02:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 16:02:27.385952 I | etcdserver: saved snapshot at index 58397005
Jan 31 16:02:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 16:02:27.386315 I | etcdserver: compacted raft log at 58392005
Jan 31 16:02:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 16:02:56.622776 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-00000000037a4df8.snap successfully
Jan 31 16:03:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 16:03:51.048233 I | mvcc: store.index: compact 52985030
Jan 31 16:03:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 16:03:51.056379 I | mvcc: finished scheduled compaction at 52985030 (took 6.635537ms)
Jan 31 16:07:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 16:07:55.082323 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (123.469882ms) to execute
Jan 31 16:08:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 16:08:51.062441 I | mvcc: store.index: compact 52985911
Jan 31 16:08:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 16:08:51.069785 I | mvcc: finished scheduled compaction at 52985911 (took 5.924735ms)
Jan 31 16:08:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 16:08:51.386321 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (175.496627ms) to execute
Jan 31 16:08:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 16:08:51.386665 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (256.755651ms) to execute
