-- Logs begin at Sat 2019-11-02 00:45:01 UTC, end at Tue 2019-11-05 05:21:40 UTC. --
Nov 05 04:59:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:59:42.040546 W | wal: sync duration of 1.793445565s, expected less than 1s
Nov 05 05:01:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:01:20.291653 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-s528x\" " with result "range_response_count:1 size:1744" took too long (259.963693ms) to execute
Nov 05 05:01:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:01:30.042398 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (117.289085ms) to execute
Nov 05 05:01:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:01:44.884740 W | wal: sync duration of 1.08448782s, expected less than 1s
Nov 05 05:01:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:01:44.887646 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (912.355322ms) to execute
Nov 05 05:01:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:01:44.914015 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (805.030214ms) to execute
Nov 05 05:01:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:01:49.676971 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (247.118485ms) to execute
Nov 05 05:01:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:01:49.677119 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (446.945038ms) to execute
Nov 05 05:02:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:10.245094 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (366.777082ms) to execute
Nov 05 05:02:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:15.153837 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (118.566266ms) to execute
Nov 05 05:02:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:18.775145 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1436" took too long (216.623538ms) to execute
Nov 05 05:02:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:18.775297 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (111.193123ms) to execute
Nov 05 05:02:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:23.123525 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (155.215868ms) to execute
Nov 05 05:02:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:23.123568 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (155.741856ms) to execute
Nov 05 05:02:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:23.123684 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authorization.k8s.io\" " with result "range_response_count:1 size:653" took too long (155.38584ms) to execute
Nov 05 05:02:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:23.123842 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (156.105487ms) to execute
Nov 05 05:02:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:23.124086 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "range_response_count:1 size:667" took too long (156.058041ms) to execute
Nov 05 05:02:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:37.240039 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (429.40122ms) to execute
Nov 05 05:02:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:37.240283 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-f2p4q.15d42b87d7b4ddc7\" " with result "range_response_count:1 size:589" took too long (439.556607ms) to execute
Nov 05 05:02:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:37.240623 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-f2p4q\" " with result "range_response_count:1 size:1731" took too long (440.165448ms) to execute
Nov 05 05:02:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:47.248834 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (221.281844ms) to execute
Nov 05 05:02:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:47.535553 I | mvcc: store.index: compact 36238120
Nov 05 05:02:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:47.544190 I | mvcc: finished scheduled compaction at 36238120 (took 6.232018ms)
Nov 05 05:02:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:02:56.092246 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (103.226818ms) to execute
Nov 05 05:03:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:03:00.400918 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-s528x\" " with result "range_response_count:1 size:1855" took too long (275.881122ms) to execute
Nov 05 05:03:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:03:01.614943 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (241.222954ms) to execute
Nov 05 05:03:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:03:07.236036 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (377.594436ms) to execute
Nov 05 05:03:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:03:41.160262 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (109.020042ms) to execute
Nov 05 05:03:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:03:41.160872 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (109.269777ms) to execute
Nov 05 05:03:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:03:43.306562 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (150.911465ms) to execute
Nov 05 05:03:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:03:48.305629 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (352.81936ms) to execute
Nov 05 05:03:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:03:52.019010 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (599.463244ms) to execute
Nov 05 05:03:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:03:52.019103 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (138.074088ms) to execute
Nov 05 05:03:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:03:52.019556 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1419" took too long (578.8005ms) to execute
Nov 05 05:03:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:03:54.263500 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (196.738732ms) to execute
Nov 05 05:03:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:03:54.538143 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (158.060198ms) to execute
Nov 05 05:04:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:09.122637 W | wal: sync duration of 1.016813634s, expected less than 1s
Nov 05 05:04:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:09.125315 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (511.39598ms) to execute
Nov 05 05:04:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:09.129578 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (201.901505ms) to execute
Nov 05 05:04:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:09.129953 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-s528x\" " with result "range_response_count:1 size:1735" took too long (143.129876ms) to execute
Nov 05 05:04:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:09.130221 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (176.993385ms) to execute
Nov 05 05:04:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:27.589711 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (370.943113ms) to execute
Nov 05 05:04:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:35.895366 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (264.069884ms) to execute
Nov 05 05:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:43.189478 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (455.354305ms) to execute
Nov 05 05:04:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:45.921464 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-f2p4q\" " with result "range_response_count:1 size:1851" took too long (126.216893ms) to execute
Nov 05 05:04:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:47.402445 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (181.000806ms) to execute
Nov 05 05:04:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:56.667701 W | wal: sync duration of 1.090384552s, expected less than 1s
Nov 05 05:04:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:56.670456 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (626.578485ms) to execute
Nov 05 05:04:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:56.670503 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (667.206532ms) to execute
Nov 05 05:04:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:56.670612 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (341.861631ms) to execute
Nov 05 05:04:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:56.670820 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (649.457957ms) to execute
Nov 05 05:04:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:59.421430 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (189.633803ms) to execute
Nov 05 05:04:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:04:59.429483 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (196.657522ms) to execute
Nov 05 05:05:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:03.489316 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:7" took too long (182.824458ms) to execute
Nov 05 05:05:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:03.489716 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (108.384893ms) to execute
Nov 05 05:05:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:05.145302 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (305.348732ms) to execute
Nov 05 05:05:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:05.145651 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (433.249965ms) to execute
Nov 05 05:05:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:11.595370 W | wal: sync duration of 2.143765325s, expected less than 1s
Nov 05 05:05:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:11.596847 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-s528x\" " with result "range_response_count:1 size:1735" took too long (564.109096ms) to execute
Nov 05 05:05:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:11.602323 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (198.77216ms) to execute
Nov 05 05:05:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:11.602521 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (375.67972ms) to execute
Nov 05 05:05:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:11.602677 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (428.376396ms) to execute
Nov 05 05:05:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:15.561284 W | wal: sync duration of 1.039811271s, expected less than 1s
Nov 05 05:05:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:15.565741 W | etcdserver: failed to revoke 4f0b6e20c78a4cc9 ("lease not found")
Nov 05 05:05:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:20.464334 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (795.304493ms) to execute
Nov 05 05:05:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:22.045966 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (420.51802ms) to execute
Nov 05 05:05:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:22.061514 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (357.613077ms) to execute
Nov 05 05:05:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:22.061619 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (404.530299ms) to execute
Nov 05 05:05:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:29.138136 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (694.051398ms) to execute
Nov 05 05:05:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:29.138994 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (484.035739ms) to execute
Nov 05 05:05:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:29.139234 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (630.894777ms) to execute
Nov 05 05:05:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:32.297465 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lzvkp\" " with result "range_response_count:1 size:1501" took too long (507.553628ms) to execute
Nov 05 05:05:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:32.318411 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (254.38563ms) to execute
Nov 05 05:05:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:32.318448 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (209.0569ms) to execute
Nov 05 05:05:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:32.318705 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (204.793412ms) to execute
Nov 05 05:05:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:32.617629 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (213.861049ms) to execute
Nov 05 05:05:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:05:34.293519 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts\" range_end:\"/registry/serviceaccountt\" count_only:true " with result "range_response_count:0 size:9" took too long (458.430057ms) to execute
Nov 05 05:06:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:06:11.619198 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (268.576289ms) to execute
Nov 05 05:06:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:06:11.619827 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (210.682051ms) to execute
Nov 05 05:07:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:07:21.995635 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (172.615504ms) to execute
Nov 05 05:07:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:07:36.105100 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-f2p4q\" " with result "range_response_count:1 size:1851" took too long (310.134644ms) to execute
Nov 05 05:07:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:07:47.549846 I | mvcc: store.index: compact 36239581
Nov 05 05:07:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:07:47.567965 I | mvcc: finished scheduled compaction at 36239581 (took 8.349012ms)
Nov 05 05:07:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:07:47.940680 W | etcdserver: request "header:<ID:14919139277660639978 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:36240317 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5896 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (227.445402ms) to execute
Nov 05 05:07:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:07:47.962965 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (182.027834ms) to execute
Nov 05 05:08:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:08:54.256590 W | wal: sync duration of 1.30695075s, expected less than 1s
Nov 05 05:08:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:08:54.260096 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authorization.k8s.io\" " with result "range_response_count:1 size:653" took too long (1.289166945s) to execute
Nov 05 05:08:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:08:54.264676 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (1.293671073s) to execute
Nov 05 05:08:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 05:08:54.264878 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (433.446596ms) to execute
