-- Logs begin at Wed 2020-01-29 14:05:40 UTC, end at Fri 2020-01-31 14:59:02 UTC. --
Jan 31 14:37:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:00.732413 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/destinationrules/\" range_end:\"/registry/networking.istio.io/destinationrules0\" " with result "range_response_count:0 size:7" took too long (119.741269ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.235990 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs/\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigs0\" " with result "range_response_count:0 size:7" took too long (166.327709ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.236899 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/envoyfilters.networking.istio.io\" " with result "range_response_count:1 size:2613" took too long (167.927385ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.458962 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecs.config.istio.io\" " with result "range_response_count:1 size:2395" took too long (164.771137ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.459340 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/meshpolicies/\" range_end:\"/registry/authentication.istio.io/meshpolicies0\" " with result "range_response_count:1 size:807" took too long (167.831629ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.459545 W | etcdserver: request "header:<ID:14919139277750429096 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/clusterrbacconfigs.rbac.istio.io\" mod_revision:52969631 > success:<request_delete_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/clusterrbacconfigs.rbac.istio.io\" > > failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/clusterrbacconfigs.rbac.istio.io\" > >>" with result "size:22" took too long (133.895019ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.460028 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/policies/\" range_end:\"/registry/authentication.istio.io/policies0\" " with result "range_response_count:0 size:7" took too long (150.657857ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.460362 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecbindings/\" range_end:\"/registry/config.istio.io/httpapispecbindings0\" " with result "range_response_count:0 size:7" took too long (150.822212ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.694242 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecs.config.istio.io\" " with result "range_response_count:1 size:2367" took too long (152.511886ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.695055 W | etcdserver: request "header:<ID:14919139277750429116 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecbindings.config.istio.io\" mod_revision:52969639 > success:<request_delete_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecbindings.config.istio.io\" > > failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecbindings.config.istio.io\" > >>" with result "size:22" took too long (130.653693ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.698922 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/meshpolicies.authentication.istio.io\" " with result "range_response_count:1 size:2667" took too long (150.159446ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.699120 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/policies.authentication.istio.io\" " with result "range_response_count:1 size:2585" took too long (150.847161ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.699306 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecbindings/\" range_end:\"/registry/config.istio.io/quotaspecbindings0\" " with result "range_response_count:0 size:7" took too long (151.15085ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.700505 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecs.config.istio.io\" " with result "range_response_count:1 size:2575" took too long (154.235142ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.919640 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rules/\" range_end:\"/registry/config.istio.io/rules0\" " with result "range_response_count:0 size:7" took too long (142.362147ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.919794 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/attributemanifests.config.istio.io\" " with result "range_response_count:1 size:2565" took too long (153.517143ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.920060 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rules\" range_end:\"/registry/config.istio.io/rulet\" count_only:true " with result "range_response_count:0 size:7" took too long (127.833208ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.920132 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecbindings.config.istio.io\" " with result "range_response_count:1 size:2645" took too long (144.231931ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.920304 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecs.config.istio.io\" " with result "range_response_count:1 size:2547" took too long (142.264864ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.920354 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.authentication.istio.io\" " with result "range_response_count:1 size:683" took too long (152.659561ms) to execute
Jan 31 14:37:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:01.920699 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (125.810564ms) to execute
Jan 31 14:37:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:02.159002 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/deniers.config.istio.io\" " with result "range_response_count:1 size:2413" took too long (134.980015ms) to execute
Jan 31 14:37:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:02.396883 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/deniers/\" range_end:\"/registry/config.istio.io/deniers0\" " with result "range_response_count:0 size:7" took too long (177.55102ms) to execute
Jan 31 14:37:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:02.397033 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kubernetesenvs.config.istio.io\" " with result "range_response_count:1 size:2525" took too long (171.320531ms) to execute
Jan 31 14:37:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:02.399913 W | etcdserver: request "header:<ID:14919139277750429175 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/bypasses.config.istio.io\" mod_revision:52969669 > success:<request_delete_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/bypasses.config.istio.io\" > > failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/bypasses.config.istio.io\" > >>" with result "size:22" took too long (139.414656ms) to execute
Jan 31 14:37:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:02.400039 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds/\" range_end:\"/registry/config.istio.io/fluentds0\" " with result "range_response_count:0 size:7" took too long (155.823712ms) to execute
Jan 31 14:37:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:02.400260 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/circonuses.config.istio.io\" " with result "range_response_count:1 size:2631" took too long (155.522675ms) to execute
Jan 31 14:37:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:02.646960 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listcheckers/\" range_end:\"/registry/config.istio.io/listcheckers0\" " with result "range_response_count:0 size:7" took too long (170.01548ms) to execute
Jan 31 14:37:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:02.677267 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kubernetesenvs.config.istio.io\" " with result "range_response_count:1 size:2705" took too long (184.11246ms) to execute
Jan 31 14:37:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:02.677630 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/fluentds.config.istio.io\" " with result "range_response_count:1 size:2609" took too long (184.504325ms) to execute
Jan 31 14:37:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:02.878080 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/listcheckers.config.istio.io\" " with result "range_response_count:1 size:2673" took too long (160.794383ms) to execute
Jan 31 14:37:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:02.878211 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/opas.config.istio.io\" " with result "range_response_count:1 size:2365" took too long (162.604591ms) to execute
Jan 31 14:37:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:02.880304 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/memquotas.config.istio.io\" " with result "range_response_count:1 size:2625" took too long (145.553304ms) to execute
Jan 31 14:37:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:02.880595 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops/\" range_end:\"/registry/config.istio.io/noops0\" " with result "range_response_count:0 size:7" took too long (145.35146ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.108467 W | etcdserver: request "header:<ID:14919139277750429228 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/noops.config.istio.io\" mod_revision:52969697 > success:<request_delete_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/noops.config.istio.io\" > > failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/noops.config.istio.io\" > >>" with result "size:22" took too long (126.239107ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.109295 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/prometheuses/\" range_end:\"/registry/config.istio.io/prometheuses0\" " with result "range_response_count:0 size:7" took too long (127.017281ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.346870 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/redisquotas/\" range_end:\"/registry/config.istio.io/redisquotas0\" " with result "range_response_count:0 size:7" took too long (166.0248ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.361160 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (151.420801ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.361230 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacs.config.istio.io\" " with result "range_response_count:1 size:2561" took too long (159.711308ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.589811 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stackdrivers/\" range_end:\"/registry/config.istio.io/stackdrivers0\" " with result "range_response_count:0 size:7" took too long (147.802014ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.590003 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/statsds.config.istio.io\" " with result "range_response_count:1 size:2413" took too long (163.496792ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.590134 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/redisquotas.config.istio.io\" " with result "range_response_count:1 size:2519" took too long (166.913139ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.590179 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/signalfxs.config.istio.io\" " with result "range_response_count:1 size:2625" took too long (148.477218ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.590218 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/solarwindses/\" range_end:\"/registry/config.istio.io/solarwindses0\" " with result "range_response_count:0 size:7" took too long (166.938484ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.842307 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/stackdrivers.config.istio.io\" " with result "range_response_count:1 size:2673" took too long (169.655754ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.842385 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/authorizations.config.istio.io\" " with result "range_response_count:1 size:2527" took too long (163.643183ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.842543 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/solarwindses.config.istio.io\" " with result "range_response_count:1 size:2663" took too long (169.282941ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.876990 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (111.466197ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.877336 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/statsds.config.istio.io\" " with result "range_response_count:1 size:2593" took too long (185.080733ms) to execute
Jan 31 14:37:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:03.877977 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/apikeys/\" range_end:\"/registry/config.istio.io/apikeys0\" " with result "range_response_count:0 size:7" took too long (186.038534ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.069112 W | etcdserver: request "header:<ID:14919139277750429303 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/statsds.config.istio.io\" mod_revision:52969731 > success:<request_delete_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/statsds.config.istio.io\" > > failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/statsds.config.istio.io\" > >>" with result "size:22" took too long (125.072941ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.071349 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kuberneteses.config.istio.io\" " with result "range_response_count:1 size:2519" took too long (140.533088ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.083769 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (120.404845ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.429143 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/apikeys.config.istio.io\" " with result "range_response_count:1 size:2595" took too long (294.617902ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.429429 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (290.745135ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.429500 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/logentries.config.istio.io\" " with result "range_response_count:1 size:3882" took too long (288.496664ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.431006 W | etcdserver: request "header:<ID:14919139277750429322 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kuberneteses.config.istio.io\" mod_revision:52969747 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kuberneteses.config.istio.io\" value_size:2585 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kuberneteses.config.istio.io\" > >>" with result "size:20" took too long (259.349457ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.462839 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listentries/\" range_end:\"/registry/config.istio.io/listentries0\" " with result "range_response_count:0 size:7" took too long (306.563966ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.464348 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/checknothings.config.istio.io\" " with result "range_response_count:1 size:2691" took too long (306.054031ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.495275 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (219.859185ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.496192 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (133.742463ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.668047 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (139.180081ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.701772 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/logentries/\" range_end:\"/registry/config.istio.io/logentries0\" " with result "range_response_count:0 size:7" took too long (171.381294ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.701838 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kuberneteses.config.istio.io\" " with result "range_response_count:1 size:2699" took too long (173.016572ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.702064 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/listentries.config.istio.io\" " with result "range_response_count:1 size:2649" took too long (170.806048ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.898029 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges/\" range_end:\"/registry/config.istio.io/edges0\" " with result "range_response_count:0 size:7" took too long (137.103358ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.898410 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotas.config.istio.io\" " with result "range_response_count:1 size:2399" took too long (153.570589ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.898531 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/listentries.config.istio.io\" " with result "range_response_count:1 size:2649" took too long (155.811996ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.898620 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/logentries.config.istio.io\" " with result "range_response_count:1 size:4062" took too long (155.313139ms) to execute
Jan 31 14:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:04.898675 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/metrics/\" range_end:\"/registry/config.istio.io/metrics0\" " with result "range_response_count:0 size:7" took too long (135.471953ms) to execute
Jan 31 14:37:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:05.131512 W | etcdserver: request "header:<ID:14919139277750429367 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/tracespans.config.istio.io\" mod_revision:45728629 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/tracespans.config.istio.io\" value_size:2670 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/tracespans.config.istio.io\" > >>" with result "size:20" took too long (131.802005ms) to execute
Jan 31 14:37:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:05.374693 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/rbacconfigs/\" range_end:\"/registry/rbac.istio.io/rbacconfigs0\" " with result "range_response_count:0 size:7" took too long (143.023054ms) to execute
Jan 31 14:37:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:05.408920 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/servicerolebindings.rbac.istio.io\" " with result "range_response_count:1 size:3386" took too long (172.462731ms) to execute
Jan 31 14:37:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:05.409057 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/tracespans.config.istio.io\" " with result "range_response_count:1 size:2643" took too long (176.189395ms) to execute
Jan 31 14:37:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:05.569277 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/tracespans.config.istio.io\" " with result "range_response_count:1 size:2643" took too long (156.78501ms) to execute
Jan 31 14:37:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:05.569660 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacconfigs.rbac.istio.io\" " with result "range_response_count:1 size:2631" took too long (155.909482ms) to execute
Jan 31 14:37:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 14:37:05.604103 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (155.737648ms) to execute
