-- Logs begin at Sat 2020-02-01 01:29:37 UTC, end at Sun 2020-02-02 13:52:40 UTC. --
Feb 02 13:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:29:49.031869 W | etcdserver: request "header:<ID:14919139277752266504 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-vjb6f.15ef98f8de596fb7\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-vjb6f.15ef98f8de596fb7\" value_size:392 lease:5695767240897490680 >> failure:<>>" with result "size:20" took too long (129.574651ms) to execute
Feb 02 13:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:37:04.964840 W | etcdserver: request "header:<ID:14919139277752270283 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-pjgkd\" mod_revision:53440333 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-pjgkd\" value_size:1425 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-pjgkd\" > >>" with result "size:20" took too long (130.1045ms) to execute
Feb 02 13:37:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:37:04.979452 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-dhs92.15ef9954472f23a9\" " with result "range_response_count:1 size:588" took too long (119.757109ms) to execute
Feb 02 13:38:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:38:05.107893 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15ef996c5dba7410\" " with result "range_response_count:1 size:485" took too long (141.099822ms) to execute
Feb 02 13:38:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:38:05.130918 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ssbc9\" " with result "range_response_count:1 size:1121" took too long (117.807855ms) to execute
Feb 02 13:38:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:38:05.350429 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9nf8v\" " with result "range_response_count:1 size:1121" took too long (174.142931ms) to execute
Feb 02 13:38:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:38:05.350477 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-fn8xf\" " with result "range_response_count:1 size:1121" took too long (181.540034ms) to execute
Feb 02 13:38:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:38:05.350663 W | etcdserver: request "header:<ID:14919139277752270844 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15ef996c5dba7410\" mod_revision:53440502 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15ef996c5dba7410\" value_size:386 lease:5695767240897494985 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f.15ef996c5dba7410\" > >>" with result "size:20" took too long (141.571201ms) to execute
Feb 02 13:38:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:38:05.365647 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vr47t\" " with result "range_response_count:1 size:1121" took too long (161.053262ms) to execute
Feb 02 13:38:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:38:05.569406 W | etcdserver: request "header:<ID:14919139277752270867 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15ef996c5dba7410\" mod_revision:53440533 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15ef996c5dba7410\" value_size:386 lease:5695767240897494985 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f.15ef996c5dba7410\" > >>" with result "size:20" took too long (117.790651ms) to execute
Feb 02 13:38:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:38:07.531364 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-kqknb\" " with result "range_response_count:1 size:1502" took too long (145.61745ms) to execute
Feb 02 13:38:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:38:07.531658 W | etcdserver: request "header:<ID:14919139277752270942 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/default/backend\" mod_revision:53440587 > success:<request_put:<key:\"/registry/services/endpoints/default/backend\" value_size:2445 >> failure:<request_range:<key:\"/registry/services/endpoints/default/backend\" > >>" with result "size:20" took too long (132.066929ms) to execute
Feb 02 13:39:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:39:05.223224 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (132.488464ms) to execute
Feb 02 13:39:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:39:05.223371 W | etcdserver: request "header:<ID:14919139277752271460 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-fklnp.15ef997a5eb1deed\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-fklnp.15ef997a5eb1deed\" value_size:389 lease:5695767240897495626 >> failure:<>>" with result "size:20" took too long (119.04236ms) to execute
Feb 02 13:39:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:39:05.223714 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15ef996c5dba7410\" " with result "range_response_count:1 size:485" took too long (130.397839ms) to execute
Feb 02 13:39:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:39:05.223987 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-fklnp\" " with result "range_response_count:1 size:1118" took too long (129.496323ms) to execute
Feb 02 13:39:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:39:50.770407 I | mvcc: store.index: compact 53440007
Feb 02 13:39:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:39:50.776325 I | mvcc: finished scheduled compaction at 53440007 (took 4.699851ms)
Feb 02 13:44:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:44:50.799647 I | mvcc: store.index: compact 53440851
Feb 02 13:44:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:44:50.804828 I | mvcc: finished scheduled compaction at 53440851 (took 4.066576ms)
Feb 02 13:44:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:44:51.088352 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (126.432987ms) to execute
Feb 02 13:47:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:47:36.993938 W | wal: sync duration of 1.882326465s, expected less than 1s
Feb 02 13:47:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:47:37.001714 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.640238982s) to execute
Feb 02 13:47:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:47:37.006591 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.618128669s) to execute
Feb 02 13:47:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:47:37.006895 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (245.466781ms) to execute
Feb 02 13:47:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:47:37.007087 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.444630327s) to execute
Feb 02 13:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:49:50.812747 I | mvcc: store.index: compact 53441370
Feb 02 13:49:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:49:50.820175 I | mvcc: finished scheduled compaction at 53441370 (took 6.583352ms)
