-- Logs begin at Thu 2020-01-30 21:39:54 UTC, end at Sat 2020-02-01 13:49:39 UTC. --
Feb 01 13:26:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:26:47.065898 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotas.config.istio.io\" " with result "range_response_count:1 size:2579" took too long (153.724736ms) to execute
Feb 01 13:26:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:26:47.809589 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates/\" range_end:\"/registry/config.istio.io/templates0\" " with result "range_response_count:0 size:7" took too long (182.354293ms) to execute
Feb 01 13:26:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:26:48.012906 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/handlers.config.istio.io\" " with result "range_response_count:1 size:2609" took too long (139.711575ms) to execute
Feb 01 13:26:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:26:48.048411 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/sidecars.networking.istio.io\" " with result "range_response_count:1 size:2377" took too long (170.467619ms) to execute
Feb 01 13:26:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:26:48.048712 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/cloudwatches/\" range_end:\"/registry/config.istio.io/cloudwatches0\" " with result "range_response_count:0 size:7" took too long (175.426037ms) to execute
Feb 01 13:26:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:26:48.048900 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/templates.config.istio.io\" " with result "range_response_count:1 size:2627" took too long (175.75934ms) to execute
Feb 01 13:26:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:26:48.239206 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/dogstatsds.config.istio.io\" " with result "range_response_count:1 size:2521" took too long (130.819025ms) to execute
Feb 01 13:26:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:26:48.275024 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (154.026918ms) to execute
Feb 01 13:26:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:26:48.275653 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/clusterissuers.certmanager.k8s.io\" " with result "range_response_count:0 size:7" took too long (161.552757ms) to execute
Feb 01 13:26:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:26:48.276161 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/cloudwatches.config.istio.io\" " with result "range_response_count:1 size:2543" took too long (167.696807ms) to execute
Feb 01 13:29:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:29:18.430254 I | mvcc: store.index: compact 53194747
Feb 01 13:29:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:29:18.435531 I | mvcc: finished scheduled compaction at 53194747 (took 4.086834ms)
Feb 01 13:31:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:31:30.197950 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (279.577788ms) to execute
Feb 01 13:31:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:31:44.670331 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (202.91935ms) to execute
Feb 01 13:31:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:31:44.670556 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (133.017489ms) to execute
Feb 01 13:31:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:31:44.670668 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (124.25107ms) to execute
Feb 01 13:31:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:31:58.617650 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" " with result "range_response_count:0 size:7" took too long (199.656836ms) to execute
Feb 01 13:32:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:32:04.170289 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (396.860242ms) to execute
Feb 01 13:32:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:32:04.170551 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (301.301309ms) to execute
Feb 01 13:34:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:34:18.460183 I | mvcc: store.index: compact 53195970
Feb 01 13:34:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:34:18.474801 I | mvcc: finished scheduled compaction at 53195970 (took 10.705352ms)
Feb 01 13:34:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:34:18.792327 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (149.866696ms) to execute
Feb 01 13:39:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:39:18.480559 I | mvcc: store.index: compact 53196670
Feb 01 13:39:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:39:18.487709 I | mvcc: finished scheduled compaction at 53196670 (took 5.539001ms)
Feb 01 13:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:44:18.494931 I | mvcc: store.index: compact 53197237
Feb 01 13:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:44:18.501228 I | mvcc: finished scheduled compaction at 53197237 (took 4.734734ms)
Feb 01 13:46:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:46:26.476789 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (1.148471664s) to execute
Feb 01 13:46:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:46:26.477468 W | etcdserver: request "header:<ID:14919139277751322227 > lease_revoke:<id:4f0b6e20ccf205ff>" with result "size:29" took too long (364.244197ms) to execute
Feb 01 13:46:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 13:46:26.477582 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.338040265s) to execute
