-- Logs begin at Sun 2019-12-15 04:02:15 UTC, end at Mon 2019-12-16 19:07:37 UTC. --
Dec 16 18:46:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:46:11.619455 W | wal: sync duration of 1.045091185s, expected less than 1s
Dec 16 18:47:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:47:38.790034 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-jxc2q\" " with result "range_response_count:1 size:2738" took too long (130.997345ms) to execute
Dec 16 18:47:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:47:38.790684 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (162.490961ms) to execute
Dec 16 18:47:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:47:39.003957 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-jwjcj\" " with result "range_response_count:1 size:2738" took too long (100.58895ms) to execute
Dec 16 18:47:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:47:44.166089 W | etcdserver: request "header:<ID:14919139277704863621 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/backend-844b95fc6f\" mod_revision:44375759 > success:<request_put:<key:\"/registry/replicasets/default/backend-844b95fc6f\" value_size:986 >> failure:<request_range:<key:\"/registry/replicasets/default/backend-844b95fc6f\" > >>" with result "size:20" took too long (111.778787ms) to execute
Dec 16 18:48:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:48:38.636758 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (128.027972ms) to execute
Dec 16 18:48:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:48:38.636973 W | etcdserver: read-only range request "key:\"/registry/limitranges/istio-system/\" range_end:\"/registry/limitranges/istio-system0\" " with result "range_response_count:0 size:7" took too long (137.844453ms) to execute
Dec 16 18:48:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:48:38.879135 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-6d4sd\" " with result "range_response_count:1 size:2738" took too long (158.340856ms) to execute
Dec 16 18:48:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:48:38.879570 W | etcdserver: request "header:<ID:14919139277704864257 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/istio-system/istio-ingressgateway\" mod_revision:44375898 > success:<request_put:<key:\"/registry/deployments/istio-system/istio-ingressgateway\" value_size:6101 >> failure:<request_range:<key:\"/registry/deployments/istio-system/istio-ingressgateway\" > >>" with result "size:20" took too long (132.549605ms) to execute
Dec 16 18:48:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:48:38.894951 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (165.232991ms) to execute
Dec 16 18:48:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:48:38.895272 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (167.310289ms) to execute
Dec 16 18:49:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:49:17.039436 I | mvcc: store.index: compact 44375200
Dec 16 18:49:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:49:17.050107 I | mvcc: finished scheduled compaction at 44375200 (took 8.039173ms)
Dec 16 18:49:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:49:18.275162 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (890.973341ms) to execute
Dec 16 18:49:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:49:18.275251 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kubernetesenvs\" range_end:\"/registry/config.istio.io/kubernetesenvt\" count_only:true " with result "range_response_count:0 size:7" took too long (615.694393ms) to execute
Dec 16 18:49:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:49:18.275275 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kuberneteses\" range_end:\"/registry/config.istio.io/kuberneteset\" count_only:true " with result "range_response_count:0 size:9" took too long (792.625812ms) to execute
Dec 16 18:49:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:49:18.275580 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (349.018275ms) to execute
Dec 16 18:49:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:49:18.275743 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/meshpolicies\" range_end:\"/registry/authentication.istio.io/meshpoliciet\" count_only:true " with result "range_response_count:0 size:9" took too long (1.015807385s) to execute
Dec 16 18:49:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:49:44.405444 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (127.675927ms) to execute
Dec 16 18:49:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:49:44.406223 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (127.528491ms) to execute
Dec 16 18:51:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:51:44.520036 W | etcdserver: request "header:<ID:14919139277704866240 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:44376301 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1831 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (135.202575ms) to execute
Dec 16 18:51:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:51:44.520238 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-p2lvp\" " with result "range_response_count:1 size:2946" took too long (133.715341ms) to execute
Dec 16 18:51:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:51:44.520450 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (133.946927ms) to execute
Dec 16 18:54:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:54:17.054352 I | mvcc: store.index: compact 44375991
Dec 16 18:54:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:54:17.063189 I | mvcc: finished scheduled compaction at 44375991 (took 6.820254ms)
Dec 16 18:59:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:59:17.070025 I | mvcc: store.index: compact 44376597
Dec 16 18:59:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:59:17.080398 I | mvcc: finished scheduled compaction at 44376597 (took 8.568689ms)
Dec 16 19:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:02:16.155389 W | wal: sync duration of 1.214875293s, expected less than 1s
Dec 16 19:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:02:16.161615 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (800.65098ms) to execute
Dec 16 19:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:02:16.180201 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (432.815162ms) to execute
Dec 16 19:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:02:16.180279 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:4620" took too long (718.043293ms) to execute
Dec 16 19:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:02:16.180540 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (437.429061ms) to execute
Dec 16 19:03:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:03:04.162555 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kuberneteses\" range_end:\"/registry/config.istio.io/kuberneteset\" count_only:true " with result "range_response_count:0 size:9" took too long (276.846414ms) to execute
Dec 16 19:03:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:03:04.180943 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:3989" took too long (215.040199ms) to execute
Dec 16 19:03:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:03:12.952284 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (144.597684ms) to execute
Dec 16 19:03:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:03:42.976168 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (440.731989ms) to execute
Dec 16 19:03:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:03:42.993285 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (360.224967ms) to execute
Dec 16 19:03:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:03:42.993525 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (254.484287ms) to execute
Dec 16 19:03:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:03:42.993974 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4430" took too long (343.689749ms) to execute
Dec 16 19:03:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:03:46.781928 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/circonuses\" range_end:\"/registry/config.istio.io/circonuset\" count_only:true " with result "range_response_count:0 size:7" took too long (194.928168ms) to execute
Dec 16 19:04:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:04:17.086575 I | mvcc: store.index: compact 44377130
Dec 16 19:04:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:04:17.093815 I | mvcc: finished scheduled compaction at 44377130 (took 5.300279ms)
Dec 16 19:04:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:04:32.533516 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/sidecars\" range_end:\"/registry/networking.istio.io/sidecart\" count_only:true " with result "range_response_count:0 size:7" took too long (392.943256ms) to execute
Dec 16 19:05:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 19:05:32.807897 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (653.541181ms) to execute
