-- Logs begin at Sun 2019-11-03 00:17:30 UTC, end at Wed 2019-11-06 11:51:27 UTC. --
Nov 06 11:29:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:36.777856 W | wal: sync duration of 1.92658585s, expected less than 1s
Nov 06 11:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:43.506643 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-g9sjc\" " with result "range_response_count:1 size:2314" took too long (3.682715396s) to execute
Nov 06 11:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:43.506855 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-g9sjc\" " with result "range_response_count:1 size:2314" took too long (1.342112973s) to execute
Nov 06 11:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:43.506925 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (2.142076893s) to execute
Nov 06 11:29:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:45.695038 W | wal: sync duration of 2.17616289s, expected less than 1s
Nov 06 11:29:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:47.330898 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (3.804759721s) to execute
Nov 06 11:29:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:47.331489 W | etcdserver: request "header:<ID:14919139277661806119 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:36541198 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (1.635391451s) to execute
Nov 06 11:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:48.165201 W | wal: sync duration of 2.469722079s, expected less than 1s
Nov 06 11:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:48.169086 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (4.642722863s) to execute
Nov 06 11:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:48.169911 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/reportnothings\" range_end:\"/registry/config.istio.io/reportnothingt\" count_only:true " with result "range_response_count:0 size:7" took too long (4.201096038s) to execute
Nov 06 11:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:48.170110 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (4.619737804s) to execute
Nov 06 11:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:48.170164 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (2.647545454s) to execute
Nov 06 11:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:48.170226 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stackdrivers\" range_end:\"/registry/config.istio.io/stackdrivert\" count_only:true " with result "range_response_count:0 size:7" took too long (3.325685411s) to execute
Nov 06 11:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:48.170489 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (4.638606239s) to execute
Nov 06 11:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:48.170524 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rbacs\" range_end:\"/registry/config.istio.io/rbact\" count_only:true " with result "range_response_count:0 size:7" took too long (3.620713739s) to execute
Nov 06 11:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:48.170562 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (2.649793558s) to execute
Nov 06 11:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:48.171112 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (4.639334009s) to execute
Nov 06 11:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:48.171329 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (4.639650334s) to execute
Nov 06 11:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:48.171457 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (3.057029872s) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.161657 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (1.824390531s) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.161731 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (2.455082832s) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.161932 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (1.502149286s) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.162097 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (1.900110097s) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.162365 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (1.988338947s) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.162415 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (1.796297681s) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.163324 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (2.764474798s) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.163645 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.792973842s) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.163862 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/tracespans\" range_end:\"/registry/config.istio.io/tracespant\" count_only:true " with result "range_response_count:0 size:7" took too long (2.927201391s) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.420683 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (1.231891808s) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.632312 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (466.223624ms) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.632358 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (204.599493ms) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.632457 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/coredns\" " with result "range_response_count:1 size:575" took too long (461.799994ms) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.632561 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/redisquotas\" range_end:\"/registry/config.istio.io/redisquotat\" count_only:true " with result "range_response_count:0 size:7" took too long (376.318728ms) to execute
Nov 06 11:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:49.632763 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/pod-garbage-collector\" " with result "range_response_count:1 size:262" took too long (461.895594ms) to execute
Nov 06 11:29:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:53.813938 W | wal: sync duration of 4.164778475s, expected less than 1s
Nov 06 11:29:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:53.816795 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (4.163695871s) to execute
Nov 06 11:29:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:55.366849 W | wal: sync duration of 1.552701374s, expected less than 1s
Nov 06 11:29:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:55.370061 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (1.851344083s) to execute
Nov 06 11:29:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:55.370453 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (5.501606699s) to execute
Nov 06 11:29:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:55.370832 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (5.619383s) to execute
Nov 06 11:29:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:55.371109 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.990948271s) to execute
Nov 06 11:29:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:55.371435 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (3.409408988s) to execute
Nov 06 11:29:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:55.371704 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (5.262232606s) to execute
Nov 06 11:29:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:55.371954 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (4.202351555s) to execute
Nov 06 11:29:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:55.372169 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (2.915637407s) to execute
Nov 06 11:29:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:55.373022 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (2.703917099s) to execute
Nov 06 11:29:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:55.373275 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (5.303300108s) to execute
Nov 06 11:29:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:55.373493 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-g9sjc\" " with result "range_response_count:1 size:2314" took too long (1.788251062s) to execute
Nov 06 11:29:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 11:29:55.373708 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecbindings\" range_end:\"/registry/config.istio.io/quotaspecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (3.706935933s) to execute
