-- Logs begin at Sun 2019-11-03 23:04:18 UTC, end at Thu 2019-11-07 05:41:55 UTC. --
Nov 07 05:21:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:21:49.419251 W | etcdserver: request "header:<ID:14919139277662510981 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15d4c9da4d20d0a5\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15d4c9da4d20d0a5\" value_size:354 lease:5695767240807734887 >> failure:<>>" with result "size:20" took too long (121.738165ms) to execute
Nov 07 05:33:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:33:09.525146 W | etcdserver: request "header:<ID:14919139277662516740 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:36720317 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4071 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (1.599257212s) to execute
Nov 07 05:33:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:33:09.525333 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (692.123193ms) to execute
Nov 07 05:33:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:33:09.525586 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (798.895488ms) to execute
Nov 07 05:33:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:33:09.525889 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (301.88831ms) to execute
Nov 07 05:33:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:33:09.526072 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (625.825087ms) to execute
Nov 07 05:33:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:33:13.464223 I | mvcc: store.index: compact 36719771
Nov 07 05:33:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:33:13.470213 I | mvcc: finished scheduled compaction at 36719771 (took 5.028047ms)
Nov 07 05:33:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:33:13.738593 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (234.807226ms) to execute
Nov 07 05:33:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:33:13.738712 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (192.12977ms) to execute
Nov 07 05:33:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:33:13.738969 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (192.513498ms) to execute
Nov 07 05:38:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:38:13.475301 I | mvcc: store.index: compact 36720342
Nov 07 05:38:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:38:13.480860 I | mvcc: finished scheduled compaction at 36720342 (took 4.312978ms)
