-- Logs begin at Wed 2019-12-18 04:30:31 UTC, end at Thu 2019-12-19 14:37:38 UTC. --
Dec 19 14:15:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:07.889150 W | wal: sync duration of 2.926925387s, expected less than 1s
Dec 19 14:15:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:09.663196 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (341.181922ms) to execute
Dec 19 14:15:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:09.663235 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/replicaset-controller\" " with result "range_response_count:1 size:262" took too long (341.247589ms) to execute
Dec 19 14:15:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:09.663322 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (341.755819ms) to execute
Dec 19 14:15:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:09.663347 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-59bnt\" " with result "range_response_count:1 size:4030" took too long (341.571662ms) to execute
Dec 19 14:15:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:09.666356 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (319.248436ms) to execute
Dec 19 14:15:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:09.666758 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1892" took too long (111.332598ms) to execute
Dec 19 14:15:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:09.666984 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (135.596761ms) to execute
Dec 19 14:15:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:09.667777 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (314.143097ms) to execute
Dec 19 14:15:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:09.667922 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-egressgateway.15e1cb428cc7b928\" " with result "range_response_count:1 size:550" took too long (313.872902ms) to execute
Dec 19 14:15:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:09.667980 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (320.19571ms) to execute
Dec 19 14:15:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:09.893551 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-telemetry.15e1cb4d80b69a75\" " with result "range_response_count:1 size:537" took too long (129.193739ms) to execute
Dec 19 14:15:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:12.084822 W | wal: sync duration of 1.65143277s, expected less than 1s
Dec 19 14:15:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:12.091040 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (1.167947863s) to execute
Dec 19 14:15:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:12.092723 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4296" took too long (512.087843ms) to execute
Dec 19 14:15:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:12.098125 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (153.490699ms) to execute
Dec 19 14:15:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:12.098343 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (154.627976ms) to execute
Dec 19 14:15:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:12.098533 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-admission\" " with result "range_response_count:1 size:1573" took too long (242.137123ms) to execute
Dec 19 14:15:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:12.098890 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ntlkf\" " with result "range_response_count:1 size:4150" took too long (291.823672ms) to execute
Dec 19 14:15:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:12.824036 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (259.743669ms) to execute
Dec 19 14:15:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:12.831042 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (236.677117ms) to execute
Dec 19 14:15:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:12.831363 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6259" took too long (102.768863ms) to execute
Dec 19 14:15:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:13.673996 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (220.287213ms) to execute
Dec 19 14:15:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:13.674043 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (230.616232ms) to execute
Dec 19 14:15:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:13.674337 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (459.139977ms) to execute
Dec 19 14:15:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:17.374587 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (371.651598ms) to execute
Dec 19 14:15:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:20.487629 W | wal: sync duration of 1.159523701s, expected less than 1s
Dec 19 14:15:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:20.637785 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (1.212382901s) to execute
Dec 19 14:15:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:20.638540 W | etcdserver: request "header:<ID:14919139277707561994 > lease_revoke:<id:4f0b6e20ca564b85>" with result "size:29" took too long (149.831746ms) to execute
Dec 19 14:15:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:20.640109 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (965.548372ms) to execute
Dec 19 14:15:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:20.640228 W | etcdserver: failed to revoke 4f0b6e20ca564b85 ("lease not found")
Dec 19 14:15:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:20.640296 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/memquotas\" range_end:\"/registry/config.istio.io/memquotat\" count_only:true " with result "range_response_count:0 size:7" took too long (397.352477ms) to execute
Dec 19 14:15:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:20.640361 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (499.056044ms) to execute
Dec 19 14:15:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:20.640519 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (292.713098ms) to execute
Dec 19 14:15:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:20.640614 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (677.98642ms) to execute
Dec 19 14:15:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:22.211080 W | wal: sync duration of 1.48912855s, expected less than 1s
Dec 19 14:15:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:22.211514 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-pilot.15e1cb3f1c76bcdf\" " with result "range_response_count:1 size:489" took too long (1.486817875s) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.564840 W | wal: sync duration of 1.342328657s, expected less than 1s
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.570459 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/opas\" range_end:\"/registry/config.istio.io/opat\" count_only:true " with result "range_response_count:0 size:7" took too long (1.982304885s) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.570627 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.476915766s) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.571447 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ntlkf\" " with result "range_response_count:1 size:4030" took too long (2.450702666s) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.571962 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-cl286\" " with result "range_response_count:1 size:2314" took too long (1.753530335s) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.572105 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (2.711073422s) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.599863 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (167.221568ms) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.599917 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.networking.k8s.io\" " with result "range_response_count:1 size:644" took too long (169.861082ms) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.600169 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (172.043194ms) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.600184 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (170.801347ms) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.600343 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (605.777715ms) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.600405 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:683" took too long (171.691655ms) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.600560 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (943.703686ms) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.600632 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.batch\" " with result "range_response_count:1 size:622" took too long (171.63956ms) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.748299 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (118.258861ms) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.748384 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (113.847685ms) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.748481 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha2.config.istio.io\" " with result "range_response_count:1 size:659" took too long (113.973747ms) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.748624 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (114.507101ms) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.748733 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.certificates.k8s.io\" " with result "range_response_count:1 size:664" took too long (114.969577ms) to execute
Dec 19 14:15:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:23.749261 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apps\" " with result "range_response_count:1 size:619" took too long (118.665902ms) to execute
Dec 19 14:15:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:26.118807 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (153.637694ms) to execute
Dec 19 14:15:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:26.118963 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (195.690801ms) to execute
Dec 19 14:15:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:31.086104 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (377.214865ms) to execute
Dec 19 14:15:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:32.527719 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (392.99827ms) to execute
Dec 19 14:15:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:38.223781 W | wal: sync duration of 2.512102584s, expected less than 1s
Dec 19 14:15:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:38.226555 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listcheckers\" range_end:\"/registry/config.istio.io/listcheckert\" count_only:true " with result "range_response_count:0 size:7" took too long (1.671211848s) to execute
Dec 19 14:15:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:38.226867 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (509.852723ms) to execute
Dec 19 14:15:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:38.226910 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/servicerolebindings\" range_end:\"/registry/rbac.istio.io/servicerolebindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (113.68305ms) to execute
Dec 19 14:15:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:38.226956 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-m8q9q\" " with result "range_response_count:1 size:4030" took too long (1.329728735s) to execute
Dec 19 14:15:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:38.227119 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (553.585587ms) to execute
Dec 19 14:15:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:38.227231 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:4620" took too long (1.410019085s) to execute
Dec 19 14:15:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:38.227323 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecs\" range_end:\"/registry/config.istio.io/quotaspect\" count_only:true " with result "range_response_count:0 size:7" took too long (1.626488068s) to execute
Dec 19 14:15:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:41.262431 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (146.932215ms) to execute
Dec 19 14:15:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:48.607585 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (319.792832ms) to execute
Dec 19 14:15:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:48.608642 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (315.975943ms) to execute
Dec 19 14:15:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:48.608906 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6259" took too long (202.679672ms) to execute
Dec 19 14:15:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:51.543287 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-egressgateway.15e1cb428cc7b928\" " with result "range_response_count:1 size:550" took too long (970.468012ms) to execute
Dec 19 14:15:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:51.550075 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (975.048008ms) to execute
Dec 19 14:15:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:51.550327 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (242.863635ms) to execute
Dec 19 14:15:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:51.550561 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (929.171862ms) to execute
Dec 19 14:15:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 14:15:51.550765 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (927.098758ms) to execute
