-- Logs begin at Tue 2019-11-05 22:19:11 UTC, end at Fri 2019-11-08 19:30:30 UTC. --
Nov 08 19:08:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:08:57.020700 I | etcdserver: start to snapshot (applied: 40925038, lastsnap: 40915037)
Nov 08 19:11:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:11:21.776653 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (112.134865ms) to execute
Nov 08 19:11:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:11:21.776701 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (178.233025ms) to execute
Nov 08 19:11:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:11:21.777182 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (131.513252ms) to execute
Nov 08 19:11:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:11:21.777547 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/replicaset-controller\" " with result "range_response_count:1 size:262" took too long (155.022342ms) to execute
Nov 08 19:11:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:11:22.054032 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (191.793541ms) to execute
Nov 08 19:11:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:11:22.061439 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (178.723918ms) to execute
Nov 08 19:11:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:11:22.061623 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-2t72b\" " with result "range_response_count:1 size:2738" took too long (180.468984ms) to execute
Nov 08 19:11:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:11:36.818212 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (154.045421ms) to execute
Nov 08 19:12:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:12:08.657063 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/sidecars\" range_end:\"/registry/networking.istio.io/sidecart\" count_only:true " with result "range_response_count:0 size:7" took too long (136.5775ms) to execute
Nov 08 19:12:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:12:38.421076 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (136.344842ms) to execute
Nov 08 19:13:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:13:49.034243 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (225.977474ms) to execute
Nov 08 19:14:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:14:06.545488 I | mvcc: store.index: compact 37097277
Nov 08 19:14:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:14:06.557642 I | mvcc: finished scheduled compaction at 37097277 (took 9.799432ms)
Nov 08 19:14:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:14:06.812992 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (147.533861ms) to execute
Nov 08 19:14:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:14:08.268723 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (133.459735ms) to execute
Nov 08 19:14:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:14:08.268863 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (161.889664ms) to execute
Nov 08 19:14:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:14:08.268919 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (287.568685ms) to execute
Nov 08 19:14:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:14:38.618659 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (131.018668ms) to execute
Nov 08 19:17:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:17:01.360720 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-zrv4w\" " with result "range_response_count:1 size:2314" took too long (138.108026ms) to execute
Nov 08 19:17:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:17:01.360898 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (117.527188ms) to execute
Nov 08 19:17:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:17:01.361652 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-citadel-service-account-token-5d6ml\" " with result "range_response_count:1 size:2447" took too long (238.681557ms) to execute
Nov 08 19:18:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:18:16.124812 W | wal: sync duration of 1.266081759s, expected less than 1s
Nov 08 19:18:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:18:16.143769 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/sidecars\" range_end:\"/registry/networking.istio.io/sidecart\" count_only:true " with result "range_response_count:0 size:7" took too long (1.712736416s) to execute
Nov 08 19:18:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:18:16.144539 W | etcdserver: request "header:<ID:14919139277664010576 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:37098383 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (1.28522537s) to execute
Nov 08 19:18:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:18:16.153062 W | etcdserver: failed to revoke 4f0b6e20c7bdc0c4 ("lease not found")
Nov 08 19:18:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:18:16.153168 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (775.646176ms) to execute
Nov 08 19:18:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:18:16.156007 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (728.903237ms) to execute
Nov 08 19:18:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:18:16.157001 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (453.534867ms) to execute
Nov 08 19:18:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:18:58.595943 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rules\" range_end:\"/registry/config.istio.io/rulet\" count_only:true " with result "range_response_count:0 size:9" took too long (108.912474ms) to execute
Nov 08 19:19:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:19:06.596040 I | mvcc: store.index: compact 37097964
Nov 08 19:19:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:19:06.602579 I | mvcc: finished scheduled compaction at 37097964 (took 4.477848ms)
Nov 08 19:19:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:19:37.396665 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-zrv4w\" " with result "range_response_count:1 size:2314" took too long (126.571462ms) to execute
Nov 08 19:19:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:19:37.396994 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (186.822882ms) to execute
Nov 08 19:20:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:20:40.983818 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (137.745193ms) to execute
Nov 08 19:22:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:22:06.790368 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (125.822133ms) to execute
Nov 08 19:22:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:22:45.479859 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (255.350711ms) to execute
Nov 08 19:23:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:23:12.073186 W | etcdserver: request "header:<ID:14919139277664013526 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/10.0.0.8\" mod_revision:37098909 > success:<request_put:<key:\"/registry/masterleases/10.0.0.8\" value_size:64 lease:5695767240809237716 >> failure:<request_range:<key:\"/registry/masterleases/10.0.0.8\" > >>" with result "size:20" took too long (135.814207ms) to execute
Nov 08 19:23:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:23:12.073345 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (181.841084ms) to execute
Nov 08 19:23:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:23:18.135099 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000534-0000000002707eb2.wal is created
Nov 08 19:23:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:23:44.599872 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/000000000000052f-00000000026e00c3.wal successfully
Nov 08 19:24:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:24:06.610612 I | mvcc: store.index: compact 37098494
Nov 08 19:24:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 19:24:06.616337 I | mvcc: finished scheduled compaction at 37098494 (took 4.31868ms)
