-- Logs begin at Mon 2019-11-04 06:45:01 UTC, end at Thu 2019-11-07 15:10:12 UTC. --
Nov 07 14:48:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:48:02.730321 N | compactor: Starting auto-compaction at revision 36732644
Nov 07 14:49:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:49:29.494994 W | etcdserver: request "header:<ID:14919139277662874771 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:36808949 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5896 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (128.570251ms) to execute
Nov 07 14:49:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:49:29.512273 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (132.97731ms) to execute
Nov 07 14:51:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:51:18.188961 W | etcdserver: request "header:<ID:14919139277662876109 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:36809359 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4071 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (142.125878ms) to execute
Nov 07 14:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:51:26.296987 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (138.931736ms) to execute
Nov 07 14:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:51:26.331612 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (163.964031ms) to execute
Nov 07 14:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:51:26.331687 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-nwlrw\" " with result "range_response_count:1 size:2738" took too long (129.93355ms) to execute
Nov 07 14:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:51:26.331865 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (171.270631ms) to execute
Nov 07 14:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:51:26.332137 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (103.037713ms) to execute
Nov 07 14:52:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:52:09.796691 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (718.526659ms) to execute
Nov 07 14:52:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:52:09.835617 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (385.554095ms) to execute
Nov 07 14:52:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:52:10.023868 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (128.89331ms) to execute
Nov 07 14:52:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:52:40.345656 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/destinationrules\" range_end:\"/registry/networking.istio.io/destinationrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (486.960306ms) to execute
Nov 07 14:52:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:52:40.349975 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (429.016768ms) to execute
Nov 07 14:52:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:52:40.350273 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (100.009984ms) to execute
Nov 07 14:52:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:52:40.350511 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-fk44r\" " with result "range_response_count:1 size:4139" took too long (209.824139ms) to execute
Nov 07 14:52:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:52:40.350710 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (304.555727ms) to execute
Nov 07 14:52:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:52:40.350888 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-jg5wv\" " with result "range_response_count:1 size:4261" took too long (327.086102ms) to execute
Nov 07 14:52:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:52:40.351056 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (412.138326ms) to execute
Nov 07 14:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:52:57.718268 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (747.848586ms) to execute
Nov 07 14:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:52:57.732218 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-xtnml\" " with result "range_response_count:1 size:2314" took too long (115.973318ms) to execute
Nov 07 14:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:52:57.732299 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-xtnml\" " with result "range_response_count:1 size:2314" took too long (591.842028ms) to execute
Nov 07 14:53:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:53:39.032263 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (343.738714ms) to execute
Nov 07 14:53:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:53:39.032416 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (176.954929ms) to execute
Nov 07 14:53:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:53:49.762874 I | mvcc: store.index: compact 36808881
Nov 07 14:53:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:53:49.774181 I | mvcc: finished scheduled compaction at 36808881 (took 9.802725ms)
Nov 07 14:53:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:53:51.220570 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (1.241241224s) to execute
Nov 07 14:53:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:53:51.220724 W | etcdserver: request "header:<ID:14919139277662877893 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:36809797 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6412 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (1.004555411s) to execute
Nov 07 14:53:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:53:51.251598 W | wal: sync duration of 1.035726529s, expected less than 1s
Nov 07 14:53:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:53:51.251919 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (956.942136ms) to execute
Nov 07 14:53:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:53:51.286828 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (199.649038ms) to execute
Nov 07 14:53:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:53:51.286901 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-rt8wm\" " with result "range_response_count:1 size:2433" took too long (864.902111ms) to execute
Nov 07 14:53:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:53:51.287079 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (196.414361ms) to execute
Nov 07 14:53:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:53:51.287285 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (781.512422ms) to execute
Nov 07 14:53:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:53:51.446821 W | etcdserver: request "header:<ID:14919139277662877905 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > lease_grant:<ttl:15-second id:4f0b6e20c7ac78d0>" with result "size:41" took too long (124.632669ms) to execute
Nov 07 14:54:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:54:35.479088 I | etcdserver: start to snapshot (applied: 40615006, lastsnap: 40605005)
Nov 07 14:54:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:54:35.560530 I | etcdserver: saved snapshot at index 40615006
Nov 07 14:54:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:54:35.561043 I | etcdserver: compacted raft log at 40610006
Nov 07 14:54:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:54:35.708896 W | etcdserver: request "header:<ID:14919139277662878450 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:36809935 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1831 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (104.906661ms) to execute
Nov 07 14:54:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:54:41.367112 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-00000000026af909.snap successfully
Nov 07 14:55:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:55:17.563573 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-jf79j\" " with result "range_response_count:1 size:2946" took too long (139.908324ms) to execute
Nov 07 14:55:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:55:17.563753 W | etcdserver: request "header:<ID:14919139277662878935 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-gfhjg\" mod_revision:36810048 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-gfhjg\" value_size:3500 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-gfhjg\" > >>" with result "size:20" took too long (114.031532ms) to execute
Nov 07 14:55:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:55:17.563854 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (110.531462ms) to execute
Nov 07 14:58:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:58:49.776223 I | mvcc: store.index: compact 36809822
Nov 07 14:58:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 14:58:49.785487 I | mvcc: finished scheduled compaction at 36809822 (took 7.527725ms)
Nov 07 15:02:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 15:02:49.806829 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (108.356175ms) to execute
Nov 07 15:02:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 15:02:49.807119 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (139.527089ms) to execute
Nov 07 15:03:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 15:03:49.789096 I | mvcc: store.index: compact 36810726
Nov 07 15:03:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 15:03:49.796561 I | mvcc: finished scheduled compaction at 36810726 (took 5.759176ms)
Nov 07 15:08:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 15:08:07.660259 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/serviceroles\" range_end:\"/registry/rbac.istio.io/servicerolet\" count_only:true " with result "range_response_count:0 size:7" took too long (126.745311ms) to execute
