-- Logs begin at Sun 2019-12-15 14:07:49 UTC, end at Tue 2019-12-17 04:35:18 UTC. --
Dec 17 04:13:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:13:10.061362 N | compactor: Starting auto-compaction at revision 44388966
Dec 17 04:18:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:00.008519 W | wal: sync duration of 1.411643621s, expected less than 1s
Dec 17 04:18:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:00.292045 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.696693646s) to execute
Dec 17 04:18:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:00.292153 W | etcdserver: request "header:<ID:14919139277705240637 > lease_revoke:<id:4f0b6e20ca32df70>" with result "size:29" took too long (1.69515394s) to execute
Dec 17 04:18:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:00.292547 W | etcdserver: failed to revoke 4f0b6e20ca32df70 ("lease not found")
Dec 17 04:18:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:00.292800 W | etcdserver: failed to revoke 4f0b6e20ca32df70 ("lease not found")
Dec 17 04:18:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:00.292883 W | etcdserver: failed to revoke 4f0b6e20ca32df70 ("lease not found")
Dec 17 04:18:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:00.293158 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (1.579744219s) to execute
Dec 17 04:18:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:00.294890 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.508025498s) to execute
Dec 17 04:18:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:00.295097 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/deniers\" range_end:\"/registry/config.istio.io/deniert\" count_only:true " with result "range_response_count:0 size:7" took too long (346.217759ms) to execute
Dec 17 04:18:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:00.295360 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/policies\" range_end:\"/registry/authentication.istio.io/policiet\" count_only:true " with result "range_response_count:0 size:9" took too long (759.350641ms) to execute
Dec 17 04:18:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:00.295453 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (848.576833ms) to execute
Dec 17 04:18:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:00.295705 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/bypasses\" range_end:\"/registry/config.istio.io/bypasset\" count_only:true " with result "range_response_count:0 size:7" took too long (649.941069ms) to execute
Dec 17 04:18:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:00.295816 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.364005941s) to execute
Dec 17 04:18:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:18.734086 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (245.089732ms) to execute
Dec 17 04:18:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:18.734319 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (245.26934ms) to execute
Dec 17 04:18:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:18:18.734570 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-8vr5w.15e10d90c9b1a67d\" " with result "range_response_count:1 size:592" took too long (202.975295ms) to execute
Dec 17 04:19:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:05.075846 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (249.061511ms) to execute
Dec 17 04:19:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:05.075954 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:3989" took too long (158.797071ms) to execute
Dec 17 04:19:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:05.075979 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (456.706035ms) to execute
Dec 17 04:19:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:05.076158 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (711.877527ms) to execute
Dec 17 04:19:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:05.076326 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (465.116862ms) to execute
Dec 17 04:19:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:23.701145 I | mvcc: store.index: compact 44466404
Dec 17 04:19:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:23.709599 I | mvcc: finished scheduled compaction at 44466404 (took 7.320977ms)
Dec 17 04:19:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:25.296003 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6259" took too long (1.379634319s) to execute
Dec 17 04:19:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:25.296301 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (1.020773373s) to execute
Dec 17 04:19:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:25.297087 W | etcdserver: request "header:<ID:14919139277705241639 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:44467218 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:3914 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (943.868534ms) to execute
Dec 17 04:19:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:25.322896 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (874.588135ms) to execute
Dec 17 04:19:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:25.354563 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-qxk8f\" " with result "range_response_count:1 size:2440" took too long (901.158201ms) to execute
Dec 17 04:19:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:25.354607 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (240.554425ms) to execute
Dec 17 04:19:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:25.354748 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (165.684691ms) to execute
Dec 17 04:19:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:25.354879 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4430" took too long (875.954733ms) to execute
Dec 17 04:19:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:25.355040 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-qxk8f\" " with result "range_response_count:1 size:2440" took too long (499.783254ms) to execute
Dec 17 04:19:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:25.357391 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (170.680464ms) to execute
Dec 17 04:19:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:48.096340 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (230.249565ms) to execute
Dec 17 04:19:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:19:56.329269 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (104.686756ms) to execute
Dec 17 04:20:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:20:10.504839 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (135.842132ms) to execute
Dec 17 04:20:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:20:10.504901 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-8vr5w\" " with result "range_response_count:1 size:4141" took too long (381.046287ms) to execute
Dec 17 04:20:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:20:10.504984 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (239.284987ms) to execute
Dec 17 04:20:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:20:54.033854 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6259" took too long (118.82762ms) to execute
Dec 17 04:20:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:20:54.034585 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (131.003538ms) to execute
Dec 17 04:21:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:21:09.479014 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds\" range_end:\"/registry/config.istio.io/fluentdt\" count_only:true " with result "range_response_count:0 size:7" took too long (147.022034ms) to execute
Dec 17 04:21:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:21:49.260880 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:4 size:16535" took too long (765.230731ms) to execute
Dec 17 04:21:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:21:49.261255 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (760.421723ms) to execute
Dec 17 04:21:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:21:49.261523 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (420.822526ms) to execute
Dec 17 04:21:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:21:49.261897 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (406.399287ms) to execute
Dec 17 04:21:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:21:49.262187 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (321.854244ms) to execute
Dec 17 04:21:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:21:49.262453 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (182.657452ms) to execute
Dec 17 04:22:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:22:10.543357 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-szkcn\" " with result "range_response_count:1 size:4259" took too long (218.021635ms) to execute
Dec 17 04:22:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:22:10.544229 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (368.294589ms) to execute
Dec 17 04:22:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:22:41.805330 W | etcdserver: read-only range request "key:\"/registry/secrets/default/istio.default\" " with result "range_response_count:1 size:4168" took too long (122.787758ms) to execute
Dec 17 04:22:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:22:41.835761 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (153.119879ms) to execute
Dec 17 04:22:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:22:41.836586 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (100.479695ms) to execute
Dec 17 04:22:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:22:41.836787 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (154.125907ms) to execute
Dec 17 04:22:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:22:44.889150 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (200.265653ms) to execute
Dec 17 04:22:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:22:59.360497 W | etcdserver: request "header:<ID:14919139277705244146 > lease_revoke:<id:4f0b6e20ca32ed05>" with result "size:29" took too long (114.170515ms) to execute
Dec 17 04:23:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:23:02.774955 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:4620" took too long (215.073707ms) to execute
Dec 17 04:23:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:23:21.341808 W | etcdserver: request "header:<ID:14919139277705244398 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:44467891 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (265.430714ms) to execute
Dec 17 04:23:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:23:27.076199 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (126.857787ms) to execute
Dec 17 04:23:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:23:27.076242 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (210.224811ms) to execute
Dec 17 04:23:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:23:38.656625 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (124.122853ms) to execute
Dec 17 04:23:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:23:43.266669 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.52352523s) to execute
Dec 17 04:23:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:23:43.266720 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.586362683s) to execute
Dec 17 04:23:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:23:43.266782 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (735.054338ms) to execute
Dec 17 04:23:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:23:43.266809 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (114.79659ms) to execute
Dec 17 04:23:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:23:43.266943 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:4620" took too long (997.141115ms) to execute
Dec 17 04:23:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:23:43.267361 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (582.233923ms) to execute
Dec 17 04:23:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:23:43.267910 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (381.52515ms) to execute
Dec 17 04:24:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:23.739946 I | mvcc: store.index: compact 44467248
Dec 17 04:24:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:23.747952 I | mvcc: finished scheduled compaction at 44467248 (took 6.637108ms)
Dec 17 04:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:37.933993 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (367.087641ms) to execute
Dec 17 04:24:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:47.215028 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (182.319561ms) to execute
Dec 17 04:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:50.822475 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (120.576926ms) to execute
Dec 17 04:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:50.822523 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (1.453292732s) to execute
Dec 17 04:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:50.822561 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (780.241344ms) to execute
Dec 17 04:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:50.822651 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.233986673s) to execute
Dec 17 04:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:50.822700 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/bypasses\" range_end:\"/registry/config.istio.io/bypasset\" count_only:true " with result "range_response_count:0 size:7" took too long (1.330998163s) to execute
Dec 17 04:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:50.822789 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "range_response_count:1 size:667" took too long (414.737539ms) to execute
Dec 17 04:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:50.822818 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:3989" took too long (900.658895ms) to execute
Dec 17 04:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:50.822940 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/tracespans\" range_end:\"/registry/config.istio.io/tracespant\" count_only:true " with result "range_response_count:0 size:7" took too long (427.550705ms) to execute
Dec 17 04:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:50.822973 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (403.323022ms) to execute
Dec 17 04:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:50.823026 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (832.232844ms) to execute
