-- Logs begin at Tue 2019-12-17 08:44:24 UTC, end at Thu 2019-12-19 00:12:18 UTC. --
Dec 18 23:49:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:49:33.333063 W | wal: sync duration of 1.120917639s, expected less than 1s
Dec 18 23:50:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:21.199526 W | etcdserver: failed to revoke 4f0b6e20ca4da2a0 ("lease not found")
Dec 18 23:50:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:21.201589 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (530.667821ms) to execute
Dec 18 23:50:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:22.404109 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (135.522779ms) to execute
Dec 18 23:50:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:24.927550 I | mvcc: store.index: compact 44911512
Dec 18 23:50:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:24.933813 I | mvcc: finished scheduled compaction at 44911512 (took 4.940429ms)
Dec 18 23:50:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:25.152642 W | etcdserver: request "header:<ID:14919139277706994494 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:44913159 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:3914 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (104.653839ms) to execute
Dec 18 23:50:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:26.802221 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28155" took too long (554.88729ms) to execute
Dec 18 23:50:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:26.802276 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (382.867002ms) to execute
Dec 18 23:50:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:30.408766 W | wal: sync duration of 1.031986034s, expected less than 1s
Dec 18 23:50:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:30.409101 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (225.140444ms) to execute
Dec 18 23:50:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:35.575906 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (272.667513ms) to execute
Dec 18 23:50:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:35.576596 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (143.867442ms) to execute
Dec 18 23:50:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:36.652631 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (154.856834ms) to execute
Dec 18 23:50:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:37.960553 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (138.255634ms) to execute
Dec 18 23:50:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:43.054732 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (177.162331ms) to execute
Dec 18 23:50:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:43.055191 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (572.95034ms) to execute
Dec 18 23:50:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:45.532517 W | wal: sync duration of 1.055128074s, expected less than 1s
Dec 18 23:50:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:45.532992 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (469.781539ms) to execute
Dec 18 23:50:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:46.780626 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (298.93086ms) to execute
Dec 18 23:50:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:48.086750 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (484.350723ms) to execute
Dec 18 23:50:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:48.092952 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts\" range_end:\"/registry/serviceaccountt\" count_only:true " with result "range_response_count:0 size:9" took too long (175.294379ms) to execute
Dec 18 23:50:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:49.816701 W | wal: sync duration of 1.302741871s, expected less than 1s
Dec 18 23:50:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:49.817302 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.236680642s) to execute
Dec 18 23:50:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:49.817711 W | etcdserver: failed to revoke 4f0b6e20ca4cf162 ("lease not found")
Dec 18 23:50:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:49.826925 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (273.334856ms) to execute
Dec 18 23:50:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:49.827320 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (168.836304ms) to execute
Dec 18 23:50:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:49.827697 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.036297815s) to execute
Dec 18 23:50:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:56.029837 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (190.887587ms) to execute
Dec 18 23:50:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:56.030078 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (170.308585ms) to execute
Dec 18 23:50:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:50:56.030614 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (166.579835ms) to execute
Dec 18 23:51:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:00.356786 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (296.275264ms) to execute
Dec 18 23:51:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:00.357271 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (296.204462ms) to execute
Dec 18 23:51:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:01.696718 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (435.329703ms) to execute
Dec 18 23:51:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:01.699449 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (192.086619ms) to execute
Dec 18 23:51:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:01.699467 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-47w69.15e19c25947a1f10\" " with result "range_response_count:1 size:588" took too long (146.346765ms) to execute
Dec 18 23:51:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:12.842894 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (359.312208ms) to execute
Dec 18 23:51:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:12.843564 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (288.970156ms) to execute
Dec 18 23:51:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:14.876366 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (275.680965ms) to execute
Dec 18 23:51:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:14.876450 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (601.886176ms) to execute
Dec 18 23:51:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:14.876489 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (426.502428ms) to execute
Dec 18 23:51:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:14.877469 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (452.995865ms) to execute
Dec 18 23:51:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:22.092779 W | wal: sync duration of 1.011063086s, expected less than 1s
Dec 18 23:51:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:22.095690 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (359.357127ms) to execute
Dec 18 23:51:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:22.099826 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-cdnsc\" " with result "range_response_count:1 size:1743" took too long (242.561223ms) to execute
Dec 18 23:51:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:22.101756 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (274.452072ms) to execute
Dec 18 23:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:26.605902 W | etcdserver: request "header:<ID:14919139277706994996 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/10.0.0.8\" mod_revision:44913285 > success:<request_put:<key:\"/registry/masterleases/10.0.0.8\" value_size:64 lease:5695767240852219186 >> failure:<request_range:<key:\"/registry/masterleases/10.0.0.8\" > >>" with result "size:20" took too long (336.052399ms) to execute
Dec 18 23:51:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:29.761615 W | wal: sync duration of 1.178638177s, expected less than 1s
Dec 18 23:51:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:29.761821 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (815.505647ms) to execute
Dec 18 23:51:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:29.761870 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (696.621789ms) to execute
Dec 18 23:51:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:29.761980 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (1.033188178s) to execute
Dec 18 23:51:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:29.762031 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (498.144985ms) to execute
Dec 18 23:51:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:29.762175 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (604.588711ms) to execute
Dec 18 23:51:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:32.905711 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (699.127828ms) to execute
Dec 18 23:51:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:32.905871 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (567.210484ms) to execute
Dec 18 23:51:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:34.368624 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (167.494118ms) to execute
Dec 18 23:51:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:34.368745 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (585.712902ms) to execute
Dec 18 23:51:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:35.789327 W | etcdserver: read-only range request "key:\"/registry/events/default/backend.15e19c187492126c\" " with result "range_response_count:1 size:498" took too long (875.712177ms) to execute
Dec 18 23:51:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:35.795378 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (696.00013ms) to execute
Dec 18 23:51:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:37.738630 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (161.458489ms) to execute
Dec 18 23:51:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:37.738769 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (162.118027ms) to execute
Dec 18 23:51:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:40.902991 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (502.21293ms) to execute
Dec 18 23:51:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:40.903141 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (395.694434ms) to execute
Dec 18 23:51:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:42.486100 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (287.309976ms) to execute
Dec 18 23:51:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:44.088714 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (174.828577ms) to execute
Dec 18 23:51:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:46.206349 W | wal: sync duration of 1.279948812s, expected less than 1s
Dec 18 23:51:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:46.211293 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-47w69.15e19c106b805df9\" " with result "range_response_count:1 size:465" took too long (1.280891122s) to execute
Dec 18 23:51:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:46.214200 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-47w69\" " with result "range_response_count:1 size:1619" took too long (557.307003ms) to execute
Dec 18 23:51:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:46.214501 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-cdnsc.15e19c26b8fa3b94\" " with result "range_response_count:1 size:590" took too long (195.762311ms) to execute
Dec 18 23:51:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 23:51:46.214658 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (213.425765ms) to execute
