-- Logs begin at Mon 2019-10-07 09:29:53 UTC, end at Thu 2019-10-10 17:01:17 UTC. --
Oct 10 16:42:29 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:42:29.569495 I | mvcc: store.index: compact 32162535
Oct 10 16:45:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:45:55.675243 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (199.452233ms) to execute
Oct 10 16:45:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:45:55.675667 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-g9kkm.15cc56da436c94f3\" " with result "range_response_count:1 size:591" took too long (426.309331ms) to execute
Oct 10 16:45:58 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:45:58.851640 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (159.176569ms) to execute
Oct 10 16:45:58 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:45:58.851743 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (116.473805ms) to execute
Oct 10 16:45:58 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:45:58.851793 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1910" took too long (347.131633ms) to execute
Oct 10 16:46:00 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:00.933515 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (126.641067ms) to execute
Oct 10 16:46:01 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:01.880967 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (178.801723ms) to execute
Oct 10 16:46:05 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:05.798013 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-g9kkm.15cc56da436c94f3\" " with result "range_response_count:1 size:591" took too long (549.111351ms) to execute
Oct 10 16:46:05 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:05.971282 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (397.627827ms) to execute
Oct 10 16:46:05 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:05.971381 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (639.581728ms) to execute
Oct 10 16:46:09 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:09.737447 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations\" range_end:\"/registry/validatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (455.33064ms) to execute
Oct 10 16:46:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:10.912106 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (265.876015ms) to execute
Oct 10 16:46:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:11.603088 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (172.134173ms) to execute
Oct 10 16:46:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:13.416429 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (254.491056ms) to execute
Oct 10 16:46:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:16.721938 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (320.894627ms) to execute
Oct 10 16:46:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:16.722551 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (321.456647ms) to execute
Oct 10 16:46:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:16.722739 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (187.116735ms) to execute
Oct 10 16:46:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:16.723116 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.batch\" " with result "range_response_count:1 size:622" took too long (320.702ms) to execute
Oct 10 16:46:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:16.723374 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.storage.k8s.io\" " with result "range_response_count:1 size:649" took too long (321.939859ms) to execute
Oct 10 16:46:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:16.723556 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.certificates.k8s.io\" " with result "range_response_count:1 size:664" took too long (322.442536ms) to execute
Oct 10 16:46:19 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:19.030891 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-g9kkm\" " with result "range_response_count:1 size:1744" took too long (102.79578ms) to execute
Oct 10 16:46:22 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:22.360147 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (314.866466ms) to execute
Oct 10 16:46:22 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:22.534726 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (211.130239ms) to execute
Oct 10 16:46:31 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:31.137429 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (351.190663ms) to execute
Oct 10 16:46:32 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:32.774981 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (168.913315ms) to execute
Oct 10 16:46:32 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:32.775157 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (201.119845ms) to execute
Oct 10 16:46:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:35.978713 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-kzcsv.15cc56b4cccc572c\" " with result "range_response_count:1 size:591" took too long (659.709888ms) to execute
Oct 10 16:46:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:35.986124 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (617.603463ms) to execute
Oct 10 16:46:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:35.986352 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (649.447402ms) to execute
Oct 10 16:46:39 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:39.584831 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-g9kkm\" " with result "range_response_count:1 size:1855" took too long (655.946023ms) to execute
Oct 10 16:46:39 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:39.589608 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (406.545542ms) to execute
Oct 10 16:46:39 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:39.589854 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-bkxks.15cc56db3329de4c\" " with result "range_response_count:1 size:590" took too long (272.222477ms) to execute
Oct 10 16:46:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:40.093287 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-bkxks.15cc56d9041e004e\" " with result "range_response_count:1 size:591" took too long (156.908999ms) to execute
Oct 10 16:46:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:41.448693 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (420.520257ms) to execute
Oct 10 16:46:43 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:43.249689 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-jfh9x\" " with result "range_response_count:1 size:1855" took too long (161.947566ms) to execute
Oct 10 16:46:43 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:43.669441 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (407.330374ms) to execute
Oct 10 16:46:43 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:43.669558 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (407.39518ms) to execute
Oct 10 16:46:54 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:54.402965 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (361.276865ms) to execute
Oct 10 16:46:54 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:54.403465 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (102.288253ms) to execute
Oct 10 16:46:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:59.651962 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (668.414251ms) to execute
Oct 10 16:46:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:46:59.657202 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (673.629565ms) to execute
Oct 10 16:47:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:10.495962 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (285.400804ms) to execute
Oct 10 16:47:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:10.496012 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-2rptt.15cc56b3b581761f\" " with result "range_response_count:1 size:587" took too long (545.401158ms) to execute
Oct 10 16:47:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:10.496143 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (715.230536ms) to execute
Oct 10 16:47:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:10.496363 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-g9kkm.15cc56cd5fa11337\" " with result "range_response_count:1 size:592" took too long (608.438544ms) to execute
Oct 10 16:47:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:10.496521 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5d4wl\" " with result "range_response_count:1 size:1855" took too long (103.422858ms) to execute
Oct 10 16:47:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:11.278808 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (391.793927ms) to execute
Oct 10 16:47:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:11.285605 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-czf5m.15cc56b19afd8ca3\" " with result "range_response_count:1 size:588" took too long (356.569119ms) to execute
Oct 10 16:47:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:11.285869 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (348.930504ms) to execute
Oct 10 16:47:22 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:22.699831 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (152.762884ms) to execute
Oct 10 16:47:22 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:22.709509 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (103.631271ms) to execute
Oct 10 16:47:29 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:29.292810 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (345.481561ms) to execute
Oct 10 16:47:29 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:29.292960 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (344.295522ms) to execute
Oct 10 16:47:29 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:29.583784 I | mvcc: store.index: compact 32164151
Oct 10 16:47:29 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:29.592392 I | mvcc: finished scheduled compaction at 32164151 (took 7.084322ms)
Oct 10 16:47:30 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:30.060741 W | etcdserver: request "header:<ID:14919138748426956533 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:32165059 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5180 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (357.940259ms) to execute
Oct 10 16:47:30 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:30.083668 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-g9kkm\" " with result "range_response_count:1 size:1735" took too long (194.376642ms) to execute
Oct 10 16:47:30 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:30.084018 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-g9kkm.15cc56cd5fa11337\" " with result "range_response_count:1 size:592" took too long (194.749444ms) to execute
Oct 10 16:47:31 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:31.634471 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5d4wl\" " with result "range_response_count:1 size:1735" took too long (782.318791ms) to execute
Oct 10 16:47:31 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:31.642519 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-czf5m\" " with result "range_response_count:1 size:1730" took too long (727.099757ms) to execute
Oct 10 16:47:31 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:31.642715 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (234.217367ms) to execute
Oct 10 16:47:31 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:31.642859 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (272.244855ms) to execute
Oct 10 16:47:31 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:31.643147 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (322.596482ms) to execute
Oct 10 16:47:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:37.480415 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (521.598209ms) to execute
Oct 10 16:47:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:37.481116 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (491.813883ms) to execute
Oct 10 16:47:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:49.194179 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (265.701308ms) to execute
Oct 10 16:47:51 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:51.872040 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (126.480133ms) to execute
Oct 10 16:47:53 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:53.369730 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (763.357737ms) to execute
Oct 10 16:47:53 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:53.381246 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-jfh9x\" " with result "range_response_count:1 size:1855" took too long (293.114882ms) to execute
Oct 10 16:47:53 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:53.381442 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (549.038792ms) to execute
Oct 10 16:47:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 16:47:55.145268 W | wal: sync duration of 1.258219976s, expected less than 1s
