-- Logs begin at Sun 2019-11-03 23:04:18 UTC, end at Thu 2019-11-07 05:17:21 UTC. --
Nov 07 04:55:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 04:55:25.856812 W | wal: sync duration of 2.836859392s, expected less than 1s
Nov 07 05:05:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:05:55.130821 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (273.093281ms) to execute
Nov 07 05:05:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:05:55.465753 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (454.491145ms) to execute
Nov 07 05:05:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:05:55.465801 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (454.866244ms) to execute
Nov 07 05:05:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:05:55.465932 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (296.693401ms) to execute
Nov 07 05:05:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:05:55.465961 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (451.934398ms) to execute
Nov 07 05:05:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:05:55.466149 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta1.autoscaling\" " with result "range_response_count:1 size:640" took too long (453.792117ms) to execute
Nov 07 05:05:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:05:55.466312 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (496.659127ms) to execute
Nov 07 05:05:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:05:55.466460 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (563.547236ms) to execute
Nov 07 05:05:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:05:55.466514 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (455.936766ms) to execute
Nov 07 05:08:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:08:13.299620 I | mvcc: store.index: compact 36716565
Nov 07 05:08:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:08:13.303940 I | mvcc: finished scheduled compaction at 36716565 (took 3.438022ms)
Nov 07 05:08:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:08:13.581361 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (131.680348ms) to execute
Nov 07 05:08:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:08:13.581462 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (157.970745ms) to execute
Nov 07 05:13:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:13:13.340614 I | mvcc: store.index: compact 36717080
Nov 07 05:13:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:13:13.345819 I | mvcc: finished scheduled compaction at 36717080 (took 4.359594ms)
