-- Logs begin at Sat 2019-11-09 17:59:19 UTC, end at Mon 2019-11-11 19:43:23 UTC. --
Nov 11 19:21:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:21:28.167968 W | wal: sync duration of 1.073970192s, expected less than 1s
Nov 11 19:22:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:22:49.798026 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9tdbt\" " with result "range_response_count:1 size:1744" took too long (192.621882ms) to execute
Nov 11 19:22:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:22:50.067396 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (358.809443ms) to execute
Nov 11 19:22:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:22:50.390420 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (319.820749ms) to execute
Nov 11 19:22:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:22:50.390651 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (124.083229ms) to execute
Nov 11 19:22:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:22:53.181777 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (189.838248ms) to execute
Nov 11 19:22:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:22:53.181915 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (189.736951ms) to execute
Nov 11 19:23:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:00.772032 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-drcxf.15d6320a618d1fed\" " with result "range_response_count:1 size:592" took too long (106.162654ms) to execute
Nov 11 19:23:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:00.772152 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (176.729787ms) to execute
Nov 11 19:23:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:00.772259 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (151.829143ms) to execute
Nov 11 19:23:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:00.945328 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (169.141672ms) to execute
Nov 11 19:23:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:11.533420 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (194.990988ms) to execute
Nov 11 19:23:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:20.779741 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-9tdbt.15d632089a26c749\" " with result "range_response_count:1 size:592" took too long (228.629598ms) to execute
Nov 11 19:23:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:32.982548 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (157.625794ms) to execute
Nov 11 19:23:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:41.779468 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (239.343829ms) to execute
Nov 11 19:23:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:43.274493 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-drcxf.15d631f180c17361\" " with result "range_response_count:1 size:468" took too long (327.606421ms) to execute
Nov 11 19:23:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:43.274527 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (180.515221ms) to execute
Nov 11 19:23:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:43.274665 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (382.252954ms) to execute
Nov 11 19:23:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:43.510412 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (232.075925ms) to execute
Nov 11 19:23:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:43.510557 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/pod-garbage-collector\" " with result "range_response_count:1 size:262" took too long (232.517952ms) to execute
Nov 11 19:23:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:45.882928 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (361.729964ms) to execute
Nov 11 19:23:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:45.883408 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-cslp2.15d6320a04331ad9\" " with result "range_response_count:1 size:588" took too long (368.11015ms) to execute
Nov 11 19:23:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:55.664753 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-cslp2.15d6320a04331ad9\" " with result "range_response_count:1 size:588" took too long (150.958081ms) to execute
Nov 11 19:23:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:23:56.083945 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (147.081868ms) to execute
Nov 11 19:24:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:05.046451 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-cslp2\" " with result "range_response_count:1 size:1731" took too long (145.80429ms) to execute
Nov 11 19:24:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:05.046569 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-cslp2.15d63209dfb81cb2\" " with result "range_response_count:1 size:589" took too long (146.489816ms) to execute
Nov 11 19:24:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:06.345823 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (211.625634ms) to execute
Nov 11 19:24:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:08.775948 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1436" took too long (212.205031ms) to execute
Nov 11 19:24:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:09.225962 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (206.715207ms) to execute
Nov 11 19:24:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:13.032997 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (230.059227ms) to execute
Nov 11 19:24:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:13.033319 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (182.529869ms) to execute
Nov 11 19:24:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:13.033636 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-9tdbt.15d631f3412478d8\" " with result "range_response_count:1 size:550" took too long (438.288906ms) to execute
Nov 11 19:24:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:13.795425 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9tdbt\" " with result "range_response_count:1 size:1624" took too long (103.705263ms) to execute
Nov 11 19:24:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:13.795896 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-9tdbt.15d631f34c41d373\" " with result "range_response_count:1 size:468" took too long (694.124768ms) to execute
Nov 11 19:24:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:14.064239 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-8pknt\" " with result "range_response_count:1 size:1735" took too long (119.556139ms) to execute
Nov 11 19:24:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:14.072086 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-8pknt.15d6320a1ac04221\" " with result "range_response_count:1 size:592" took too long (127.023796ms) to execute
Nov 11 19:24:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:20.883354 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (173.423021ms) to execute
Nov 11 19:24:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:23.226124 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (138.566989ms) to execute
Nov 11 19:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:37.086779 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/deployment-controller\" " with result "range_response_count:1 size:262" took too long (167.463195ms) to execute
Nov 11 19:24:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:41.039612 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (839.755925ms) to execute
Nov 11 19:24:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:41.046459 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (548.129833ms) to execute
Nov 11 19:24:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:41.046487 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (669.834411ms) to execute
Nov 11 19:24:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:41.046526 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-drcxf.15d6320a618d1fed\" " with result "range_response_count:1 size:592" took too long (387.715939ms) to execute
Nov 11 19:24:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:41.046651 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-drcxf\" " with result "range_response_count:1 size:1735" took too long (387.570094ms) to execute
Nov 11 19:24:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:41.047082 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (770.838005ms) to execute
Nov 11 19:24:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:44.122795 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-cslp2\" " with result "range_response_count:1 size:1851" took too long (220.524791ms) to execute
Nov 11 19:24:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:46.323351 W | etcdserver: request "header:<ID:14919139277666884290 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:37820276 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1844 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (890.608525ms) to execute
Nov 11 19:24:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:46.323960 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.126502972s) to execute
Nov 11 19:24:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:46.329915 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (981.252022ms) to execute
Nov 11 19:24:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:46.329944 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (972.921336ms) to execute
Nov 11 19:24:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:46.538239 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kubernetes-dashboard\" " with result "range_response_count:1 size:523" took too long (201.318051ms) to execute
Nov 11 19:24:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:24:48.277457 W | etcdserver: read-only range request "key:\"/registry/events/default/backend.15d63217e3b8058f\" " with result "range_response_count:1 size:498" took too long (167.497476ms) to execute
Nov 11 19:25:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:25:08.862255 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (172.437996ms) to execute
Nov 11 19:25:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:25:10.762274 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (100.941448ms) to execute
Nov 11 19:25:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:25:12.949472 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (177.402896ms) to execute
Nov 11 19:25:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:25:12.949590 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-drcxf.15d631f174adc608\" " with result "range_response_count:1 size:550" took too long (311.079177ms) to execute
Nov 11 19:25:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:25:26.690887 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (161.120463ms) to execute
Nov 11 19:25:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:25:33.391378 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (247.350077ms) to execute
Nov 11 19:25:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:25:33.400456 I | mvcc: store.index: compact 37819590
Nov 11 19:25:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:25:33.411577 I | mvcc: finished scheduled compaction at 37819590 (took 9.702174ms)
Nov 11 19:25:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:25:43.918829 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (332.794299ms) to execute
Nov 11 19:25:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:25:44.258794 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9tdbt\" " with result "range_response_count:1 size:1735" took too long (172.226932ms) to execute
Nov 11 19:25:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:25:51.677107 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (197.748388ms) to execute
Nov 11 19:25:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:25:53.275204 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-8pknt\" " with result "range_response_count:1 size:1855" took too long (294.523787ms) to execute
Nov 11 19:25:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:25:53.278050 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vnsls\" " with result "range_response_count:1 size:1743" took too long (193.945995ms) to execute
Nov 11 19:26:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:07.288276 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-cslp2\" " with result "range_response_count:1 size:1731" took too long (148.36198ms) to execute
Nov 11 19:26:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:08.856514 W | wal: sync duration of 1.561030369s, expected less than 1s
Nov 11 19:26:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:08.941997 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (1.142627498s) to execute
Nov 11 19:26:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:08.945307 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.10931302s) to execute
Nov 11 19:26:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:10.734660 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (133.392392ms) to execute
Nov 11 19:26:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:17.369337 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (120.18632ms) to execute
Nov 11 19:26:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:18.950866 W | wal: sync duration of 1.518325486s, expected less than 1s
Nov 11 19:26:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:18.953346 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (391.34155ms) to execute
Nov 11 19:26:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:18.953752 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (483.446176ms) to execute
Nov 11 19:26:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:20.487943 W | wal: sync duration of 1.521630484s, expected less than 1s
Nov 11 19:26:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:20.489505 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.497519909s) to execute
Nov 11 19:26:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:20.500069 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.502308405s) to execute
Nov 11 19:26:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:20.500321 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-drcxf\" " with result "range_response_count:1 size:1855" took too long (836.261694ms) to execute
Nov 11 19:26:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:20.500534 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.033497403s) to execute
Nov 11 19:26:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:30.683925 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (161.730444ms) to execute
Nov 11 19:26:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:30.693074 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9tdbt\" " with result "range_response_count:1 size:1735" took too long (142.406429ms) to execute
Nov 11 19:26:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:30.693391 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (145.995423ms) to execute
Nov 11 19:26:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:38.985832 W | wal: sync duration of 1.793349836s, expected less than 1s
Nov 11 19:26:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:38.988366 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (252.404807ms) to execute
Nov 11 19:26:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:38.988432 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-vnsls.15d63241b6e3ef5c\" " with result "range_response_count:1 size:591" took too long (1.553917248s) to execute
Nov 11 19:26:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:38.988549 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (231.351066ms) to execute
Nov 11 19:26:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:26:38.990237 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (516.973796ms) to execute
Nov 11 19:27:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:27:00.840028 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (105.088813ms) to execute
Nov 11 19:27:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:27:03.715905 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (217.335779ms) to execute
Nov 11 19:27:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:27:03.715945 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (449.565069ms) to execute
Nov 11 19:27:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 19:27:03.715964 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (449.626242ms) to execute
