-- Logs begin at Sun 2019-12-15 04:02:15 UTC, end at Mon 2019-12-16 21:10:46 UTC. --
Dec 16 20:48:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:48:25.589423 W | wal: sync duration of 1.369481892s, expected less than 1s
Dec 16 20:52:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:52:53.996423 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (574.792614ms) to execute
Dec 16 20:52:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:52:54.015574 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (239.2388ms) to execute
Dec 16 20:52:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:52:54.015697 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (449.361376ms) to execute
Dec 16 20:52:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:52:54.016059 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (541.550121ms) to execute
Dec 16 20:52:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:52:54.016222 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (563.007532ms) to execute
Dec 16 20:52:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:52:54.221507 W | etcdserver: request "header:<ID:14919139277704944540 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:44394795 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1831 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (124.261119ms) to execute
Dec 16 20:52:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:52:54.222203 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-kfz4w\" " with result "range_response_count:1 size:4141" took too long (108.795277ms) to execute
Dec 16 20:53:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:53:27.202370 W | wal: sync duration of 2.142523156s, expected less than 1s
Dec 16 20:53:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:53:27.206050 W | etcdserver: failed to revoke 4f0b6e20ca2e5c39 ("lease not found")
Dec 16 20:53:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:53:27.206181 W | etcdserver: failed to revoke 4f0b6e20ca2e5c39 ("lease not found")
Dec 16 20:53:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:53:27.206311 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.050595311s) to execute
Dec 16 20:53:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:53:27.214476 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (991.590325ms) to execute
Dec 16 20:53:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:53:27.214805 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (152.584237ms) to execute
Dec 16 20:53:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:53:27.214884 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (137.638065ms) to execute
Dec 16 20:53:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:53:27.215065 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rh5nw\" " with result "range_response_count:1 size:4259" took too long (183.214293ms) to execute
Dec 16 20:53:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:53:27.215291 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kubernetesenvs\" range_end:\"/registry/config.istio.io/kubernetesenvt\" count_only:true " with result "range_response_count:0 size:7" took too long (293.24169ms) to execute
Dec 16 20:53:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:53:27.215502 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (471.830875ms) to execute
Dec 16 20:53:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:53:27.215677 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (604.035542ms) to execute
Dec 16 20:53:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:53:27.216346 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:3989" took too long (644.844326ms) to execute
Dec 16 20:53:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:53:27.217053 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4430" took too long (994.180285ms) to execute
Dec 16 20:54:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:17.756044 I | mvcc: store.index: compact 44394195
Dec 16 20:54:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:17.765130 I | mvcc: finished scheduled compaction at 44394195 (took 7.543273ms)
Dec 16 20:54:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:17.993800 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/instances\" range_end:\"/registry/config.istio.io/instancet\" count_only:true " with result "range_response_count:0 size:7" took too long (158.64365ms) to execute
Dec 16 20:54:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:34.691666 W | wal: sync duration of 1.542345289s, expected less than 1s
Dec 16 20:54:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:34.695184 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.315317529s) to execute
Dec 16 20:54:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:35.358499 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/cloudwatches\" range_end:\"/registry/config.istio.io/cloudwatchet\" count_only:true " with result "range_response_count:0 size:7" took too long (1.347790607s) to execute
Dec 16 20:54:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:35.358733 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/solarwindses\" range_end:\"/registry/config.istio.io/solarwindset\" count_only:true " with result "range_response_count:0 size:7" took too long (1.351036783s) to execute
Dec 16 20:54:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:35.359023 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6259" took too long (665.806134ms) to execute
Dec 16 20:54:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:35.359200 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.784576492s) to execute
Dec 16 20:54:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:35.359460 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.078947359s) to execute
Dec 16 20:54:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:35.359764 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.084311303s) to execute
Dec 16 20:54:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:35.360006 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.807346865s) to execute
Dec 16 20:54:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:35.397736 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges\" range_end:\"/registry/config.istio.io/edget\" count_only:true " with result "range_response_count:0 size:7" took too long (105.217965ms) to execute
Dec 16 20:54:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:35.397801 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4430" took too long (228.957594ms) to execute
Dec 16 20:54:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:54:35.397870 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/horizontal-pod-autoscaler\" " with result "range_response_count:1 size:274" took too long (696.910414ms) to execute
Dec 16 20:59:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:59:17.771608 I | mvcc: store.index: compact 44395047
Dec 16 20:59:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 20:59:17.780670 I | mvcc: finished scheduled compaction at 44395047 (took 7.509282ms)
Dec 16 21:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:01:53.075723 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-fhxbn.15e0f5b5fd237ebc\" " with result "range_response_count:1 size:656" took too long (155.587753ms) to execute
Dec 16 21:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:01:53.075970 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5942" took too long (161.909205ms) to execute
Dec 16 21:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:01:53.110767 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (107.019011ms) to execute
Dec 16 21:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:01:53.110858 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/replicaset-controller\" " with result "range_response_count:1 size:262" took too long (177.051815ms) to execute
Dec 16 21:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:01:53.310480 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/istio-system/\" range_end:\"/registry/resourcequotas/istio-system0\" " with result "range_response_count:0 size:7" took too long (132.635782ms) to execute
Dec 16 21:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:01:53.310777 W | etcdserver: request "header:<ID:14919139277704950832 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-policy.15e0f25b429957e8\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-policy.15e0f25b429957e8\" value_size:437 lease:5695767240850174744 >> failure:<>>" with result "size:20" took too long (128.042868ms) to execute
Dec 16 21:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:01:53.311202 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (129.18478ms) to execute
Dec 16 21:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:01:53.353120 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (152.049749ms) to execute
Dec 16 21:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:01:53.559862 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (190.450756ms) to execute
Dec 16 21:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:01:53.559942 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (191.82592ms) to execute
Dec 16 21:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:01:53.591712 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-egressgateway-54b4586c76\" " with result "range_response_count:1 size:2624" took too long (186.417496ms) to execute
Dec 16 21:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:01:53.591981 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (116.342209ms) to execute
Dec 16 21:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:01:53.815505 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (147.240179ms) to execute
Dec 16 21:04:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:04:17.792085 I | mvcc: store.index: compact 44395786
Dec 16 21:04:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:04:17.799559 I | mvcc: finished scheduled compaction at 44395786 (took 5.51055ms)
Dec 16 21:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:23.412404 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (148.972098ms) to execute
Dec 16 21:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:23.416391 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-chkps\" " with result "range_response_count:1 size:3254" took too long (148.270689ms) to execute
Dec 16 21:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:23.416603 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (145.258415ms) to execute
Dec 16 21:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:23.416748 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (119.381499ms) to execute
Dec 16 21:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:23.417008 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" " with result "range_response_count:1 size:2549" took too long (145.685737ms) to execute
Dec 16 21:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:23.659274 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (172.734306ms) to execute
Dec 16 21:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:23.683402 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-f8z9s\" " with result "range_response_count:1 size:4397" took too long (142.571911ms) to execute
Dec 16 21:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:23.683441 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" " with result "range_response_count:1 size:2549" took too long (170.218379ms) to execute
Dec 16 21:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:23.683546 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-csbxf\" " with result "range_response_count:1 size:2997" took too long (170.932561ms) to execute
Dec 16 21:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:23.897839 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-csbxf\" " with result "range_response_count:1 size:3009" took too long (156.278677ms) to execute
Dec 16 21:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:23.898015 W | etcdserver: request "header:<ID:14919139277704954382 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/istio-system/istio-egressgateway\" mod_revision:44396997 > success:<request_put:<key:\"/registry/deployments/istio-system/istio-egressgateway\" value_size:5825 >> failure:<request_range:<key:\"/registry/deployments/istio-system/istio-egressgateway\" > >>" with result "size:20" took too long (137.565918ms) to execute
Dec 16 21:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:23.917399 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/zipkins\" range_end:\"/registry/config.istio.io/zipkint\" count_only:true " with result "range_response_count:0 size:7" took too long (136.89467ms) to execute
Dec 16 21:07:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:38.959400 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (288.233078ms) to execute
Dec 16 21:07:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:49.176164 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/prometheuses\" range_end:\"/registry/config.istio.io/prometheuset\" count_only:true " with result "range_response_count:0 size:7" took too long (285.587611ms) to execute
Dec 16 21:07:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:07:49.176519 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/metrics\" range_end:\"/registry/config.istio.io/metrict\" count_only:true " with result "range_response_count:0 size:9" took too long (664.852771ms) to execute
Dec 16 21:08:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 21:08:08.501024 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:4 size:17031" took too long (130.289162ms) to execute
