-- Logs begin at Thu 2020-01-30 08:00:47 UTC, end at Sat 2020-02-01 01:50:03 UTC. --
Feb 01 01:27:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:16.010206 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/destinationrules/\" range_end:\"/registry/networking.istio.io/destinationrules0\" " with result "range_response_count:0 size:7" took too long (108.687863ms) to execute
Feb 01 01:27:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:16.944078 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecs/\" range_end:\"/registry/config.istio.io/httpapispecs0\" " with result "range_response_count:0 size:7" took too long (167.906412ms) to execute
Feb 01 01:27:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:16.944275 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/policies.authentication.istio.io\" " with result "range_response_count:1 size:2585" took too long (170.3382ms) to execute
Feb 01 01:27:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:16.944704 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecs.config.istio.io\" " with result "range_response_count:1 size:2367" took too long (164.63139ms) to execute
Feb 01 01:27:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:16.944833 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecbindings.config.istio.io\" " with result "range_response_count:1 size:2673" took too long (167.86322ms) to execute
Feb 01 01:27:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:17.151641 W | etcdserver: request "header:<ID:14919139277750858215 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecs.config.istio.io\" mod_revision:53081366 > success:<request_delete_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecs.config.istio.io\" > > failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecs.config.istio.io\" > >>" with result "size:22" took too long (134.029764ms) to execute
Feb 01 01:27:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:17.152627 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecbindings.config.istio.io\" " with result "range_response_count:1 size:2645" took too long (147.404758ms) to execute
Feb 01 01:27:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:17.166216 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/attributemanifests.config.istio.io\" " with result "range_response_count:1 size:2565" took too long (157.584319ms) to execute
Feb 01 01:27:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:17.397092 W | etcdserver: request "header:<ID:14919139277750858240 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/circonuses.config.istio.io\" mod_revision:53071784 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/circonuses.config.istio.io\" value_size:2658 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/circonuses.config.istio.io\" > >>" with result "size:20" took too long (145.131897ms) to execute
Feb 01 01:27:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:17.640356 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/circonuses.config.istio.io\" " with result "range_response_count:1 size:2631" took too long (143.190852ms) to execute
Feb 01 01:27:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:17.674764 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/deniers.config.istio.io\" " with result "range_response_count:1 size:2593" took too long (173.820088ms) to execute
Feb 01 01:27:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:17.674924 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kubernetesenvs.config.istio.io\" " with result "range_response_count:1 size:2525" took too long (174.779947ms) to execute
Feb 01 01:27:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:17.874186 W | etcdserver: request "header:<ID:14919139277750858278 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/fluentds.config.istio.io\" mod_revision:53081398 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/fluentds.config.istio.io\" value_size:2499 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/fluentds.config.istio.io\" > >>" with result "size:20" took too long (129.75734ms) to execute
Feb 01 01:27:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:17.874696 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/memquotas.config.istio.io\" " with result "range_response_count:1 size:2445" took too long (140.84548ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.116718 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops/\" range_end:\"/registry/config.istio.io/noops0\" " with result "range_response_count:0 size:7" took too long (165.805108ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.116852 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/memquotas.config.istio.io\" " with result "range_response_count:1 size:2625" took too long (166.770223ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.143994 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/prometheuses.config.istio.io\" " with result "range_response_count:1 size:2483" took too long (175.0547ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.144139 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/listcheckers.config.istio.io\" " with result "range_response_count:1 size:2673" took too long (178.362021ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.366198 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/redisquotas.config.istio.io\" " with result "range_response_count:1 size:2339" took too long (160.235988ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.369557 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rbacs/\" range_end:\"/registry/config.istio.io/rbacs0\" " with result "range_response_count:0 size:7" took too long (151.62962ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.369604 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (126.91516ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.369847 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/prometheuses.config.istio.io\" " with result "range_response_count:1 size:2663" took too long (150.968183ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.593521 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/signalfxs/\" range_end:\"/registry/config.istio.io/signalfxs0\" " with result "range_response_count:0 size:7" took too long (145.603017ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.593997 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacs.config.istio.io\" " with result "range_response_count:1 size:2561" took too long (146.396763ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.595974 W | etcdserver: request "header:<ID:14919139277750858339 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/redisquotas.config.istio.io\" mod_revision:53081431 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/redisquotas.config.istio.io\" value_size:2406 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/redisquotas.config.istio.io\" > >>" with result "size:20" took too long (125.792506ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.831373 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stackdrivers/\" range_end:\"/registry/config.istio.io/stackdrivers0\" " with result "range_response_count:0 size:7" took too long (148.992155ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.831732 W | etcdserver: request "header:<ID:14919139277750858356 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/solarwindses.config.istio.io\" mod_revision:53081438 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/solarwindses.config.istio.io\" value_size:2549 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/solarwindses.config.istio.io\" > >>" with result "size:20" took too long (133.076465ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.847666 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/stdios.config.istio.io\" " with result "range_response_count:1 size:2397" took too long (158.008579ms) to execute
Feb 01 01:27:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:18.848428 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/kube-system/\" range_end:\"/registry/resourcequotas/kube-system0\" " with result "range_response_count:0 size:7" took too long (163.931581ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.081599 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/authorizations.config.istio.io\" " with result "range_response_count:1 size:2527" took too long (169.333923ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.081679 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/apikeys/\" range_end:\"/registry/config.istio.io/apikeys0\" " with result "range_response_count:0 size:7" took too long (155.683165ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.082220 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/statsds.config.istio.io\" " with result "range_response_count:1 size:2593" took too long (154.028515ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.082345 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/stdios.config.istio.io\" " with result "range_response_count:1 size:2577" took too long (154.618363ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.082542 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (137.348244ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.311651 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/checknothings/\" range_end:\"/registry/config.istio.io/checknothings0\" " with result "range_response_count:0 size:7" took too long (157.381113ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.311801 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/apikeys.config.istio.io\" " with result "range_response_count:1 size:2595" took too long (158.168562ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.311951 W | etcdserver: request "header:<ID:14919139277750858400 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kuberneteses.config.istio.io\" mod_revision:53071844 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kuberneteses.config.istio.io\" value_size:2724 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kuberneteses.config.istio.io\" > >>" with result "size:20" took too long (124.769314ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.327015 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/authorizations.config.istio.io\" " with result "range_response_count:1 size:2707" took too long (152.759249ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.358149 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (150.533467ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.535048 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/checknothings.config.istio.io\" " with result "range_response_count:1 size:2691" took too long (166.099257ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.535109 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listentries/\" range_end:\"/registry/config.istio.io/listentries0\" " with result "range_response_count:0 size:7" took too long (137.455818ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.535238 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/logentries.config.istio.io\" " with result "range_response_count:1 size:3882" took too long (166.076115ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.535413 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kuberneteses.config.istio.io\" " with result "range_response_count:1 size:2699" took too long (136.926459ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.535521 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.0.8\" " with result "range_response_count:1 size:133" took too long (139.42158ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.784600 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/metrics.config.istio.io\" " with result "range_response_count:1 size:2415" took too long (169.771899ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.785104 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/logentries.config.istio.io\" " with result "range_response_count:1 size:4062" took too long (151.668814ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.785227 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (138.617325ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.785441 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges/\" range_end:\"/registry/config.istio.io/edges0\" " with result "range_response_count:0 size:7" took too long (150.786242ms) to execute
Feb 01 01:27:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:19.786567 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/listentries.config.istio.io\" " with result "range_response_count:1 size:2649" took too long (155.670921ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.003686 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/metrics.config.istio.io\" " with result "range_response_count:1 size:2595" took too long (119.452588ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.003787 W | etcdserver: request "header:<ID:14919139277750858457 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/reportnothings.config.istio.io\" mod_revision:53071863 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/reportnothings.config.istio.io\" value_size:2730 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/reportnothings.config.istio.io\" > >>" with result "size:20" took too long (118.333381ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.004585 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/edges.config.istio.io\" " with result "range_response_count:1 size:2563" took too long (119.942497ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.382200 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotas.config.istio.io\" " with result "range_response_count:1 size:2579" took too long (371.602063ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.382269 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/tracespans.config.istio.io\" " with result "range_response_count:1 size:2463" took too long (370.911259ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.382497 W | etcdserver: request "header:<ID:14919139277750858463 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/metrics.config.istio.io\" mod_revision:53081492 > success:<request_delete_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/metrics.config.istio.io\" > > failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/metrics.config.istio.io\" > >>" with result "size:22" took too long (273.261954ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.382874 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (164.498249ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.383101 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/reportnothings/\" range_end:\"/registry/config.istio.io/reportnothings0\" " with result "range_response_count:0 size:7" took too long (346.659862ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.604771 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/tracespans/\" range_end:\"/registry/config.istio.io/tracespans0\" " with result "range_response_count:0 size:7" took too long (129.002549ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.604833 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacconfigs.rbac.istio.io\" " with result "range_response_count:1 size:2451" took too long (210.640032ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.605121 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/reportnothings.config.istio.io\" " with result "range_response_count:1 size:2707" took too long (129.100717ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.605221 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotas.config.istio.io\" " with result "range_response_count:1 size:2579" took too long (130.722436ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.843432 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/servicerolebindings.rbac.istio.io\" " with result "range_response_count:1 size:3386" took too long (162.440372ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.843749 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/serviceroles/\" range_end:\"/registry/rbac.istio.io/serviceroles0\" " with result "range_response_count:0 size:7" took too long (161.189098ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.874839 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacconfigs.rbac.istio.io\" " with result "range_response_count:1 size:2631" took too long (172.996488ms) to execute
Feb 01 01:27:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:20.874975 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/tracespans.config.istio.io\" " with result "range_response_count:1 size:2643" took too long (173.68933ms) to execute
Feb 01 01:27:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:21.070305 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/serviceroles.rbac.istio.io\" " with result "range_response_count:1 size:2645" took too long (143.697589ms) to execute
Feb 01 01:27:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:21.070653 W | etcdserver: request "header:<ID:14919139277750858502 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/adapters.config.istio.io\" mod_revision:53081515 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/adapters.config.istio.io\" value_size:2594 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/adapters.config.istio.io\" > >>" with result "size:20" took too long (124.936133ms) to execute
Feb 01 01:27:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:21.071053 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacconfigs.rbac.istio.io\" " with result "range_response_count:1 size:2631" took too long (146.829306ms) to execute
Feb 01 01:27:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:21.071301 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/servicerolebindings/\" range_end:\"/registry/rbac.istio.io/servicerolebindings0\" " with result "range_response_count:0 size:7" took too long (127.380704ms) to execute
Feb 01 01:27:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:21.085829 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/instances.config.istio.io\" " with result "range_response_count:1 size:2447" took too long (128.917983ms) to execute
Feb 01 01:27:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 01:27:21.309691 W | etcdserver: request "header:<ID:14919139277750858518 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/templates.config.istio.io\" mod_revision:53081521 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/templates.config.istio.io\" value_size:2611 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/templates.config.istio.io\" > >>" with result "size:20" took too long (134.212689ms) to execute
