-- Logs begin at Fri 2020-01-31 20:55:11 UTC, end at Sun 2020-02-02 06:49:55 UTC. --
Feb 02 06:29:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:29:47.876555 I | mvcc: store.index: compact 53368813
Feb 02 06:33:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:33:32.336571 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/authorizations\" range_end:\"/registry/config.istio.io/authorizationt\" count_only:true " with result "range_response_count:0 size:7" took too long (113.096448ms) to execute
Feb 02 06:33:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:33:32.336692 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (128.774712ms) to execute
Feb 02 06:33:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:33:32.336839 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (213.46001ms) to execute
Feb 02 06:34:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:34:39.047503 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (117.807982ms) to execute
Feb 02 06:34:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:34:39.047611 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (248.626524ms) to execute
Feb 02 06:34:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:34:47.891031 I | mvcc: store.index: compact 53369675
Feb 02 06:34:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:34:47.900560 I | mvcc: finished scheduled compaction at 53369675 (took 7.399093ms)
Feb 02 06:34:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:34:48.222957 W | etcdserver: request "header:<ID:14919139277751998859 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:53370476 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:3914 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (239.289277ms) to execute
Feb 02 06:37:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:37:09.431671 W | etcdserver: request "header:<ID:14919139277752000444 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-8psdr\" mod_revision:53370832 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-8psdr\" value_size:2870 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-8psdr\" > >>" with result "size:20" took too long (118.873702ms) to execute
Feb 02 06:37:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:37:09.446397 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (112.910143ms) to execute
Feb 02 06:37:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:37:09.476742 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (103.835136ms) to execute
Feb 02 06:37:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:37:09.656570 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9vtlf\" " with result "range_response_count:1 size:2946" took too long (148.238855ms) to execute
Feb 02 06:37:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:37:09.656762 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (127.003759ms) to execute
Feb 02 06:37:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:37:55.508151 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (134.637477ms) to execute
Feb 02 06:38:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:04.244506 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (504.492147ms) to execute
Feb 02 06:38:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:04.311625 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (524.657397ms) to execute
Feb 02 06:38:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:04.312153 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecs\" range_end:\"/registry/config.istio.io/httpapispect\" count_only:true " with result "range_response_count:0 size:7" took too long (469.916767ms) to execute
Feb 02 06:38:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:29.769130 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stdios\" range_end:\"/registry/config.istio.io/stdiot\" count_only:true " with result "range_response_count:0 size:7" took too long (725.081849ms) to execute
Feb 02 06:38:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:29.769179 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (895.871688ms) to execute
Feb 02 06:38:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:29.769288 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-87vwp\" " with result "range_response_count:1 size:2314" took too long (124.68661ms) to execute
Feb 02 06:38:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:29.769388 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (725.792542ms) to execute
Feb 02 06:38:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:29.769517 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (271.919592ms) to execute
Feb 02 06:38:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:30.116805 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (139.047453ms) to execute
Feb 02 06:38:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:30.766377 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/apikeys\" range_end:\"/registry/config.istio.io/apikeyt\" count_only:true " with result "range_response_count:0 size:7" took too long (172.530314ms) to execute
Feb 02 06:38:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:38.571452 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (100.876388ms) to execute
Feb 02 06:38:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:42.599981 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (656.236872ms) to execute
Feb 02 06:38:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:42.600219 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (520.140839ms) to execute
Feb 02 06:38:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:42.600247 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-9vtlf.15ef8274d81fc276\" " with result "range_response_count:1 size:591" took too long (357.278852ms) to execute
Feb 02 06:38:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:42.600276 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9vtlf\" " with result "range_response_count:1 size:4029" took too long (357.305447ms) to execute
Feb 02 06:38:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:54.526988 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (117.074441ms) to execute
Feb 02 06:38:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:54.539674 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (118.980472ms) to execute
Feb 02 06:38:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:59.204676 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (331.541ms) to execute
Feb 02 06:38:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:38:59.205269 W | etcdserver: request "header:<ID:14919139277752001648 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:53371095 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:3914 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (322.852595ms) to execute
Feb 02 06:39:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:02.601680 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (476.028035ms) to execute
Feb 02 06:39:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:08.956218 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (647.16323ms) to execute
Feb 02 06:39:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:09.316468 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (517.512383ms) to execute
Feb 02 06:39:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:09.317372 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (562.584814ms) to execute
Feb 02 06:39:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:09.912627 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (277.058308ms) to execute
Feb 02 06:39:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:09.912996 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (469.336096ms) to execute
Feb 02 06:39:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:10.147976 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (131.503565ms) to execute
Feb 02 06:39:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:10.148030 W | etcdserver: request "header:<ID:14919139277752001797 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-bg5lh.15ef82902fa395d3\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-bg5lh.15ef82902fa395d3\" value_size:389 lease:5695767240897225969 >> failure:<>>" with result "size:20" took too long (128.730937ms) to execute
Feb 02 06:39:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:10.148481 W | etcdserver: read-only range request "key:\"/registry/secrets/default/istio.default\" " with result "range_response_count:1 size:4168" took too long (111.604581ms) to execute
Feb 02 06:39:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:10.148702 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (111.505457ms) to execute
Feb 02 06:39:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:10.149115 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (116.145743ms) to execute
Feb 02 06:39:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:27.451655 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (103.21997ms) to execute
Feb 02 06:39:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:28.573814 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (197.625305ms) to execute
Feb 02 06:39:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:47.905462 I | mvcc: store.index: compact 53370499
Feb 02 06:39:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:47.914628 I | mvcc: finished scheduled compaction at 53370499 (took 7.297451ms)
Feb 02 06:39:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:39:48.156903 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (154.666721ms) to execute
Feb 02 06:40:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:07.815101 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (270.158594ms) to execute
Feb 02 06:40:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:07.820107 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (183.988423ms) to execute
Feb 02 06:40:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:07.820209 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (243.756561ms) to execute
Feb 02 06:40:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:10.603139 W | etcdserver: request "header:<ID:14919139277752002476 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15ef829e426070a4\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15ef829e426070a4\" value_size:354 lease:5695767240897226652 >> failure:<>>" with result "size:20" took too long (126.072052ms) to execute
Feb 02 06:40:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:10.849879 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1064" took too long (160.645867ms) to execute
Feb 02 06:40:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:10.849922 W | etcdserver: request "header:<ID:14919139277752002492 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-4t6nl\" mod_revision:53371296 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-4t6nl\" value_size:3504 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-4t6nl\" > >>" with result "size:20" took too long (134.014821ms) to execute
Feb 02 06:40:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:19.225193 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/cloudwatches\" range_end:\"/registry/config.istio.io/cloudwatchet\" count_only:true " with result "range_response_count:0 size:7" took too long (113.021305ms) to execute
Feb 02 06:40:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:22.965389 W | wal: sync duration of 1.073900409s, expected less than 1s
Feb 02 06:40:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:22.968726 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (968.683048ms) to execute
Feb 02 06:40:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:22.968810 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (649.668065ms) to execute
Feb 02 06:40:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:22.968912 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (424.74525ms) to execute
Feb 02 06:40:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:22.969056 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (393.260593ms) to execute
Feb 02 06:40:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:22.969197 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (508.605915ms) to execute
Feb 02 06:40:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:25.610073 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (625.176885ms) to execute
Feb 02 06:40:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:25.616335 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1428" took too long (497.903989ms) to execute
Feb 02 06:40:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:25.616464 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (212.768951ms) to execute
Feb 02 06:40:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:25.616621 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/servicerolebindings\" range_end:\"/registry/rbac.istio.io/servicerolebindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (462.349102ms) to execute
Feb 02 06:40:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:28.368965 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (658.621999ms) to execute
Feb 02 06:40:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:28.369034 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (528.215876ms) to execute
Feb 02 06:40:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:28.369200 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (454.853023ms) to execute
Feb 02 06:40:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:29.404092 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (256.332812ms) to execute
Feb 02 06:40:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:29.414557 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecbindings\" range_end:\"/registry/config.istio.io/quotaspecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (115.672811ms) to execute
Feb 02 06:40:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:31.801060 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (118.915519ms) to execute
Feb 02 06:40:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:36.076474 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/sidecars\" range_end:\"/registry/networking.istio.io/sidecart\" count_only:true " with result "range_response_count:0 size:7" took too long (221.978039ms) to execute
Feb 02 06:40:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:36.076654 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (207.036275ms) to execute
Feb 02 06:40:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:48.277085 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/rbacconfigs\" range_end:\"/registry/rbac.istio.io/rbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (200.643016ms) to execute
Feb 02 06:40:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:40:48.277266 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (482.520753ms) to execute
Feb 02 06:41:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:10.321238 W | wal: sync duration of 1.102704873s, expected less than 1s
Feb 02 06:41:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:10.321617 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (900.249185ms) to execute
Feb 02 06:41:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:10.329576 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (514.243682ms) to execute
Feb 02 06:41:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:11.086826 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (386.814009ms) to execute
Feb 02 06:41:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:11.086885 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-pilot-service-account-token-gj9gj\" " with result "range_response_count:1 size:2433" took too long (260.07291ms) to execute
Feb 02 06:41:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:11.220342 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (105.271651ms) to execute
Feb 02 06:41:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:11.670377 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15ef82ac6d6bf5e0\" " with result "range_response_count:1 size:485" took too long (227.040365ms) to execute
Feb 02 06:41:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:11.678151 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (188.168444ms) to execute
Feb 02 06:41:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:12.278449 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (453.554766ms) to execute
