-- Logs begin at Thu 2019-12-19 16:58:51 UTC, end at Sat 2019-12-21 03:33:26 UTC. --
Dec 21 03:11:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:11:05.374361 W | wal: sync duration of 1.774144949s, expected less than 1s
Dec 21 03:17:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:45.752874 W | etcdserver: request "header:<ID:14919139277709083756 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-gnhhg\" mod_revision:45446848 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-gnhhg\" value_size:4065 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-gnhhg\" > >>" with result "size:20" took too long (235.613339ms) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.158798 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecs\" range_end:\"/registry/config.istio.io/quotaspect\" count_only:true " with result "range_response_count:0 size:7" took too long (1.716747978s) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.158870 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (683.066816ms) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.159360 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-tth2t\" " with result "range_response_count:1 size:2314" took too long (1.264362568s) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.159805 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (1.397606047s) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.159861 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-tth2t\" " with result "range_response_count:1 size:2314" took too long (1.828234922s) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.160709 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (1.397239843s) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.160994 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (400.115144ms) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.161214 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (356.400897ms) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.161312 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (396.574458ms) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.161928 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (397.219864ms) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.163877 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (424.725665ms) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.164169 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (424.83803ms) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.165139 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (404.532325ms) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.165675 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (576.198882ms) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.166314 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kubernetes-dashboard\" " with result "range_response_count:1 size:523" took too long (405.74427ms) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.166937 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-gnhhg\" " with result "range_response_count:1 size:4141" took too long (406.689283ms) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.171647 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-tth2t\" " with result "range_response_count:1 size:2314" took too long (610.488687ms) to execute
Dec 21 03:17:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:46.172981 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (246.16359ms) to execute
Dec 21 03:17:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:47.272352 W | wal: sync duration of 1.084658082s, expected less than 1s
Dec 21 03:17:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:47.275728 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4297" took too long (1.087841857s) to execute
Dec 21 03:17:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 03:17:47.275884 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (1.081909044s) to execute
