-- Logs begin at Thu 2020-01-30 03:46:10 UTC, end at Sat 2020-02-01 00:59:50 UTC. --
Feb 01 00:36:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:36:32.013259 W | etcdserver: request "header:<ID:14919139277750821541 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/default/backend\" mod_revision:53072966 > success:<request_put:<key:\"/registry/services/endpoints/default/backend\" value_size:1166 >> failure:<request_range:<key:\"/registry/services/endpoints/default/backend\" > >>" with result "size:20" took too long (125.194682ms) to execute
Feb 01 00:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:44:13.091995 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-ffw6k\" " with result "range_response_count:1 size:2440" took too long (689.949899ms) to execute
Feb 01 00:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:44:13.092042 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-9p9rs\" " with result "range_response_count:1 size:2314" took too long (1.001749438s) to execute
Feb 01 00:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:44:13.092112 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (424.792841ms) to execute
Feb 01 00:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:44:13.092210 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stdios\" range_end:\"/registry/config.istio.io/stdiot\" count_only:true " with result "range_response_count:0 size:7" took too long (1.428022521s) to execute
Feb 01 00:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:44:13.092629 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.105226082s) to execute
Feb 01 00:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:44:13.092876 W | etcdserver: request "header:<ID:14919139277750827576 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:53074663 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (280.913866ms) to execute
Feb 01 00:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:44:13.130741 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (259.705114ms) to execute
Feb 01 00:49:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:49:11.323032 I | mvcc: store.index: compact 53074682
Feb 01 00:49:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:49:11.336034 I | mvcc: finished scheduled compaction at 53074682 (took 10.634753ms)
Feb 01 00:49:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:49:11.781372 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (437.861019ms) to execute
Feb 01 00:49:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:49:11.781594 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (437.06299ms) to execute
Feb 01 00:49:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:49:11.781706 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (186.114057ms) to execute
Feb 01 00:49:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:49:29.037099 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.networking.k8s.io\" " with result "range_response_count:1 size:644" took too long (248.327185ms) to execute
Feb 01 00:49:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:49:29.037346 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-ffw6k\" " with result "range_response_count:1 size:2440" took too long (199.383664ms) to execute
Feb 01 00:49:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:49:29.037475 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.apps\" " with result "range_response_count:1 size:605" took too long (242.477898ms) to execute
Feb 01 00:49:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:49:29.037507 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta1.autoscaling\" " with result "range_response_count:1 size:640" took too long (245.855435ms) to execute
Feb 01 00:49:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:49:29.037553 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.certificates.k8s.io\" " with result "range_response_count:1 size:664" took too long (249.314813ms) to execute
Feb 01 00:49:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:49:29.037657 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (249.653824ms) to execute
Feb 01 00:50:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:50:49.417560 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (143.866606ms) to execute
Feb 01 00:50:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:50:59.550080 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ppg4t\" " with result "range_response_count:1 size:4364" took too long (139.343973ms) to execute
Feb 01 00:51:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:51:21.244112 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (141.046909ms) to execute
Feb 01 00:51:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:51:21.413770 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (166.428159ms) to execute
Feb 01 00:51:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:51:21.413877 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (140.607773ms) to execute
Feb 01 00:51:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:51:21.413912 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (136.526003ms) to execute
Feb 01 00:51:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:51:55.098761 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (156.61585ms) to execute
Feb 01 00:52:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:52:05.161541 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (176.840429ms) to execute
Feb 01 00:52:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:52:10.565556 W | etcdserver: read-only range request "key:\"/registry/limitranges/istio-system/\" range_end:\"/registry/limitranges/istio-system0\" " with result "range_response_count:0 size:7" took too long (147.330827ms) to execute
Feb 01 00:52:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:52:10.565711 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3153" took too long (133.167368ms) to execute
Feb 01 00:52:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:52:10.781313 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-fg94z\" " with result "range_response_count:1 size:2634" took too long (110.400126ms) to execute
Feb 01 00:52:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:52:34.336575 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:10" took too long (247.597526ms) to execute
Feb 01 00:52:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:52:40.905151 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (215.077804ms) to execute
Feb 01 00:52:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:52:40.905595 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (265.673922ms) to execute
Feb 01 00:52:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:52:40.905877 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (284.213042ms) to execute
Feb 01 00:52:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:52:52.316974 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/servicerolebindings\" range_end:\"/registry/rbac.istio.io/servicerolebindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (149.492057ms) to execute
Feb 01 00:53:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:53:00.051478 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (114.092675ms) to execute
Feb 01 00:54:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:54:04.379487 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (104.98189ms) to execute
Feb 01 00:54:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:54:11.338705 I | mvcc: store.index: compact 53075376
Feb 01 00:54:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:54:11.346529 I | mvcc: finished scheduled compaction at 53075376 (took 5.799923ms)
Feb 01 00:54:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:54:11.620855 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (211.498109ms) to execute
Feb 01 00:54:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:54:11.621218 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (169.097838ms) to execute
Feb 01 00:54:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:54:44.420498 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (143.558641ms) to execute
Feb 01 00:55:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:55:02.157950 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/virtualservices\" range_end:\"/registry/networking.istio.io/virtualservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (167.94825ms) to execute
Feb 01 00:55:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:55:02.158020 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (128.065312ms) to execute
Feb 01 00:56:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 00:56:14.908963 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/logentries\" range_end:\"/registry/config.istio.io/logentriet\" count_only:true " with result "range_response_count:0 size:9" took too long (245.268083ms) to execute
