-- Logs begin at Thu 2020-01-30 14:51:24 UTC, end at Sat 2020-02-01 10:56:38 UTC. --
Feb 01 10:33:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:33:35.856682 W | etcdserver: request "header:<ID:14919139277751198083 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:53169390 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:383 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:20" took too long (108.75271ms) to execute
Feb 01 10:39:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:39:19.333666 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-citadel-service-account-token-4f96l\" " with result "range_response_count:1 size:2447" took too long (193.945007ms) to execute
Feb 01 10:39:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:39:19.333819 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-m84vg\" " with result "range_response_count:1 size:2314" took too long (793.975883ms) to execute
Feb 01 10:39:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:39:47.576131 W | etcdserver: request "header:<ID:14919139277751202217 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" mod_revision:53170317 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" value_size:2463 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" > >>" with result "size:20" took too long (124.302713ms) to execute
Feb 01 10:39:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:39:47.576414 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (127.46855ms) to execute
Feb 01 10:39:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:39:47.591403 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (117.048274ms) to execute
Feb 01 10:39:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:39:47.591474 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (142.038839ms) to execute
Feb 01 10:39:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:39:47.591525 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-t658x\" " with result "range_response_count:1 size:3255" took too long (124.691732ms) to execute
Feb 01 10:40:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:40:02.623663 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-pilot.15ef40cc700c2da9\" " with result "range_response_count:1 size:460" took too long (148.231032ms) to execute
Feb 01 10:40:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:40:02.624140 W | etcdserver: request "header:<ID:14919139277751202409 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/istio-system/istio-pilot\" mod_revision:53170360 > success:<request_put:<key:\"/registry/deployments/istio-system/istio-pilot\" value_size:5867 >> failure:<request_range:<key:\"/registry/deployments/istio-system/istio-pilot\" > >>" with result "size:20" took too long (133.212404ms) to execute
Feb 01 10:40:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:40:02.638453 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (162.557572ms) to execute
Feb 01 10:40:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:40:02.854351 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" " with result "range_response_count:1 size:2549" took too long (129.344741ms) to execute
Feb 01 10:40:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:40:02.854494 W | etcdserver: request "header:<ID:14919139277751202430 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" mod_revision:53170324 > success:<request_put:<key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" value_size:687 >> failure:<request_range:<key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" > >>" with result "size:20" took too long (127.320398ms) to execute
Feb 01 10:40:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:40:02.854573 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-86npp\" " with result "range_response_count:1 size:2634" took too long (112.736719ms) to execute
Feb 01 10:40:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:40:02.854619 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-pilot\" " with result "range_response_count:1 size:536" took too long (128.505542ms) to execute
Feb 01 10:42:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:42:39.738871 I | etcdserver: start to snapshot (applied: 58597378, lastsnap: 58587377)
Feb 01 10:42:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:42:39.829532 I | etcdserver: saved snapshot at index 58597378
Feb 01 10:42:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:42:39.830105 I | etcdserver: compacted raft log at 58592378
Feb 01 10:42:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:42:58.006108 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-00000000037d5cad.snap successfully
Feb 01 10:44:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:44:17.532135 I | mvcc: store.index: compact 53170261
Feb 01 10:44:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:44:17.540947 I | mvcc: finished scheduled compaction at 53170261 (took 6.51582ms)
Feb 01 10:47:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:47:39.021542 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (159.711245ms) to execute
Feb 01 10:49:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:49:17.547178 I | mvcc: store.index: compact 53170846
Feb 01 10:49:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:49:17.554950 I | mvcc: finished scheduled compaction at 53170846 (took 5.573639ms)
Feb 01 10:49:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:49:17.721540 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (138.77813ms) to execute
Feb 01 10:52:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:52:43.651956 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (271.703628ms) to execute
