-- Logs begin at Wed 2019-09-25 08:50:03 UTC, end at Fri 2019-09-27 12:34:48 UTC. --
Sep 27 12:12:57 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:12:57.021283 W | etcdserver: request "header:<ID:14919135698845279265 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:30530020 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5180 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (318.502496ms) to execute
Sep 27 12:13:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:23.439532 W | etcdserver: request "header:<ID:14919135698845279649 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:30530250 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:383 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:20" took too long (1.445514911s) to execute
Sep 27 12:13:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:23.439986 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.07442134s) to execute
Sep 27 12:13:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:23.443086 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.265947175s) to execute
Sep 27 12:13:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:23.443378 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (634.356187ms) to execute
Sep 27 12:13:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:23.443678 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-cvvpw\" " with result "range_response_count:1 size:2448" took too long (282.243224ms) to execute
Sep 27 12:13:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:24.423882 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (861.788038ms) to execute
Sep 27 12:13:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:24.424038 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (429.699944ms) to execute
Sep 27 12:13:26 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:26.202606 W | etcdserver: request "header:<ID:14919135698845279666 > lease_revoke:<id:4f0b6adf8585a50c>" with result "size:29" took too long (399.621034ms) to execute
Sep 27 12:13:26 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:26.887025 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (453.487753ms) to execute
Sep 27 12:13:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:29.670789 W | etcdserver: request "header:<ID:14919135698845279677 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:30530248 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (157.974966ms) to execute
Sep 27 12:13:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:30.628180 W | etcdserver: request "header:<ID:14919135698845279678 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:30530251 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5319 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (430.778415ms) to execute
Sep 27 12:13:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:30.628485 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (142.979728ms) to execute
Sep 27 12:13:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:30.628678 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (143.008221ms) to execute
Sep 27 12:13:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:31.954902 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (480.182406ms) to execute
Sep 27 12:13:35 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:35.263084 W | etcdserver: request "header:<ID:14919135698845279724 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:30530257 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (118.363936ms) to execute
Sep 27 12:13:41 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:41.015752 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.017434486s) to execute
Sep 27 12:13:41 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:41.016521 W | etcdserver: request "header:<ID:14919135698845279747 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:30530267 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4301 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (364.32852ms) to execute
Sep 27 12:13:41 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:41.017572 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (365.230482ms) to execute
Sep 27 12:13:41 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:41.020661 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (367.944153ms) to execute
Sep 27 12:13:49 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:49.355841 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (234.289829ms) to execute
Sep 27 12:13:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:55.822394 W | etcdserver: request "header:<ID:14919135698845279883 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:30530294 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (452.588791ms) to execute
Sep 27 12:13:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:13:55.823301 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (438.740527ms) to execute
Sep 27 12:14:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:06.670464 W | etcdserver: request "header:<ID:14919135698845279963 > lease_revoke:<id:4f0b6adf8585a668>" with result "size:29" took too long (347.481122ms) to execute
Sep 27 12:14:11 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:11.308010 W | etcdserver: request "header:<ID:14919135698845279997 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:30530322 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5319 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (144.277945ms) to execute
Sep 27 12:14:11 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:11.308201 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (134.285938ms) to execute
Sep 27 12:14:19 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:19.913476 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (267.719156ms) to execute
Sep 27 12:14:19 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:19.913644 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1476" took too long (429.186702ms) to execute
Sep 27 12:14:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:20.467119 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (311.733922ms) to execute
Sep 27 12:14:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:20.467231 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (423.68188ms) to execute
Sep 27 12:14:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:24.562477 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:7" took too long (517.446539ms) to execute
Sep 27 12:14:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:24.562907 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (624.813913ms) to execute
Sep 27 12:14:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:24.562972 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (1.107892672s) to execute
Sep 27 12:14:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:24.563119 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (562.795248ms) to execute
Sep 27 12:14:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:24.563221 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.002410768s) to execute
Sep 27 12:14:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:24.563315 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (843.755577ms) to execute
Sep 27 12:14:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:25.833922 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (464.480342ms) to execute
Sep 27 12:14:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:25.833971 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (718.451126ms) to execute
Sep 27 12:14:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:33.267644 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (516.370811ms) to execute
Sep 27 12:14:36 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:36.570301 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (190.878268ms) to execute
Sep 27 12:14:40 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:40.139141 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:9" took too long (160.765256ms) to execute
Sep 27 12:14:41 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:41.261986 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (112.722325ms) to execute
Sep 27 12:14:41 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:41.262135 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (117.731732ms) to execute
Sep 27 12:14:41 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:41.584959 W | etcdserver: request "header:<ID:14919135698845280231 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:30530377 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5319 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (193.992865ms) to execute
Sep 27 12:14:42 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:42.095671 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (195.645441ms) to execute
Sep 27 12:14:42 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:42.095895 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (191.397985ms) to execute
