-- Logs begin at Mon 2019-10-07 09:29:53 UTC, end at Thu 2019-10-10 15:48:12 UTC. --
Oct 10 15:27:29 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:27:29.135971 I | mvcc: store.index: compact 32149933
Oct 10 15:43:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:08.985133 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (807.574049ms) to execute
Oct 10 15:43:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:08.985175 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (110.05352ms) to execute
Oct 10 15:43:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:08.985454 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (525.336559ms) to execute
Oct 10 15:43:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:08.985766 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (414.057052ms) to execute
Oct 10 15:43:22 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:22.130166 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (582.868894ms) to execute
Oct 10 15:43:25 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:25.988199 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (107.969572ms) to execute
Oct 10 15:43:28 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:28.576465 W | wal: sync duration of 1.196423813s, expected less than 1s
Oct 10 15:43:28 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:28.579681 W | etcdserver: failed to revoke 4f0b6da58ec07509 ("lease not found")
Oct 10 15:43:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:34.542894 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (362.417819ms) to execute
Oct 10 15:43:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:34.554558 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (374.108013ms) to execute
Oct 10 15:43:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:37.954838 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (181.885634ms) to execute
Oct 10 15:43:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:37.954936 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (530.480911ms) to execute
Oct 10 15:43:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:41.815668 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (417.368212ms) to execute
Oct 10 15:43:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:42.758894 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (151.927937ms) to execute
Oct 10 15:43:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:42.759180 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (243.937803ms) to execute
Oct 10 15:43:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:42.759509 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (244.364847ms) to execute
Oct 10 15:43:43 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:43.201054 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (434.515178ms) to execute
Oct 10 15:43:43 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:43.202688 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" " with result "range_response_count:6 size:34525" took too long (436.135323ms) to execute
Oct 10 15:43:48 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:48.668138 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (415.291002ms) to execute
Oct 10 15:43:57 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:57.782557 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (596.341118ms) to execute
Oct 10 15:43:57 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:43:57.782763 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (390.884239ms) to execute
Oct 10 15:44:14 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:14.987423 W | wal: sync duration of 1.712697642s, expected less than 1s
Oct 10 15:44:14 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:14.987681 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (1.697517351s) to execute
Oct 10 15:44:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:15.037911 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (228.092401ms) to execute
Oct 10 15:44:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:15.038385 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.17973603s) to execute
Oct 10 15:44:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:15.038623 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (1.446356229s) to execute
Oct 10 15:44:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:15.468455 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (226.111217ms) to execute
Oct 10 15:44:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:20.425119 W | wal: sync duration of 1.15331885s, expected less than 1s
Oct 10 15:44:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:20.738536 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (1.461560038s) to execute
Oct 10 15:44:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:20.738943 W | etcdserver: request "header:<ID:14919138748426909509 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:32153232 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5180 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (312.94973ms) to execute
Oct 10 15:44:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:20.743206 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-jjmdp\" " with result "range_response_count:1 size:1735" took too long (657.845815ms) to execute
Oct 10 15:44:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:20.743436 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.201597998s) to execute
Oct 10 15:44:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:20.743689 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (696.976592ms) to execute
Oct 10 15:44:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:20.743767 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (1.466624679s) to execute
Oct 10 15:44:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:20.743891 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.078732306s) to execute
Oct 10 15:44:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:20.743935 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.17312566s) to execute
Oct 10 15:44:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:20.744004 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (776.293835ms) to execute
Oct 10 15:44:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:20.744123 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.202325728s) to execute
Oct 10 15:44:21 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:21.068719 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:1 size:1295" took too long (314.235256ms) to execute
Oct 10 15:44:21 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:21.069734 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3152" took too long (315.019108ms) to execute
Oct 10 15:44:21 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:21.070223 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5zrqt\" " with result "range_response_count:1 size:1851" took too long (133.264949ms) to execute
Oct 10 15:44:23 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:23.066371 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-g8xtx\" " with result "range_response_count:1 size:1735" took too long (225.429114ms) to execute
Oct 10 15:44:31 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:31.082818 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (554.419698ms) to execute
Oct 10 15:44:31 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:31.084571 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (205.827153ms) to execute
Oct 10 15:44:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:44.743715 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (569.495154ms) to execute
Oct 10 15:44:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:44.743803 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (569.525418ms) to execute
Oct 10 15:44:53 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:53.333730 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (150.194383ms) to execute
Oct 10 15:44:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:59.831734 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (558.67642ms) to execute
Oct 10 15:44:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:59.833162 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (461.482131ms) to execute
Oct 10 15:44:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:44:59.833850 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (200.784835ms) to execute
Oct 10 15:45:01 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:01.794416 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (594.825469ms) to execute
Oct 10 15:45:01 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:01.794546 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (646.714279ms) to execute
Oct 10 15:45:01 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:01.794652 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (579.600618ms) to execute
Oct 10 15:45:02 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:02.159621 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (112.669947ms) to execute
Oct 10 15:45:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:04.785786 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (918.259444ms) to execute
Oct 10 15:45:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:04.785865 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (926.986812ms) to execute
Oct 10 15:45:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:06.267672 W | wal: sync duration of 1.476567888s, expected less than 1s
Oct 10 15:45:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:06.456192 W | etcdserver: request "header:<ID:14919138748426909912 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:32153350 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (187.859055ms) to execute
Oct 10 15:45:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:06.456978 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (917.262946ms) to execute
Oct 10 15:45:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:06.467396 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (668.529702ms) to execute
Oct 10 15:45:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:06.468312 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (605.880977ms) to execute
Oct 10 15:45:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:10.782472 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (285.021522ms) to execute
Oct 10 15:45:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:10.782721 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (249.055848ms) to execute
Oct 10 15:45:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:11.943083 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (991.511249ms) to execute
Oct 10 15:45:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:11.943480 W | etcdserver: failed to revoke 4f0b6da58ec07898 ("lease not found")
Oct 10 15:45:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:11.949096 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (832.734772ms) to execute
Oct 10 15:45:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:11.949300 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (136.772269ms) to execute
Oct 10 15:45:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:11.949351 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (997.816443ms) to execute
Oct 10 15:45:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:13.963937 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-jtgb5\" " with result "range_response_count:1 size:1731" took too long (324.284444ms) to execute
Oct 10 15:45:14 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:14.747979 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (246.454027ms) to execute
Oct 10 15:45:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:15.042075 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (195.234446ms) to execute
Oct 10 15:45:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:15.042212 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (189.652241ms) to execute
Oct 10 15:45:21 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:21.190771 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (121.49076ms) to execute
Oct 10 15:45:22 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:22.288204 W | wal: sync duration of 1.090996324s, expected less than 1s
Oct 10 15:45:22 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:22.294809 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (329.948104ms) to execute
Oct 10 15:45:22 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:22.295090 W | etcdserver: failed to revoke 4f0b6da58ec078e0 ("lease not found")
Oct 10 15:45:22 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:22.298745 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (327.152252ms) to execute
Oct 10 15:45:22 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:22.299499 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (324.610529ms) to execute
Oct 10 15:45:25 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:25.881370 W | wal: sync duration of 1.087594817s, expected less than 1s
Oct 10 15:45:25 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:25.884071 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (212.515599ms) to execute
Oct 10 15:45:25 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:25.884281 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (664.09978ms) to execute
Oct 10 15:45:25 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:25.884387 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (619.129795ms) to execute
Oct 10 15:45:26 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:26.756518 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (241.723869ms) to execute
Oct 10 15:45:27 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:27.860990 W | wal: sync duration of 1.059252899s, expected less than 1s
Oct 10 15:45:32 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:32.324441 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (413.766587ms) to execute
Oct 10 15:45:32 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:32.324614 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (417.274693ms) to execute
Oct 10 15:45:33 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:33.330559 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (259.716611ms) to execute
Oct 10 15:45:53 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:53.204459 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (770.682068ms) to execute
Oct 10 15:45:53 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:53.204594 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (724.577775ms) to execute
Oct 10 15:45:53 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 15:45:53.204876 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (287.559389ms) to execute
