-- Logs begin at Tue 2019-12-17 17:51:17 UTC, end at Thu 2019-12-19 07:07:16 UTC. --
Dec 19 06:43:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:43:10.081617 W | wal: sync duration of 2.010980555s, expected less than 1s
Dec 19 06:43:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:43:37.822052 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (225.23903ms) to execute
Dec 19 06:44:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:08.527980 W | wal: sync duration of 1.073187511s, expected less than 1s
Dec 19 06:44:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:08.530596 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-4d2v7\" " with result "range_response_count:1 size:2440" took too long (468.127225ms) to execute
Dec 19 06:44:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:08.530641 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (657.954177ms) to execute
Dec 19 06:44:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:08.530723 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (161.927216ms) to execute
Dec 19 06:44:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:08.530779 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (443.313698ms) to execute
Dec 19 06:44:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:08.530818 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:3989" took too long (1.006191651s) to execute
Dec 19 06:44:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:38.925494 W | wal: sync duration of 1.419757864s, expected less than 1s
Dec 19 06:44:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:38.935097 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:3989" took too long (1.413561145s) to execute
Dec 19 06:44:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:38.935315 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (1.22820134s) to execute
Dec 19 06:44:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:38.935492 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (193.7127ms) to execute
Dec 19 06:44:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:38.935592 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (265.334774ms) to execute
Dec 19 06:44:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:38.935758 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (482.773992ms) to execute
Dec 19 06:44:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:38.935811 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (354.758937ms) to execute
Dec 19 06:44:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:38.935972 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (848.008689ms) to execute
Dec 19 06:44:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:38.936065 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (164.380949ms) to execute
Dec 19 06:44:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:51.012987 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (354.406645ms) to execute
Dec 19 06:44:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:44:51.054416 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (259.655754ms) to execute
Dec 19 06:45:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:45:21.351544 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (137.154659ms) to execute
Dec 19 06:45:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:45:21.351684 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (132.503436ms) to execute
Dec 19 06:45:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:45:21.352041 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-shhhz\" " with result "range_response_count:1 size:3116" took too long (140.579587ms) to execute
Dec 19 06:45:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:45:21.352223 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (136.136335ms) to execute
Dec 19 06:45:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:45:21.566121 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-shhhz\" " with result "range_response_count:1 size:3128" took too long (103.95599ms) to execute
Dec 19 06:45:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:45:36.358373 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (148.262625ms) to execute
Dec 19 06:45:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:45:36.358735 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (144.590476ms) to execute
Dec 19 06:45:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:45:36.358891 W | etcdserver: request "header:<ID:14919139277707275099 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-wgqkx.15e1b2cc8f2ff3b1\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-wgqkx.15e1b2cc8f2ff3b1\" value_size:444 lease:5695767240852498695 >> failure:<>>" with result "size:20" took too long (143.527758ms) to execute
Dec 19 06:45:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:45:36.373047 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:1154" took too long (157.027904ms) to execute
Dec 19 06:45:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:45:36.401114 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-wgqkx\" " with result "range_response_count:1 size:2738" took too long (128.884552ms) to execute
Dec 19 06:45:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:45:36.580498 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (129.339277ms) to execute
Dec 19 06:45:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:45:49.133888 I | mvcc: store.index: compact 44981333
Dec 19 06:45:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:45:49.144744 I | mvcc: finished scheduled compaction at 44981333 (took 5.681251ms)
Dec 19 06:46:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:46:38.041664 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (135.973072ms) to execute
Dec 19 06:50:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:50:41.290581 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (357.742119ms) to execute
Dec 19 06:50:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:50:41.290964 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (197.308606ms) to execute
Dec 19 06:50:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:50:41.291567 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (195.394423ms) to execute
Dec 19 06:50:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:50:49.247623 I | mvcc: store.index: compact 44982117
Dec 19 06:50:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:50:49.250036 W | etcdserver: request "header:<ID:14919139277707278758 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > compaction:<revision:44982117 > " with result "size:7" took too long (101.375565ms) to execute
Dec 19 06:50:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:50:49.255811 I | mvcc: finished scheduled compaction at 44982117 (took 5.878359ms)
Dec 19 06:50:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:50:49.545022 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (215.989343ms) to execute
Dec 19 06:52:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:27.640233 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (194.094637ms) to execute
Dec 19 06:52:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:27.925825 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:889" took too long (180.308143ms) to execute
Dec 19 06:52:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:28.214327 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-security-post-install-1.1.5-r8mlb\" " with result "range_response_count:1 size:2127" took too long (184.278313ms) to execute
Dec 19 06:52:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:28.258159 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/opas\" range_end:\"/registry/config.istio.io/opat\" count_only:true " with result "range_response_count:0 size:7" took too long (193.351968ms) to execute
Dec 19 06:52:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:28.258737 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (227.247324ms) to execute
Dec 19 06:52:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:28.473056 W | etcdserver: request "header:<ID:14919139277707279855 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/istio-system/istio-sidecar-injector\" mod_revision:44973798 > success:<request_put:<key:\"/registry/deployments/istio-system/istio-sidecar-injector\" value_size:4693 >> failure:<request_range:<key:\"/registry/deployments/istio-system/istio-sidecar-injector\" > >>" with result "size:20" took too long (148.263927ms) to execute
Dec 19 06:52:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:28.474990 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-policy\" " with result "range_response_count:1 size:926" took too long (171.872298ms) to execute
Dec 19 06:52:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:28.751785 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/daemon-set-controller-token-xnrf6\" " with result "range_response_count:1 size:2381" took too long (160.224363ms) to execute
Dec 19 06:52:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:28.983431 W | etcdserver: request "header:<ID:14919139277707279896 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/daemonsets/kube-system/kube-proxy\" mod_revision:44967448 > success:<request_put:<key:\"/registry/daemonsets/kube-system/kube-proxy\" value_size:1059 >> failure:<request_range:<key:\"/registry/daemonsets/kube-system/kube-proxy\" > >>" with result "size:20" took too long (132.238774ms) to execute
Dec 19 06:52:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:33.027557 W | etcdserver: request "header:<ID:14919139277707279934 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:44983120 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (110.466102ms) to execute
Dec 19 06:52:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:41.230449 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5969" took too long (118.079343ms) to execute
Dec 19 06:52:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:41.230835 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway.15e1afef449ca847\" " with result "range_response_count:1 size:560" took too long (122.84788ms) to execute
Dec 19 06:52:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:41.470088 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-policy.15e1afef459ec050\" " with result "range_response_count:1 size:535" took too long (152.265192ms) to execute
Dec 19 06:52:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:41.635587 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6162" took too long (159.191207ms) to execute
Dec 19 06:52:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:41.635813 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-policy.15e1afef4613d1e1\" " with result "range_response_count:1 size:571" took too long (156.977018ms) to execute
Dec 19 06:52:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:42.069440 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-egressgateway.15e1afef3967c010\" " with result "range_response_count:1 size:593" took too long (422.004347ms) to execute
Dec 19 06:52:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:52:56.524473 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-policy.15e1afef459ec050\" " with result "range_response_count:1 size:535" took too long (119.552131ms) to execute
Dec 19 06:53:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:53:10.638645 I | etcdserver: start to snapshot (applied: 49586100, lastsnap: 49576099)
Dec 19 06:53:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:53:10.764475 I | etcdserver: saved snapshot at index 49586100
Dec 19 06:53:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:53:10.764930 I | etcdserver: compacted raft log at 49581100
Dec 19 06:53:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:53:10.889337 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:9" took too long (187.216095ms) to execute
Dec 19 06:53:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:53:14.376705 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-0000000002f3dc5b.snap successfully
Dec 19 06:53:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:53:41.955765 W | etcdserver: request "header:<ID:14919139277707280800 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway.15e1afef450a066a\" mod_revision:44983447 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway.15e1afef450a066a\" value_size:490 lease:5695767240852504987 >> failure:<request_range:<key:\"/registry/events/istio-system/istio-ingressgateway.15e1afef450a066a\" > >>" with result "size:20" took too long (105.054744ms) to execute
Dec 19 06:54:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:54:08.114312 W | etcdserver: request "header:<ID:14919139277707281089 > lease_revoke:<id:4f0b6e20ca520215>" with result "size:29" took too long (248.011978ms) to execute
Dec 19 06:54:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:54:08.114477 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (185.892534ms) to execute
Dec 19 06:55:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:55:49.337033 I | mvcc: store.index: compact 44982918
Dec 19 06:55:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:55:49.344720 I | mvcc: finished scheduled compaction at 44982918 (took 6.05553ms)
Dec 19 06:55:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:55:49.870916 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (239.642298ms) to execute
Dec 19 06:55:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:55:49.871172 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (416.413487ms) to execute
Dec 19 06:56:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:51.573307 W | etcdserver: read-only range request "key:\"/registry/limitranges/istio-system/\" range_end:\"/registry/limitranges/istio-system0\" " with result "range_response_count:0 size:7" took too long (100.729445ms) to execute
Dec 19 06:56:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:51.788550 W | etcdserver: request "header:<ID:14919139277707282652 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-citadel-57cff9f899.15e1b369cee6c79d\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-citadel-57cff9f899.15e1b369cee6c79d\" value_size:382 lease:5695767240852506836 >> failure:<>>" with result "size:20" took too long (137.182159ms) to execute
Dec 19 06:56:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:51.792545 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/deployment-controller\" " with result "range_response_count:1 size:262" took too long (154.908034ms) to execute
Dec 19 06:56:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:51.804377 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-citadel-57cff9f899-n7pht\" " with result "range_response_count:1 size:1758" took too long (161.786411ms) to execute
Dec 19 06:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:52.053571 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/grafana-6585df8c56-84rv4\" " with result "range_response_count:1 size:3496" took too long (196.555727ms) to execute
Dec 19 06:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:52.054103 W | etcdserver: request "header:<ID:14919139277707282669 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-hrl24\" mod_revision:44983904 > success:<request_put:<key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-hrl24\" value_size:3031 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-hrl24\" > >>" with result "size:20" took too long (165.085777ms) to execute
Dec 19 06:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:52.342289 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-galley\" " with result "range_response_count:1 size:784" took too long (212.831129ms) to execute
Dec 19 06:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:52.342399 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/grafana-6585df8c56-84rv4\" " with result "range_response_count:1 size:3496" took too long (213.758401ms) to execute
Dec 19 06:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:52.392575 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-grafana-post-install-1.1.5-twv4x\" " with result "range_response_count:1 size:2230" took too long (231.034907ms) to execute
Dec 19 06:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:52.392815 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (162.218314ms) to execute
Dec 19 06:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:52.585373 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (186.645794ms) to execute
Dec 19 06:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:52.585520 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-psng4\" " with result "range_response_count:1 size:2732" took too long (184.546723ms) to execute
Dec 19 06:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:52.586369 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-grafana-post-install-1.1.5-twv4x\" " with result "range_response_count:1 size:2242" took too long (153.428137ms) to execute
Dec 19 06:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:52.827981 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-psng4\" " with result "range_response_count:1 size:2732" took too long (155.361724ms) to execute
Dec 19 06:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:52.828073 W | etcdserver: request "header:<ID:14919139277707282723 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-7kb4d\" mod_revision:44983147 > success:<request_put:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-7kb4d\" value_size:3137 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-7kb4d\" > >>" with result "size:20" took too long (133.893754ms) to execute
Dec 19 06:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 06:56:52.843144 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (164.069028ms) to execute
