-- Logs begin at Wed 2019-12-18 10:00:07 UTC, end at Thu 2019-12-19 19:15:50 UTC. --
Dec 19 18:54:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 18:54:05.992315 W | wal: sync duration of 1.05303781s, expected less than 1s
Dec 19 19:02:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:02:25.466770 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (421.508646ms) to execute
Dec 19 19:02:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:02:38.557020 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (138.636458ms) to execute
Dec 19 19:02:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:02:45.683774 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (102.221814ms) to execute
Dec 19 19:02:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:02:58.120533 W | etcdserver: request "header:<ID:14919139277707752777 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:45103347 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:4548 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (223.24916ms) to execute
Dec 19 19:03:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:03:08.659330 W | etcdserver: request "header:<ID:14919139277707752841 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:45103365 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:4164 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (125.401397ms) to execute
Dec 19 19:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:03:16.089452 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (848.317738ms) to execute
Dec 19 19:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:03:16.089771 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (766.906063ms) to execute
Dec 19 19:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:03:16.089829 W | etcdserver: request "header:<ID:14919139277707752898 > lease_revoke:<id:4f0b6e20ca593559>" with result "size:29" took too long (558.065738ms) to execute
Dec 19 19:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:03:16.090264 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (185.065154ms) to execute
Dec 19 19:03:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:03:16.090597 W | etcdserver: failed to revoke 4f0b6e20ca593559 ("lease not found")
Dec 19 19:03:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:03:20.384611 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (140.720185ms) to execute
Dec 19 19:03:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:03:20.384811 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.0.8\" " with result "range_response_count:1 size:133" took too long (189.182917ms) to execute
Dec 19 19:03:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:03:20.859502 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (118.922564ms) to execute
Dec 19 19:05:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:05:35.724869 I | etcdserver: start to snapshot (applied: 49716114, lastsnap: 49706113)
Dec 19 19:05:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:05:35.801276 I | etcdserver: saved snapshot at index 49716114
Dec 19 19:05:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:05:35.802941 I | etcdserver: compacted raft log at 49711114
Dec 19 19:05:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:05:45.254588 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-0000000002f5d83c.snap successfully
Dec 19 19:05:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:05:53.894698 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.apps\" " with result "range_response_count:1 size:605" took too long (245.06018ms) to execute
Dec 19 19:05:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:05:53.895132 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (243.755891ms) to execute
Dec 19 19:05:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:05:53.895297 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (242.026876ms) to execute
Dec 19 19:05:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:05:53.895481 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (243.694405ms) to execute
Dec 19 19:05:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:05:53.895637 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (242.840158ms) to execute
Dec 19 19:05:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:05:57.054889 I | mvcc: store.index: compact 45103126
Dec 19 19:05:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:05:57.062108 I | mvcc: finished scheduled compaction at 45103126 (took 5.682591ms)
Dec 19 19:07:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:07:29.716820 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (110.589435ms) to execute
Dec 19 19:08:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:08:14.979902 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (109.316315ms) to execute
Dec 19 19:08:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:08:20.178700 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (298.914685ms) to execute
Dec 19 19:08:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:08:50.778981 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (489.54845ms) to execute
Dec 19 19:08:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:08:50.779197 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (475.934293ms) to execute
Dec 19 19:08:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:08:56.731966 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (802.508136ms) to execute
Dec 19 19:08:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:08:56.732416 W | etcdserver: failed to revoke 4f0b6e20ca593fd8 ("lease not found")
Dec 19 19:08:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:08:56.732939 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (378.49359ms) to execute
Dec 19 19:09:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:09:35.119717 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (132.098078ms) to execute
Dec 19 19:10:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:10:05.395935 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (129.95834ms) to execute
Dec 19 19:10:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:10:05.396683 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (213.302452ms) to execute
Dec 19 19:10:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:10:10.556116 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (268.908957ms) to execute
Dec 19 19:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:10:15.442709 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (298.346122ms) to execute
Dec 19 19:10:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:10:35.875866 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (420.784768ms) to execute
Dec 19 19:10:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:10:35.875963 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (282.715212ms) to execute
Dec 19 19:10:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:10:35.876187 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (255.036853ms) to execute
Dec 19 19:10:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:10:40.310819 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1910" took too long (170.035132ms) to execute
Dec 19 19:10:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:10:48.167905 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (582.512526ms) to execute
Dec 19 19:10:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:10:48.168138 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (225.88256ms) to execute
Dec 19 19:10:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:10:57.091729 I | mvcc: store.index: compact 45103723
Dec 19 19:10:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:10:57.096783 I | mvcc: finished scheduled compaction at 45103723 (took 3.761144ms)
Dec 19 19:12:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:12:34.445193 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (147.610762ms) to execute
Dec 19 19:12:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:12:34.445404 W | etcdserver: request "header:<ID:14919139277707757297 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15e1db8f959ce1a9\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15e1db8f959ce1a9\" value_size:354 lease:5695767240852981470 >> failure:<>>" with result "size:20" took too long (144.719763ms) to execute
Dec 19 19:12:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:12:34.445727 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (143.928074ms) to execute
Dec 19 19:12:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:12:38.202624 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts\" range_end:\"/registry/serviceaccountt\" count_only:true " with result "range_response_count:0 size:9" took too long (103.197869ms) to execute
Dec 19 19:13:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:13:18.981721 N | compactor: Starting auto-compaction at revision 45028445
Dec 19 19:13:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 19:13:18.982060 N | compactor: Finished auto-compaction at revision 45028445
