-- Logs begin at Sun 2019-11-03 23:04:18 UTC, end at Thu 2019-11-07 06:06:22 UTC. --
Nov 07 05:46:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:46:59.921188 N | compactor: Starting auto-compaction at revision 36638966
Nov 07 05:56:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:04.280800 W | etcdserver: request "header:<ID:14919139277662529425 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-t9jn2.15d4cbb8ac6250dc\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-t9jn2.15d4cbb8ac6250dc\" value_size:389 lease:5695767240807753302 >> failure:<>>" with result "size:20" took too long (119.760811ms) to execute
Nov 07 05:56:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:06.433323 W | etcdserver: request "header:<ID:14919139277662529514 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-t9jn2\" mod_revision:36723747 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-t9jn2\" value_size:1664 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-t9jn2\" > >>" with result "size:20" took too long (106.960134ms) to execute
Nov 07 05:56:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:44.762980 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-2c4pr\" " with result "range_response_count:1 size:1855" took too long (164.508352ms) to execute
Nov 07 05:56:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:44.763029 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (142.989669ms) to execute
Nov 07 05:56:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:44.763254 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (227.099464ms) to execute
Nov 07 05:56:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:45.440640 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (637.47497ms) to execute
Nov 07 05:56:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:45.445711 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (280.630723ms) to execute
Nov 07 05:56:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:47.777796 W | wal: sync duration of 1.002851098s, expected less than 1s
Nov 07 05:56:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:48.699291 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.245032635s) to execute
Nov 07 05:56:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:48.699406 W | etcdserver: request "header:<ID:14919139277662529906 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:36723925 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5280 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (921.152816ms) to execute
Nov 07 05:56:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:48.834881 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/horizontal-pod-autoscaler\" " with result "range_response_count:1 size:274" took too long (123.634354ms) to execute
Nov 07 05:56:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:50.993441 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (148.978589ms) to execute
Nov 07 05:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:52.788785 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (972.268204ms) to execute
Nov 07 05:56:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:53.441523 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (437.984547ms) to execute
Nov 07 05:56:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:53.441918 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.265709624s) to execute
Nov 07 05:56:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:53.442109 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (1.455247432s) to execute
Nov 07 05:56:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:53.442318 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-k96fr.15d4cbaffcd83938\" " with result "range_response_count:1 size:589" took too long (1.451109981s) to execute
Nov 07 05:56:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:53.442515 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (649.845778ms) to execute
Nov 07 05:56:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:56:53.442729 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (596.016024ms) to execute
Nov 07 05:57:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:11.595130 W | etcdserver: request "header:<ID:14919139277662530087 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/backend-844b95fc6f\" mod_revision:36723980 > success:<request_put:<key:\"/registry/replicasets/default/backend-844b95fc6f\" value_size:988 >> failure:<request_range:<key:\"/registry/replicasets/default/backend-844b95fc6f\" > >>" with result "size:20" took too long (196.142966ms) to execute
Nov 07 05:57:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:11.595646 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (373.319763ms) to execute
Nov 07 05:57:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:11.600679 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (335.734201ms) to execute
Nov 07 05:57:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:17.514319 W | wal: sync duration of 1.652993895s, expected less than 1s
Nov 07 05:57:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:17.514690 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (1.64172579s) to execute
Nov 07 05:57:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:17.514790 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (1.235360016s) to execute
Nov 07 05:57:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:17.514828 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (146.689359ms) to execute
Nov 07 05:57:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:17.514908 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.122764834s) to execute
Nov 07 05:57:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:17.515065 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.636986102s) to execute
Nov 07 05:57:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:17.515194 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (1.141670589s) to execute
Nov 07 05:57:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:22.181141 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (532.341869ms) to execute
Nov 07 05:57:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:22.186895 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:7" took too long (481.460454ms) to execute
Nov 07 05:57:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:22.186951 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9tb7v\" " with result "range_response_count:1 size:1620" took too long (390.841132ms) to execute
Nov 07 05:57:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:22.187054 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (139.909741ms) to execute
Nov 07 05:57:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:26.872356 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (172.197064ms) to execute
Nov 07 05:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:33.334515 W | wal: sync duration of 1.131493317s, expected less than 1s
Nov 07 05:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:33.334911 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.104440526s) to execute
Nov 07 05:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:33.341404 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (361.947386ms) to execute
Nov 07 05:57:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:55.192644 W | wal: sync duration of 1.524614221s, expected less than 1s
Nov 07 05:57:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:55.193260 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (143.158696ms) to execute
Nov 07 05:57:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:55.193321 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (142.868769ms) to execute
Nov 07 05:57:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:55.193576 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authentication.k8s.io\" " with result "range_response_count:1 size:656" took too long (142.4332ms) to execute
Nov 07 05:57:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:55.193696 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.apps\" " with result "range_response_count:1 size:605" took too long (143.55442ms) to execute
Nov 07 05:57:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:55.193807 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.501883778s) to execute
Nov 07 05:57:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:55.194011 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.386549391s) to execute
Nov 07 05:57:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:55.194507 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (144.449006ms) to execute
Nov 07 05:57:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:55.194529 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (165.784423ms) to execute
Nov 07 05:57:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:55.194860 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (435.315652ms) to execute
Nov 07 05:57:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:55.711586 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (170.107575ms) to execute
Nov 07 05:57:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:59.220399 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (245.719287ms) to execute
Nov 07 05:57:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:59.824157 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" " with result "range_response_count:0 size:7" took too long (590.146053ms) to execute
Nov 07 05:57:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:57:59.824212 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (316.133327ms) to execute
Nov 07 05:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:05.198858 W | wal: sync duration of 1.951934793s, expected less than 1s
Nov 07 05:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:05.804795 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (2.546005624s) to execute
Nov 07 05:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:05.805330 W | etcdserver: request "header:<ID:14919139277662530512 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:36724090 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (605.997589ms) to execute
Nov 07 05:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:05.813146 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (586.795648ms) to execute
Nov 07 05:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:05.813521 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (1.032462403s) to execute
Nov 07 05:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:05.813898 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.836589352s) to execute
Nov 07 05:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:05.814089 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.972818802s) to execute
Nov 07 05:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:05.814154 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (2.428634161s) to execute
Nov 07 05:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:05.814200 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (2.248572118s) to execute
Nov 07 05:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:05.814322 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (2.309588401s) to execute
Nov 07 05:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:05.814755 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (107.674356ms) to execute
Nov 07 05:58:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:05.814876 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (562.829241ms) to execute
Nov 07 05:58:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:10.351699 W | wal: sync duration of 1.114893179s, expected less than 1s
Nov 07 05:58:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:10.351962 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (424.506592ms) to execute
Nov 07 05:58:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:10.351985 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (594.12738ms) to execute
Nov 07 05:58:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:10.352252 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (520.943238ms) to execute
Nov 07 05:58:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:10.352346 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (521.285076ms) to execute
Nov 07 05:58:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:10.352462 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (666.298694ms) to execute
Nov 07 05:58:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:13.075193 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (710.193387ms) to execute
Nov 07 05:58:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:13.075550 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (711.979849ms) to execute
Nov 07 05:58:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:13.722535 I | mvcc: store.index: compact 36723229
Nov 07 05:58:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:13.728251 I | mvcc: finished scheduled compaction at 36723229 (took 4.655081ms)
Nov 07 05:58:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:15.488895 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (197.976737ms) to execute
Nov 07 05:58:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:39.541424 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (161.603455ms) to execute
Nov 07 05:58:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:42.927275 W | wal: sync duration of 1.326157383s, expected less than 1s
Nov 07 05:58:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:42.929887 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:9" took too long (717.269671ms) to execute
Nov 07 05:58:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:44.733645 W | wal: sync duration of 1.134109661s, expected less than 1s
Nov 07 05:58:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:44.733951 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.129244783s) to execute
Nov 07 05:58:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:47.551203 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (802.563763ms) to execute
Nov 07 05:58:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:47.551242 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (324.300665ms) to execute
Nov 07 05:58:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:47.551389 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (344.379425ms) to execute
Nov 07 05:58:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:47.943832 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-operator\" " with result "range_response_count:1 size:414" took too long (388.804628ms) to execute
Nov 07 05:58:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:47.943881 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kubernetes-dashboard\" " with result "range_response_count:1 size:523" took too long (388.911014ms) to execute
Nov 07 05:58:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:58:54.523056 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-t9jn2.15d4cbdcb42db81c\" " with result "range_response_count:1 size:588" took too long (477.3369ms) to execute
Nov 07 05:59:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:04.886358 W | wal: sync duration of 1.26509312s, expected less than 1s
