-- Logs begin at Sun 2019-09-29 12:25:33 UTC, end at Tue 2019-10-01 08:28:33 UTC. --
Oct 01 08:08:07 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:08:07.811103 I | mvcc: store.index: compact 31176331
Oct 01 08:14:10 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:14:10.526883 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-2f5rw\" " with result "range_response_count:1 size:1994" took too long (319.077022ms) to execute
Oct 01 08:14:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:14:23.192695 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (120.928424ms) to execute
Oct 01 08:14:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:14:23.193067 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (121.189296ms) to execute
Oct 01 08:14:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:14:23.193098 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (104.559755ms) to execute
Oct 01 08:14:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:14:23.193178 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (121.164822ms) to execute
Oct 01 08:14:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:14:23.193285 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (116.042004ms) to execute
Oct 01 08:14:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:14:23.193386 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (121.150459ms) to execute
Oct 01 08:14:27 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:14:27.832074 W | etcdserver: request "header:<ID:14919135698848632776 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-4xv4z\" mod_revision:31178523 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-4xv4z\" value_size:1548 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-4xv4z\" > >>" with result "size:20" took too long (123.864207ms) to execute
Oct 01 08:14:50 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:14:50.419476 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-kp7cx.15c9778e187377ce\" " with result "range_response_count:1 size:591" took too long (147.798867ms) to execute
Oct 01 08:14:50 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:14:50.419617 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (110.461967ms) to execute
Oct 01 08:15:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:15:44.897440 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (358.538316ms) to execute
Oct 01 08:16:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:16:13.095663 W | etcdserver: request "header:<ID:14919135698848633701 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-zf8ss.15c977dae4617562\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-zf8ss.15c977dae4617562\" value_size:486 lease:5695763661993857663 >> failure:<>>" with result "size:20" took too long (104.741878ms) to execute
Oct 01 08:16:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:16:24.411889 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (187.810103ms) to execute
Oct 01 08:16:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:16:29.191266 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (163.907635ms) to execute
Oct 01 08:16:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:16:29.191398 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (164.023538ms) to execute
Oct 01 08:16:58 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:16:58.381646 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (134.030738ms) to execute
Oct 01 08:17:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:17:06.384317 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (170.366237ms) to execute
Oct 01 08:17:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:17:12.902533 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (116.580081ms) to execute
Oct 01 08:17:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:17:15.583431 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (269.180067ms) to execute
Oct 01 08:17:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:17:25.378374 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (108.015108ms) to execute
Oct 01 08:17:59 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:17:59.560640 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (838.138727ms) to execute
Oct 01 08:17:59 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:17:59.560690 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (567.424182ms) to execute
Oct 01 08:17:59 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:17:59.560795 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:9" took too long (717.347053ms) to execute
Oct 01 08:18:07 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:07.901656 I | mvcc: store.index: compact 31178314
Oct 01 08:18:07 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:07.908957 I | mvcc: finished scheduled compaction at 31178314 (took 6.042498ms)
Oct 01 08:18:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:15.391482 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (155.659197ms) to execute
Oct 01 08:18:16 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:16.187680 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (324.187278ms) to execute
Oct 01 08:18:16 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:16.187802 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-qxgr4\" " with result "range_response_count:1 size:2504" took too long (263.370851ms) to execute
Oct 01 08:18:16 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:16.187893 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-5dfgx.15c9779f01a66e80\" " with result "range_response_count:1 size:590" took too long (404.029592ms) to execute
Oct 01 08:18:16 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:16.188015 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (220.65143ms) to execute
Oct 01 08:18:26 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:26.266981 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (573.619616ms) to execute
Oct 01 08:18:26 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:26.460038 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (555.792579ms) to execute
Oct 01 08:18:26 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:26.460084 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-5dfgx.15c9779f01a66e80\" " with result "range_response_count:1 size:590" took too long (678.348529ms) to execute
Oct 01 08:18:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:29.164111 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (122.807341ms) to execute
Oct 01 08:18:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:32.898450 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (154.582154ms) to execute
Oct 01 08:18:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:43.597082 W | wal: sync duration of 2.456494567s, expected less than 1s
Oct 01 08:18:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:43.600952 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (2.454631481s) to execute
Oct 01 08:18:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:44.788634 W | wal: sync duration of 1.191293605s, expected less than 1s
Oct 01 08:18:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:44.791376 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (2.26248789s) to execute
Oct 01 08:18:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:44.791668 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5dfgx\" " with result "range_response_count:1 size:1854" took too long (2.641483479s) to execute
Oct 01 08:18:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:44.791704 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (3.045645615s) to execute
Oct 01 08:18:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:44.791747 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/deployment-controller\" " with result "range_response_count:1 size:262" took too long (1.182725162s) to execute
Oct 01 08:18:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:44.791843 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (1.222234966s) to execute
Oct 01 08:18:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:44.791870 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (2.985950354s) to execute
Oct 01 08:18:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:44.792001 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (1.875502142s) to execute
Oct 01 08:18:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:44.792189 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-2f5rw\" " with result "range_response_count:1 size:1855" took too long (1.029920681s) to execute
Oct 01 08:18:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:44.792567 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9szrh\" " with result "range_response_count:1 size:1730" took too long (1.093618167s) to execute
Oct 01 08:18:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:55.513158 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (663.217397ms) to execute
Oct 01 08:18:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:55.517910 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (633.990236ms) to execute
Oct 01 08:18:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:18:55.518211 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (640.754546ms) to execute
Oct 01 08:19:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:19:13.824276 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (168.508953ms) to execute
Oct 01 08:19:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:19:13.824783 W | etcdserver: request "header:<ID:14919135698848635411 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:31179338 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4301 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (157.954333ms) to execute
Oct 01 08:19:42 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:19:42.047426 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:33744" took too long (300.714832ms) to execute
Oct 01 08:19:59 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:19:59.097203 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (591.885762ms) to execute
Oct 01 08:19:59 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:19:59.097385 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (591.67868ms) to execute
Oct 01 08:20:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:20.380972 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (130.595407ms) to execute
Oct 01 08:20:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:25.909981 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (142.147459ms) to execute
Oct 01 08:20:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:29.428944 W | wal: sync duration of 2.018971684s, expected less than 1s
Oct 01 08:20:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:29.433351 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (1.553876766s) to execute
Oct 01 08:20:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:30.268047 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-zf8ss\" " with result "range_response_count:1 size:1623" took too long (1.550675578s) to execute
Oct 01 08:20:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:30.268240 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (2.339293901s) to execute
Oct 01 08:20:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:30.268511 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.613508156s) to execute
Oct 01 08:20:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:30.268634 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/pod-garbage-collector\" " with result "range_response_count:1 size:262" took too long (830.514519ms) to execute
Oct 01 08:20:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:30.268699 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (1.403970052s) to execute
Oct 01 08:20:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:30.268790 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.854339026s) to execute
Oct 01 08:20:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:30.268879 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-zf8ss.15c977504cdef73e\" " with result "range_response_count:1 size:550" took too long (829.446428ms) to execute
Oct 01 08:20:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:30.269009 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (1.879296505s) to execute
Oct 01 08:20:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:30.269110 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (681.385271ms) to execute
Oct 01 08:20:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:31.436163 W | wal: sync duration of 1.152832024s, expected less than 1s
Oct 01 08:20:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:31.438899 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-zf8ss.15c9775053d08331\" " with result "range_response_count:1 size:561" took too long (1.149857897s) to execute
Oct 01 08:20:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:31.439009 W | etcdserver: failed to revoke 4f0b6adf85b8dc5a ("lease not found")
Oct 01 08:20:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:31.785566 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-kp7cx\" " with result "range_response_count:1 size:1855" took too long (1.019376743s) to execute
Oct 01 08:20:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:31.786224 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (610.81628ms) to execute
Oct 01 08:20:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:31.786438 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (919.417036ms) to execute
Oct 01 08:20:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:32.017932 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-zf8ss.15c97750741a7ed8\" " with result "range_response_count:1 size:468" took too long (220.486478ms) to execute
Oct 01 08:20:46 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:20:46.236092 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (183.021929ms) to execute
Oct 01 08:21:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:21:23.208112 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (127.190832ms) to execute
Oct 01 08:21:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:21:23.208152 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (127.087923ms) to execute
Oct 01 08:21:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:21:23.208243 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (126.863532ms) to execute
Oct 01 08:21:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:21:23.208287 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (127.021796ms) to execute
Oct 01 08:21:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:21:23.208434 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (126.883724ms) to execute
Oct 01 08:22:35 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:22:35.316152 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-kql8x\" " with result "range_response_count:1 size:1734" took too long (107.075925ms) to execute
Oct 01 08:22:35 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:22:35.316641 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (346.876802ms) to execute
Oct 01 08:22:35 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:22:35.316820 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (280.090666ms) to execute
Oct 01 08:22:35 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:22:35.317076 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (203.442057ms) to execute
Oct 01 08:22:47 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:22:47.623189 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (120.072663ms) to execute
Oct 01 08:23:08 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:23:08.021401 I | mvcc: store.index: compact 31179186
Oct 01 08:23:08 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:23:08.029475 I | mvcc: finished scheduled compaction at 31179186 (took 6.051197ms)
Oct 01 08:23:37 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:23:37.840890 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (148.5326ms) to execute
Oct 01 08:23:53 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:23:53.222629 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (127.843627ms) to execute
Oct 01 08:23:53 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 08:23:53.222701 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "range_response_count:1 size:667" took too long (128.011409ms) to execute
