-- Logs begin at Wed 2020-01-29 20:49:21 UTC, end at Fri 2020-01-31 19:57:49 UTC. --
Jan 31 19:35:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:35:00.485811 W | etcdserver: request "header:<ID:14919139277750616561 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53020035 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (115.513669ms) to execute
Jan 31 19:38:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:38:12.240360 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (251.643582ms) to execute
Jan 31 19:38:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:38:12.240444 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "range_response_count:0 size:9" took too long (172.903647ms) to execute
Jan 31 19:38:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:38:13.393716 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/cloudwatches\" range_end:\"/registry/config.istio.io/cloudwatchet\" count_only:true " with result "range_response_count:0 size:7" took too long (403.963172ms) to execute
Jan 31 19:38:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:38:13.400069 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (366.953813ms) to execute
Jan 31 19:38:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:38:13.400164 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (114.980643ms) to execute
Jan 31 19:38:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:38:23.449094 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/metrics\" range_end:\"/registry/config.istio.io/metrict\" count_only:true " with result "range_response_count:0 size:9" took too long (119.87677ms) to execute
Jan 31 19:38:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:38:27.953751 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotas\" range_end:\"/registry/config.istio.io/quotat\" count_only:true " with result "range_response_count:0 size:7" took too long (110.014858ms) to execute
Jan 31 19:38:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:38:35.426444 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (371.036539ms) to execute
Jan 31 19:38:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:38:35.435092 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (255.17131ms) to execute
Jan 31 19:38:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:38:35.435198 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28480" took too long (281.803818ms) to execute
Jan 31 19:38:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:38:42.212660 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (249.269281ms) to execute
Jan 31 19:38:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:38:50.404501 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (557.110646ms) to execute
Jan 31 19:38:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:38:52.758471 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-fhtjr\" " with result "range_response_count:1 size:2440" took too long (181.819067ms) to execute
Jan 31 19:39:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:39:08.273512 I | mvcc: store.index: compact 53019917
Jan 31 19:39:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:39:08.280005 I | mvcc: finished scheduled compaction at 53019917 (took 4.998112ms)
Jan 31 19:39:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:39:08.622057 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (257.630005ms) to execute
Jan 31 19:39:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:39:12.805569 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (669.937535ms) to execute
Jan 31 19:39:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:39:12.805637 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (159.989067ms) to execute
Jan 31 19:39:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:39:12.805944 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (670.170485ms) to execute
Jan 31 19:39:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:39:12.805961 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/memquotas\" range_end:\"/registry/config.istio.io/memquotat\" count_only:true " with result "range_response_count:0 size:7" took too long (549.980608ms) to execute
Jan 31 19:39:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:39:12.806119 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (376.710056ms) to execute
Jan 31 19:39:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:39:15.041242 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (185.618436ms) to execute
Jan 31 19:39:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:39:16.079911 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (370.45325ms) to execute
Jan 31 19:39:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:39:16.079960 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (199.231614ms) to execute
Jan 31 19:39:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:39:16.080028 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (306.682578ms) to execute
Jan 31 19:39:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:39:36.089824 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (141.759297ms) to execute
Jan 31 19:40:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:40:04.039411 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-7g8lb\" " with result "range_response_count:1 size:2314" took too long (121.933556ms) to execute
Jan 31 19:40:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:40:30.297090 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (327.663135ms) to execute
Jan 31 19:40:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:40:30.297144 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (206.577984ms) to execute
Jan 31 19:40:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:40:30.297213 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (249.406247ms) to execute
Jan 31 19:41:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:41:10.200516 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (411.19518ms) to execute
Jan 31 19:41:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:41:10.200559 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (122.061499ms) to execute
Jan 31 19:41:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:41:10.200582 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (369.475269ms) to execute
Jan 31 19:41:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:41:10.200841 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:9" took too long (393.020839ms) to execute
Jan 31 19:41:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:41:12.055869 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (367.367254ms) to execute
Jan 31 19:41:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:41:12.062596 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (332.920603ms) to execute
Jan 31 19:41:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:41:12.062984 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (228.438235ms) to execute
Jan 31 19:41:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:41:13.938802 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecbindings\" range_end:\"/registry/config.istio.io/quotaspecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (284.053449ms) to execute
Jan 31 19:41:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:41:35.774146 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (291.293537ms) to execute
Jan 31 19:41:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:41:35.774401 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (301.213397ms) to execute
Jan 31 19:41:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:41:44.725935 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (446.200305ms) to execute
Jan 31 19:41:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:41:44.725996 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (360.406934ms) to execute
Jan 31 19:41:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:41:44.984320 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (252.942087ms) to execute
Jan 31 19:42:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:42:36.011569 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (889.511873ms) to execute
Jan 31 19:42:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:42:36.019338 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (547.905446ms) to execute
Jan 31 19:42:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:42:52.415117 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (534.370886ms) to execute
Jan 31 19:42:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:42:52.435386 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (158.429155ms) to execute
Jan 31 19:42:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:42:52.435602 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (144.917682ms) to execute
Jan 31 19:42:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:42:52.435683 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (294.57154ms) to execute
Jan 31 19:42:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:42:58.583921 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (102.612427ms) to execute
Jan 31 19:42:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:42:58.584016 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (102.041332ms) to execute
Jan 31 19:42:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:42:58.584205 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha2.config.istio.io\" " with result "range_response_count:1 size:659" took too long (102.008508ms) to execute
Jan 31 19:42:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:42:58.584302 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (101.970542ms) to execute
Jan 31 19:42:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:42:58.584396 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (101.107332ms) to execute
Jan 31 19:43:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:13.608645 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (128.121164ms) to execute
Jan 31 19:43:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:14.630284 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (355.471773ms) to execute
Jan 31 19:43:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:14.630346 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (220.885238ms) to execute
Jan 31 19:43:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:14.630525 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:4 size:17032" took too long (256.0564ms) to execute
Jan 31 19:43:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:15.781246 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/handlers\" range_end:\"/registry/config.istio.io/handlert\" count_only:true " with result "range_response_count:0 size:9" took too long (221.216869ms) to execute
Jan 31 19:43:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:15.781843 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/policies\" range_end:\"/registry/authentication.istio.io/policiet\" count_only:true " with result "range_response_count:0 size:9" took too long (419.54522ms) to execute
Jan 31 19:43:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:15.784214 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (175.51016ms) to execute
Jan 31 19:43:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:35.046707 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (231.199039ms) to execute
Jan 31 19:43:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:47.671409 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (471.899598ms) to execute
Jan 31 19:43:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:47.728070 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (359.78476ms) to execute
Jan 31 19:43:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:47.728138 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (246.033162ms) to execute
Jan 31 19:43:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:47.728340 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (256.127822ms) to execute
Jan 31 19:43:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:47.728389 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-79jdt\" " with result "range_response_count:1 size:4140" took too long (190.132748ms) to execute
Jan 31 19:43:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:52.732738 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (505.899724ms) to execute
Jan 31 19:43:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:52.741355 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (201.373396ms) to execute
Jan 31 19:43:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:52.741702 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (197.533166ms) to execute
Jan 31 19:43:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:55.273305 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (445.40219ms) to execute
Jan 31 19:43:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:55.273365 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-fhtjr\" " with result "range_response_count:1 size:2440" took too long (301.686983ms) to execute
Jan 31 19:43:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:55.273429 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (789.797048ms) to execute
Jan 31 19:43:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:55.273683 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (615.043967ms) to execute
Jan 31 19:43:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:43:55.274103 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-fhtjr\" " with result "range_response_count:1 size:2440" took too long (692.793971ms) to execute
Jan 31 19:44:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:44:07.529156 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (194.970315ms) to execute
Jan 31 19:44:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:44:07.529460 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (154.800656ms) to execute
Jan 31 19:44:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:44:08.286418 I | mvcc: store.index: compact 53020812
Jan 31 19:44:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:44:08.294910 I | mvcc: finished scheduled compaction at 53020812 (took 7.02393ms)
Jan 31 19:44:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:44:08.540533 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (188.256676ms) to execute
Jan 31 19:44:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:44:15.345250 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (206.229308ms) to execute
Jan 31 19:44:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:44:15.346178 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (253.233544ms) to execute
Jan 31 19:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:44:18.439093 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (651.480047ms) to execute
Jan 31 19:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:44:18.442650 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (566.845ms) to execute
Jan 31 19:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:44:22.400325 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (158.878369ms) to execute
Jan 31 19:44:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:44:26.182054 W | wal: sync duration of 1.710255195s, expected less than 1s
