-- Logs begin at Thu 2020-01-30 08:00:47 UTC, end at Sat 2020-02-01 03:27:23 UTC. --
Feb 01 03:04:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:19.120700 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kubernetesenvs.config.istio.io\" " with result "range_response_count:1 size:2525" took too long (163.559749ms) to execute
Feb 01 03:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:20.219014 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/prometheuses.config.istio.io\" " with result "range_response_count:1 size:2663" took too long (347.647121ms) to execute
Feb 01 03:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:20.390715 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/solarwindses.config.istio.io\" " with result "range_response_count:1 size:2483" took too long (160.616691ms) to execute
Feb 01 03:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:20.393954 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/signalfxs/\" range_end:\"/registry/config.istio.io/signalfxs0\" " with result "range_response_count:0 size:7" took too long (143.233668ms) to execute
Feb 01 03:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:20.394132 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/redisquotas.config.istio.io\" " with result "range_response_count:1 size:2519" took too long (143.48787ms) to execute
Feb 01 03:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:20.394387 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacs.config.istio.io\" " with result "range_response_count:1 size:2561" took too long (143.498264ms) to execute
Feb 01 03:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:20.629878 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stackdrivers/\" range_end:\"/registry/config.istio.io/stackdrivers0\" " with result "range_response_count:0 size:7" took too long (148.761988ms) to execute
Feb 01 03:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:20.632935 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/signalfxs.config.istio.io\" " with result "range_response_count:1 size:2625" took too long (151.382571ms) to execute
Feb 01 03:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:20.633499 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/solarwindses.config.istio.io\" " with result "range_response_count:1 size:2663" took too long (151.873771ms) to execute
Feb 01 03:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:20.868988 W | etcdserver: request "header:<ID:14919139277750920028 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/apikeys.config.istio.io\" mod_revision:53088430 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/apikeys.config.istio.io\" value_size:2625 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/apikeys.config.istio.io\" > >>" with result "size:20" took too long (137.806642ms) to execute
Feb 01 03:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:20.870313 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (148.620677ms) to execute
Feb 01 03:04:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:20.883796 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (154.988502ms) to execute
Feb 01 03:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:21.121450 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/checknothings/\" range_end:\"/registry/config.istio.io/checknothings0\" " with result "range_response_count:0 size:7" took too long (150.970352ms) to execute
Feb 01 03:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:21.157312 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/authorizations.config.istio.io\" " with result "range_response_count:1 size:2707" took too long (186.411399ms) to execute
Feb 01 03:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:21.158619 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/apikeys.config.istio.io\" " with result "range_response_count:1 size:2595" took too long (187.774427ms) to execute
Feb 01 03:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:21.359942 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listentries/\" range_end:\"/registry/config.istio.io/listentries0\" " with result "range_response_count:0 size:7" took too long (140.716811ms) to execute
Feb 01 03:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:21.360598 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/checknothings.config.istio.io\" " with result "range_response_count:1 size:2691" took too long (163.011124ms) to execute
Feb 01 03:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:21.361061 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/logentries.config.istio.io\" " with result "range_response_count:1 size:3882" took too long (163.854001ms) to execute
Feb 01 03:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:21.361719 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kuberneteses.config.istio.io\" " with result "range_response_count:1 size:2699" took too long (144.17616ms) to execute
Feb 01 03:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:21.594689 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges/\" range_end:\"/registry/config.istio.io/edges0\" " with result "range_response_count:0 size:7" took too long (138.191261ms) to execute
Feb 01 03:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:21.594845 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (142.558659ms) to execute
Feb 01 03:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:21.595221 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/logentries.config.istio.io\" " with result "range_response_count:1 size:4062" took too long (136.826939ms) to execute
Feb 01 03:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:21.595394 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/metrics.config.istio.io\" " with result "range_response_count:1 size:2415" took too long (152.005803ms) to execute
Feb 01 03:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:21.595949 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/listentries.config.istio.io\" " with result "range_response_count:1 size:2649" took too long (138.285844ms) to execute
Feb 01 03:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:21.824811 W | etcdserver: request "header:<ID:14919139277750920107 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/reportnothings.config.istio.io\" mod_revision:53088460 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/reportnothings.config.istio.io\" value_size:2730 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/reportnothings.config.istio.io\" > >>" with result "size:20" took too long (127.469494ms) to execute
Feb 01 03:04:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:21.825151 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/metrics.config.istio.io\" " with result "range_response_count:1 size:2595" took too long (129.882915ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.070984 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/tracespans/\" range_end:\"/registry/config.istio.io/tracespans0\" " with result "range_response_count:0 size:7" took too long (172.762673ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.071246 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotas.config.istio.io\" " with result "range_response_count:1 size:2579" took too long (153.354423ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.071485 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/servicerolebindings\" range_end:\"/registry/rbac.istio.io/servicerolebindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (150.588195ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.071828 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/reportnothings.config.istio.io\" " with result "range_response_count:1 size:2707" took too long (153.468347ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.305761 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/serviceroles/\" range_end:\"/registry/rbac.istio.io/serviceroles0\" " with result "range_response_count:0 size:7" took too long (154.335702ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.306186 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacconfigs.rbac.istio.io\" " with result "range_response_count:1 size:2631" took too long (132.827649ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.306672 W | etcdserver: request "header:<ID:14919139277750920142 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/servicerolebindings.rbac.istio.io\" mod_revision:53088475 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/servicerolebindings.rbac.istio.io\" value_size:3586 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/servicerolebindings.rbac.istio.io\" > >>" with result "size:20" took too long (131.962299ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.524255 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/servicerolebindings/\" range_end:\"/registry/rbac.istio.io/servicerolebindings0\" " with result "range_response_count:0 size:7" took too long (154.089017ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.524929 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/serviceroles.rbac.istio.io\" " with result "range_response_count:1 size:2645" took too long (133.408073ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.525269 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters/\" range_end:\"/registry/config.istio.io/adapters0\" " with result "range_response_count:0 size:7" took too long (131.146261ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.525810 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/instances.config.istio.io\" " with result "range_response_count:1 size:2447" took too long (147.865141ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.758070 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (157.593775ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.758181 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/adapters.config.istio.io\" " with result "range_response_count:1 size:2609" took too long (158.963415ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.758377 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/handlers.config.istio.io\" " with result "range_response_count:1 size:2429" took too long (154.299827ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.763766 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates/\" range_end:\"/registry/config.istio.io/templates0\" " with result "range_response_count:0 size:7" took too long (143.262769ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.763997 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.rbac.istio.io\" " with result "range_response_count:1 size:653" took too long (142.471196ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.993382 W | etcdserver: request "header:<ID:14919139277750920191 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/dogstatsds.config.istio.io\" mod_revision:53088333 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/dogstatsds.config.istio.io\" value_size:2548 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/dogstatsds.config.istio.io\" > >>" with result "size:20" took too long (133.406961ms) to execute
Feb 01 03:04:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:22.993931 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/handlers.config.istio.io\" " with result "range_response_count:1 size:2609" took too long (151.897192ms) to execute
Feb 01 03:04:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:23.016302 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (123.812477ms) to execute
Feb 01 03:04:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:23.017062 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/cloudwatches/\" range_end:\"/registry/config.istio.io/cloudwatches0\" " with result "range_response_count:0 size:7" took too long (174.154829ms) to execute
Feb 01 03:04:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:23.017310 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/templates.config.istio.io\" " with result "range_response_count:1 size:2627" took too long (174.624772ms) to execute
Feb 01 03:04:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:23.235615 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/dogstatsds.config.istio.io\" " with result "range_response_count:1 size:2521" took too long (146.728243ms) to execute
Feb 01 03:04:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:23.271267 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/clusterissuers.certmanager.k8s.io\" " with result "range_response_count:0 size:7" took too long (173.948907ms) to execute
Feb 01 03:04:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:23.271327 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/cloudwatches.config.istio.io\" " with result "range_response_count:1 size:2543" took too long (178.755557ms) to execute
Feb 01 03:04:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:23.271453 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/sidecars/\" range_end:\"/registry/networking.istio.io/sidecars0\" " with result "range_response_count:0 size:7" took too long (177.9407ms) to execute
Feb 01 03:04:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:29.394027 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/grafana-6585df8c56-swqh8.15ef2833aa3c0873\" " with result "range_response_count:1 size:612" took too long (110.711789ms) to execute
Feb 01 03:04:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:29.998104 W | etcdserver: request "header:<ID:14919139277750920537 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-2k8w9.15ef2835322fea4c\" mod_revision:53095778 > success:<request_delete_range:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-2k8w9.15ef2835322fea4c\" > > failure:<request_range:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-2k8w9.15ef2835322fea4c\" > >>" with result "size:22" took too long (118.060896ms) to execute
Feb 01 03:04:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:30.385114 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5.15ef25c9b0641123\" " with result "range_response_count:1 size:520" took too long (112.817411ms) to execute
Feb 01 03:04:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:31.366034 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-telemetry-57658695c8-cbvxk.15ef2595793d128c\" " with result "range_response_count:1 size:509" took too long (111.315102ms) to execute
Feb 01 03:04:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:32.874925 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (134.787592ms) to execute
Feb 01 03:04:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:32.875516 W | etcdserver: request "header:<ID:14919139277750921180 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-zsfmz\" mod_revision:53096349 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-zsfmz\" value_size:1042 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-zsfmz\" > >>" with result "size:20" took too long (113.842152ms) to execute
Feb 01 03:04:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:32.875725 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (110.93787ms) to execute
Feb 01 03:04:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:32.876029 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (126.823857ms) to execute
Feb 01 03:05:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:05:59.609057 I | etcdserver: start to snapshot (applied: 58517369, lastsnap: 58507368)
Feb 01 03:05:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:05:59.758935 I | etcdserver: saved snapshot at index 58517369
Feb 01 03:05:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:05:59.759656 I | etcdserver: compacted raft log at 58512369
Feb 01 03:06:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:06:27.439037 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-00000000037c23ad.snap successfully
Feb 01 03:07:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:07:49.408507 I | wal: segmented wal file /var/lib/etcd/member/wal/000000000000073f-00000000037ce8b2.wal is created
Feb 01 03:07:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:07:58.095039 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/000000000000073a-00000000037a6122.wal successfully
Feb 01 03:09:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:09:12.167386 I | mvcc: store.index: compact 53095838
Feb 01 03:09:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:09:12.179557 I | mvcc: finished scheduled compaction at 53095838 (took 9.96798ms)
Feb 01 03:09:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:09:12.555063 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" " with result "range_response_count:0 size:7" took too long (375.110748ms) to execute
Feb 01 03:09:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:09:18.576624 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (107.652197ms) to execute
Feb 01 03:09:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:09:18.576909 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (108.394741ms) to execute
Feb 01 03:09:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:09:18.763857 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (113.546165ms) to execute
