-- Logs begin at Fri 2019-12-20 08:29:15 UTC, end at Sat 2019-12-21 17:16:13 UTC. --
Dec 21 16:55:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:55:29.870238 W | wal: sync duration of 7.7352569s, expected less than 1s
Dec 21 16:55:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:55:29.881755 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.apps\" " with result "range_response_count:1 size:605" took too long (3.882367391s) to execute
Dec 21 16:55:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:55:29.881788 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (5.607393395s) to execute
Dec 21 16:55:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:55:29.881923 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (6.650971712s) to execute
Dec 21 16:55:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:55:29.882057 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (6.823533931s) to execute
Dec 21 16:55:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:55:29.882100 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (5.786501618s) to execute
Dec 21 16:55:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:55:29.882301 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (376.348193ms) to execute
Dec 21 16:55:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:55:29.882598 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (3.882596066s) to execute
Dec 21 16:56:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:56:31.851288 W | etcdserver: request "header:<ID:14919139277709604034 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-sx6rq.15e2714c36fd5ab0\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-sx6rq.15e2714c36fd5ab0\" value_size:389 lease:5695767240854827900 >> failure:<>>" with result "size:20" took too long (137.0014ms) to execute
Dec 21 16:56:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:56:31.852081 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (151.361573ms) to execute
Dec 21 16:56:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:56:31.852142 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-6bmxt\" " with result "range_response_count:1 size:1121" took too long (100.72395ms) to execute
Dec 21 16:56:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:56:31.852321 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4qc27\" " with result "range_response_count:1 size:1121" took too long (151.474885ms) to execute
Dec 21 16:56:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:56:31.852453 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-sx6rq\" " with result "range_response_count:1 size:1118" took too long (151.639469ms) to execute
Dec 21 16:56:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:56:31.852859 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15e2712953460617\" " with result "range_response_count:1 size:485" took too long (152.654624ms) to execute
Dec 21 16:56:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:56:34.537604 I | mvcc: store.index: compact 45582717
Dec 21 16:56:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:56:34.544251 I | mvcc: finished scheduled compaction at 45582717 (took 5.332249ms)
Dec 21 16:58:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:58:59.901676 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (160.622257ms) to execute
Dec 21 16:59:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:59:30.729931 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (349.327725ms) to execute
Dec 21 16:59:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 16:59:30.730144 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (380.184234ms) to execute
Dec 21 17:00:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:00:01.602860 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (557.644408ms) to execute
Dec 21 17:00:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:00:01.645729 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (370.085817ms) to execute
Dec 21 17:00:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:00:01.645943 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (404.273997ms) to execute
Dec 21 17:00:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:00:01.646090 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (250.22294ms) to execute
Dec 21 17:00:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:00:31.643303 W | wal: sync duration of 1.015110554s, expected less than 1s
Dec 21 17:00:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:00:31.646059 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (985.889364ms) to execute
Dec 21 17:00:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:00:31.650385 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (828.279461ms) to execute
Dec 21 17:00:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:00:31.650624 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (126.078385ms) to execute
Dec 21 17:00:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:00:31.650798 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (770.146055ms) to execute
Dec 21 17:00:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:00:34.004001 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (520.154088ms) to execute
Dec 21 17:00:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:00:34.004185 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (199.335699ms) to execute
Dec 21 17:00:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:00:34.004298 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (205.157667ms) to execute
Dec 21 17:01:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:01:15.512392 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (120.580433ms) to execute
Dec 21 17:01:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:01:34.551080 I | mvcc: store.index: compact 45583705
Dec 21 17:01:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:01:34.558334 I | mvcc: finished scheduled compaction at 45583705 (took 5.434106ms)
Dec 21 17:06:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:06:34.563449 I | mvcc: store.index: compact 45584677
Dec 21 17:06:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:06:34.569784 I | mvcc: finished scheduled compaction at 45584677 (took 4.860945ms)
Dec 21 17:11:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:11:09.227395 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (184.677435ms) to execute
Dec 21 17:11:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:11:13.554232 W | etcdserver: request "header:<ID:14919139277709612553 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:45586279 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:4164 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (201.919011ms) to execute
Dec 21 17:11:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:11:34.693140 I | mvcc: store.index: compact 45585556
Dec 21 17:11:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:11:34.694654 W | etcdserver: request "header:<ID:14919139277709612787 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > compaction:<revision:45585556 > " with result "size:7" took too long (112.655715ms) to execute
Dec 21 17:11:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:11:34.699612 I | mvcc: finished scheduled compaction at 45585556 (took 4.990311ms)
Dec 21 17:12:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:12:23.720443 I | etcdserver: start to snapshot (applied: 50236170, lastsnap: 50226169)
Dec 21 17:12:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:12:23.903427 I | etcdserver: saved snapshot at index 50236170
Dec 21 17:12:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:12:23.904272 I | etcdserver: compacted raft log at 50231170
Dec 21 17:12:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:12:47.649305 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-0000000002fdc7b5.snap successfully
Dec 21 17:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:13:30.239802 N | compactor: Starting auto-compaction at revision 45506360
Dec 21 17:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 17:13:30.240235 N | compactor: Finished auto-compaction at revision 45506360
