-- Logs begin at Thu 2020-01-30 03:46:10 UTC, end at Fri 2020-01-31 23:44:08 UTC. --
Jan 31 23:21:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:21:15.025729 W | etcdserver: request "header:<ID:14919139277750769927 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-fbzpc\" mod_revision:0 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-fbzpc\" value_size:2804 >> failure:<>>" with result "size:20" took too long (125.660738ms) to execute
Jan 31 23:21:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:21:15.312490 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (156.921711ms) to execute
Jan 31 23:21:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:21:15.312766 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (163.581658ms) to execute
Jan 31 23:21:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:21:15.312947 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecs\" range_end:\"/registry/config.istio.io/quotaspect\" count_only:true " with result "range_response_count:0 size:7" took too long (177.964111ms) to execute
Jan 31 23:23:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:23:16.908120 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (107.332732ms) to execute
Jan 31 23:24:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:10.475462 I | mvcc: store.index: compact 53057704
Jan 31 23:24:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:10.482010 I | mvcc: finished scheduled compaction at 53057704 (took 5.269757ms)
Jan 31 23:24:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:11.370793 W | etcdserver: request "header:<ID:14919139277750772098 > lease_revoke:<id:4f0b6e20cce9a0af>" with result "size:29" took too long (445.515043ms) to execute
Jan 31 23:24:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:14.506276 W | etcdserver: request "header:<ID:14919139277750772153 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-blm9h\" mod_revision:0 > success:<request_put:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-blm9h\" value_size:2578 >> failure:<>>" with result "size:20" took too long (144.121166ms) to execute
Jan 31 23:24:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:14.507128 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:677" took too long (151.300136ms) to execute
Jan 31 23:24:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:14.526661 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (169.754319ms) to execute
Jan 31 23:24:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:14.526925 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (138.130561ms) to execute
Jan 31 23:24:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:14.764504 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/sidecars\" range_end:\"/registry/networking.istio.io/sidecart\" count_only:true " with result "range_response_count:0 size:7" took too long (176.673416ms) to execute
Jan 31 23:24:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:14.764767 W | etcdserver: request "header:<ID:14919139277750772174 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-qcr4d\" mod_revision:53059221 > success:<request_put:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-qcr4d\" value_size:2981 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-qcr4d\" > >>" with result "size:20" took too long (156.613458ms) to execute
Jan 31 23:24:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:14.780117 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:677" took too long (189.918483ms) to execute
Jan 31 23:24:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:14.780233 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (186.097601ms) to execute
Jan 31 23:24:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:17.687944 N | compactor: Starting auto-compaction at revision 52977913
Jan 31 23:24:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:17.688402 N | compactor: Finished auto-compaction at revision 52977913
Jan 31 23:24:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:29.459007 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (115.566634ms) to execute
Jan 31 23:24:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:29.674905 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (175.435338ms) to execute
Jan 31 23:24:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:29.675047 W | etcdserver: request "header:<ID:14919139277750772465 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" mod_revision:53059300 > success:<request_put:<key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" value_size:807 >> failure:<request_range:<key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" > >>" with result "size:20" took too long (137.192859ms) to execute
Jan 31 23:24:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:29.755021 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-6w67b\" " with result "range_response_count:1 size:2738" took too long (122.622182ms) to execute
Jan 31 23:24:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:29.755440 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (220.043906ms) to execute
Jan 31 23:24:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:35.859807 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (128.809871ms) to execute
Jan 31 23:24:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:35.880159 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-6tnc5\" " with result "range_response_count:1 size:4259" took too long (122.184062ms) to execute
Jan 31 23:24:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:35.880995 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (121.033947ms) to execute
Jan 31 23:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:37.397777 W | wal: sync duration of 1.510010448s, expected less than 1s
Jan 31 23:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:37.402751 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.0.8\" " with result "range_response_count:1 size:133" took too long (1.514247289s) to execute
Jan 31 23:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:37.406408 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (1.440141696s) to execute
Jan 31 23:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:37.406803 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (471.957169ms) to execute
Jan 31 23:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:37.406974 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (515.966906ms) to execute
Jan 31 23:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:37.407199 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (1.018097045s) to execute
Jan 31 23:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:37.407465 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.034130021s) to execute
Jan 31 23:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:37.408011 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.329800636s) to execute
Jan 31 23:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:37.408058 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.371381454s) to execute
Jan 31 23:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:37.541544 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/coredns\" " with result "range_response_count:1 size:575" took too long (121.019009ms) to execute
Jan 31 23:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:37.542207 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (121.465595ms) to execute
Jan 31 23:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:37.543188 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (119.879578ms) to execute
Jan 31 23:24:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:40.098294 W | wal: sync duration of 1.341034378s, expected less than 1s
Jan 31 23:24:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:40.100640 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (833.471908ms) to execute
Jan 31 23:24:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:40.100672 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (1.325102265s) to execute
Jan 31 23:24:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:40.100702 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (675.920273ms) to execute
Jan 31 23:24:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:40.100829 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (675.877415ms) to execute
Jan 31 23:24:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:40.100916 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-grafana\" " with result "range_response_count:1 size:384" took too long (1.148769706s) to execute
Jan 31 23:24:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:40.100988 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/apikeys\" range_end:\"/registry/config.istio.io/apikeyt\" count_only:true " with result "range_response_count:0 size:7" took too long (894.576138ms) to execute
Jan 31 23:24:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:40.101174 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges\" range_end:\"/registry/config.istio.io/edget\" count_only:true " with result "range_response_count:0 size:7" took too long (1.315810812s) to execute
Jan 31 23:24:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:40.101795 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-pilot-service-account-token-xm2ld\" " with result "range_response_count:1 size:2433" took too long (883.589927ms) to execute
Jan 31 23:24:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:42.913757 W | wal: sync duration of 1.088976232s, expected less than 1s
Jan 31 23:24:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:42.918308 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (807.040843ms) to execute
Jan 31 23:24:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:43.407299 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/default-token-rblgt\" " with result "range_response_count:1 size:2293" took too long (982.369646ms) to execute
Jan 31 23:24:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:43.407633 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.294128736s) to execute
Jan 31 23:24:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:43.411218 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-s4k24\" " with result "range_response_count:1 size:2314" took too long (140.821646ms) to execute
Jan 31 23:24:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:44.645894 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (279.354364ms) to execute
Jan 31 23:24:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:44.646100 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations\" range_end:\"/registry/validatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (158.701052ms) to execute
Jan 31 23:24:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:44.646350 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (193.728491ms) to execute
Jan 31 23:24:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:44.646546 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:5 size:20550" took too long (274.535229ms) to execute
Jan 31 23:24:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:48.114298 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (511.58487ms) to execute
Jan 31 23:24:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:48.114752 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (566.184655ms) to execute
Jan 31 23:24:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:48.115026 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (553.414207ms) to execute
Jan 31 23:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:49.123443 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stdios\" range_end:\"/registry/config.istio.io/stdiot\" count_only:true " with result "range_response_count:0 size:7" took too long (216.421152ms) to execute
Jan 31 23:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:49.123615 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/virtualservices\" range_end:\"/registry/networking.istio.io/virtualservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (106.683478ms) to execute
Jan 31 23:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:50.124369 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (298.722299ms) to execute
Jan 31 23:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:24:50.124497 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (298.712879ms) to execute
Jan 31 23:26:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:26:29.051352 I | etcdserver: start to snapshot (applied: 58477246, lastsnap: 58467245)
Jan 31 23:26:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:26:29.127087 I | etcdserver: saved snapshot at index 58477246
Jan 31 23:26:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:26:29.127801 I | etcdserver: compacted raft log at 58472246
Jan 31 23:26:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:26:57.167248 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-00000000037b8769.snap successfully
Jan 31 23:27:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:27:01.296368 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-tcrw4\" " with result "range_response_count:1 size:2946" took too long (114.5395ms) to execute
Jan 31 23:29:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:29:10.487500 I | mvcc: store.index: compact 53059198
Jan 31 23:29:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:29:10.498488 I | mvcc: finished scheduled compaction at 53059198 (took 8.525907ms)
Jan 31 23:29:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:29:11.609352 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (825.114303ms) to execute
Jan 31 23:29:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:29:11.609427 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/signalfxs\" range_end:\"/registry/config.istio.io/signalfxt\" count_only:true " with result "range_response_count:0 size:7" took too long (619.850461ms) to execute
Jan 31 23:29:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:29:11.609455 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (243.445008ms) to execute
Jan 31 23:29:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:29:11.609527 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-ingressgateway-ca-certs\" " with result "range_response_count:0 size:7" took too long (708.288371ms) to execute
Jan 31 23:29:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:29:11.609849 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (878.802812ms) to execute
Jan 31 23:29:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:29:11.610101 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (888.205466ms) to execute
Jan 31 23:31:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:24.674282 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (847.534741ms) to execute
Jan 31 23:31:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:24.674399 W | etcdserver: request "header:<ID:14919139277750777518 > lease_revoke:<id:4f0b6e20cce9b61c>" with result "size:29" took too long (530.192927ms) to execute
Jan 31 23:31:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:24.674463 W | etcdserver: failed to revoke 4f0b6e20cce9b61c ("lease not found")
Jan 31 23:31:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:24.674551 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (428.915566ms) to execute
Jan 31 23:31:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:24.674608 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-fb5sx\" " with result "range_response_count:1 size:4139" took too long (794.663944ms) to execute
Jan 31 23:31:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:24.674783 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (404.619943ms) to execute
Jan 31 23:31:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:24.674968 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (637.598419ms) to execute
Jan 31 23:31:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:24.675085 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (345.03138ms) to execute
Jan 31 23:31:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:24.675263 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (400.23519ms) to execute
Jan 31 23:31:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:24.675526 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (897.426939ms) to execute
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.438964 W | wal: sync duration of 1.056663519s, expected less than 1s
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.443769 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.525356342s) to execute
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.443949 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.086001556s) to execute
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.444119 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/serviceentries\" range_end:\"/registry/networking.istio.io/serviceentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (1.4749752s) to execute
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.444169 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.079685566s) to execute
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.444195 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.358274671s) to execute
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.444600 W | etcdserver: request "header:<ID:14919139277750777823 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53060751 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (1.062041941s) to execute
