-- Logs begin at Mon 2019-10-07 09:29:53 UTC, end at Thu 2019-10-10 07:38:14 UTC. --
Oct 10 07:17:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:17:07.076214 I | mvcc: store.index: compact 32054468
Oct 10 07:18:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:18:49.411603 W | etcdserver: request "header:<ID:14919138748426557021 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-8dxkd.15cc37fcdd99ab9a\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-8dxkd.15cc37fcdd99ab9a\" value_size:444 lease:5695766711571781107 >> failure:<>>" with result "size:20" took too long (152.744355ms) to execute
Oct 10 07:18:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:18:49.427852 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (193.609428ms) to execute
Oct 10 07:18:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:18:49.427901 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (193.399333ms) to execute
Oct 10 07:18:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:18:49.428084 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-tnvbb\" " with result "range_response_count:1 size:2738" took too long (193.594124ms) to execute
Oct 10 07:18:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:18:49.459630 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (135.789792ms) to execute
Oct 10 07:18:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:18:49.634442 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-688jt\" " with result "range_response_count:1 size:2738" took too long (113.942202ms) to execute
Oct 10 07:18:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:18:49.634688 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (125.004047ms) to execute
Oct 10 07:19:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:19:04.259162 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (147.504338ms) to execute
Oct 10 07:19:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:19:04.294994 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-hb5dg\" " with result "range_response_count:1 size:2738" took too long (179.628958ms) to execute
Oct 10 07:19:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:19:04.295541 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:1150" took too long (183.257399ms) to execute
Oct 10 07:19:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:19:04.610989 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (101.501018ms) to execute
Oct 10 07:20:57 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:20:57.329157 I | etcdserver: start to snapshot (applied: 35414412, lastsnap: 35404411)
Oct 10 07:20:57 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:20:57.430323 I | etcdserver: saved snapshot at index 35414412
Oct 10 07:20:57 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:20:57.431430 I | etcdserver: compacted raft log at 35409412
Oct 10 07:21:03 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:21:03.489810 W | etcdserver: request "header:<ID:14919138748426558752 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:32057260 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1844 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (112.809603ms) to execute
Oct 10 07:21:23 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:21:23.180197 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/000000000000000e-00000000021b9e37.snap successfully
Oct 10 07:22:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:22:07.087429 I | mvcc: store.index: compact 32056453
Oct 10 07:22:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:22:07.095891 I | mvcc: finished scheduled compaction at 32056453 (took 7.182718ms)
Oct 10 07:22:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:22:08.655414 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stdios\" range_end:\"/registry/config.istio.io/stdiot\" count_only:true " with result "range_response_count:0 size:7" took too long (1.341619532s) to execute
Oct 10 07:22:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:22:08.655478 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (970.25067ms) to execute
Oct 10 07:22:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:22:08.655571 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecbindings\" range_end:\"/registry/config.istio.io/quotaspecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.422552183s) to execute
Oct 10 07:22:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:22:08.655760 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.046757692s) to execute
Oct 10 07:22:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:22:08.656024 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (1.173092814s) to execute
Oct 10 07:22:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:22:08.656294 W | etcdserver: request "header:<ID:14919138748426559590 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:32057427 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (763.015746ms) to execute
Oct 10 07:22:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:22:08.682129 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5sqd6\" " with result "range_response_count:1 size:4261" took too long (458.336079ms) to execute
Oct 10 07:22:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:22:08.712961 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/dogstatsds\" range_end:\"/registry/config.istio.io/dogstatsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (354.232166ms) to execute
Oct 10 07:22:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:22:08.880842 W | etcdserver: request "header:<ID:14919138748426559596 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/backend-844b95fc6f\" mod_revision:32057475 > success:<request_put:<key:\"/registry/replicasets/default/backend-844b95fc6f\" value_size:988 >> failure:<request_range:<key:\"/registry/replicasets/default/backend-844b95fc6f\" > >>" with result "size:20" took too long (112.984307ms) to execute
Oct 10 07:22:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:22:08.884226 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5sqd6\" " with result "range_response_count:1 size:4141" took too long (159.985678ms) to execute
Oct 10 07:27:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:27:07.100654 I | mvcc: store.index: compact 32057479
Oct 10 07:27:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:27:07.107949 I | mvcc: finished scheduled compaction at 32057479 (took 5.979595ms)
Oct 10 07:31:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:34.088611 N | compactor: Starting auto-compaction at revision 32003392
Oct 10 07:31:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:34.088993 N | compactor: Finished auto-compaction at revision 32003392
Oct 10 07:31:47 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:47.882352 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (608.25513ms) to execute
Oct 10 07:31:47 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:47.882393 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (272.291673ms) to execute
Oct 10 07:31:47 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:47.882446 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (165.488235ms) to execute
Oct 10 07:31:47 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:47.882640 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (375.961807ms) to execute
Oct 10 07:31:47 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:47.883069 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (518.237811ms) to execute
Oct 10 07:31:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:49.610603 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stackdrivers\" range_end:\"/registry/config.istio.io/stackdrivert\" count_only:true " with result "range_response_count:0 size:7" took too long (1.397830716s) to execute
Oct 10 07:31:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:49.610729 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (977.918489ms) to execute
Oct 10 07:31:50 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:50.260499 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (372.890276ms) to execute
Oct 10 07:31:50 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:50.260598 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (363.978964ms) to execute
Oct 10 07:31:50 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:50.261034 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (367.216655ms) to execute
Oct 10 07:31:52 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:52.678436 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (1.016625429s) to execute
Oct 10 07:31:52 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:52.678707 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-5jbh4\" " with result "range_response_count:1 size:2314" took too long (756.357384ms) to execute
Oct 10 07:31:52 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:52.678971 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (406.831326ms) to execute
Oct 10 07:31:52 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:52.679228 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (406.115366ms) to execute
Oct 10 07:31:52 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:52.679482 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-5jbh4\" " with result "range_response_count:1 size:2314" took too long (195.260143ms) to execute
Oct 10 07:31:54 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:54.169440 W | etcdserver: request "header:<ID:14919138748426566706 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:32059258 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5180 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (129.377255ms) to execute
Oct 10 07:31:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:55.351016 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (655.792877ms) to execute
Oct 10 07:31:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:55.351205 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (528.788111ms) to execute
Oct 10 07:31:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:55.351509 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.042790901s) to execute
Oct 10 07:31:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:55.351719 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (682.391068ms) to execute
Oct 10 07:31:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:55.351811 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (659.993784ms) to execute
Oct 10 07:31:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:55.351929 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecs\" range_end:\"/registry/config.istio.io/quotaspect\" count_only:true " with result "range_response_count:0 size:7" took too long (543.817392ms) to execute
Oct 10 07:31:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:55.352217 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/prometheuses\" range_end:\"/registry/config.istio.io/prometheuset\" count_only:true " with result "range_response_count:0 size:7" took too long (646.289329ms) to execute
Oct 10 07:31:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:55.353067 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/instances\" range_end:\"/registry/config.istio.io/instancet\" count_only:true " with result "range_response_count:0 size:7" took too long (317.916029ms) to execute
Oct 10 07:31:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:55.353850 W | etcdserver: request "header:<ID:14919138748426566715 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:32059263 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5896 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (137.456328ms) to execute
Oct 10 07:31:56 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:56.910177 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-mgksb\" " with result "range_response_count:1 size:4261" took too long (813.075826ms) to execute
Oct 10 07:31:56 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:56.910295 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters\" range_end:\"/registry/config.istio.io/adaptert\" count_only:true " with result "range_response_count:0 size:7" took too long (527.604143ms) to execute
Oct 10 07:31:56 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:56.910727 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (286.725575ms) to execute
Oct 10 07:31:56 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:56.910802 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (604.422344ms) to execute
Oct 10 07:31:56 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:56.911626 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (273.591391ms) to execute
Oct 10 07:31:56 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:56.911720 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (604.761428ms) to execute
Oct 10 07:31:56 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:56.912226 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (121.383823ms) to execute
Oct 10 07:31:56 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:56.912830 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (604.808619ms) to execute
Oct 10 07:31:58 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:31:58.303822 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:10 size:43366" took too long (354.532245ms) to execute
Oct 10 07:32:00 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:00.166278 W | etcdserver: request "header:<ID:14919138748426566793 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:32059275 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (537.767063ms) to execute
Oct 10 07:32:00 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:00.166757 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (195.389138ms) to execute
Oct 10 07:32:00 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:00.167167 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (416.753074ms) to execute
Oct 10 07:32:00 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:00.167313 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (126.802983ms) to execute
Oct 10 07:32:00 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:00.167831 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (117.271012ms) to execute
Oct 10 07:32:00 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:00.580251 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kubernetesenvs\" range_end:\"/registry/config.istio.io/kubernetesenvt\" count_only:true " with result "range_response_count:0 size:7" took too long (297.130155ms) to execute
Oct 10 07:32:02 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:02.684535 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stdios\" range_end:\"/registry/config.istio.io/stdiot\" count_only:true " with result "range_response_count:0 size:7" took too long (210.905526ms) to execute
Oct 10 07:32:02 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:02.684981 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (320.575074ms) to execute
Oct 10 07:32:02 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:02.685537 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (916.679854ms) to execute
Oct 10 07:32:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:04.285621 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/gateways\" range_end:\"/registry/networking.istio.io/gatewayt\" count_only:true " with result "range_response_count:0 size:9" took too long (666.930442ms) to execute
Oct 10 07:32:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:04.285720 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (791.863078ms) to execute
Oct 10 07:32:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:04.285857 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (789.031408ms) to execute
Oct 10 07:32:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:04.657841 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/meshpolicies\" range_end:\"/registry/authentication.istio.io/meshpoliciet\" count_only:true " with result "range_response_count:0 size:9" took too long (189.46636ms) to execute
Oct 10 07:32:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:06.101241 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (300.824748ms) to execute
Oct 10 07:32:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:06.101335 W | etcdserver: request "header:<ID:14919138748426566832 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:32059285 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:5988 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (233.777882ms) to execute
Oct 10 07:32:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:07.234329 W | etcdserver: request "header:<ID:14919138748426566848 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<key:\"compact_rev_key\" version:51441 > success:<request_put:<key:\"compact_rev_key\" value_size:8 >> failure:<request_range:<key:\"compact_rev_key\" > >>" with result "size:20" took too long (129.669527ms) to execute
Oct 10 07:32:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:07.733329 I | mvcc: store.index: compact 32058466
Oct 10 07:32:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:07.734419 W | etcdserver: request "header:<ID:14919138748426566849 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > compaction:<revision:32058466 > " with result "size:7" took too long (497.680391ms) to execute
Oct 10 07:32:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:07.734514 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (250.349992ms) to execute
Oct 10 07:32:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:07.740462 I | mvcc: finished scheduled compaction at 32058466 (took 6.067227ms)
Oct 10 07:32:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:08.334128 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (412.679858ms) to execute
Oct 10 07:32:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 07:32:10.010235 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/metrics\" range_end:\"/registry/config.istio.io/metrict\" count_only:true " with result "range_response_count:0 size:9" took too long (950.380791ms) to execute
