-- Logs begin at Sun 2019-11-03 14:02:52 UTC, end at Wed 2019-11-06 15:38:14 UTC. --
Nov 06 15:17:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:17:08.110026 W | wal: sync duration of 1.89228552s, expected less than 1s
Nov 06 15:23:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:23:06.460029 I | mvcc: finished scheduled compaction at 36577017 (took 3.991205ms)
Nov 06 15:23:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:23:25.317831 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (560.206285ms) to execute
Nov 06 15:23:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:23:25.326553 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (157.016982ms) to execute
Nov 06 15:23:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:23:25.326710 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (408.574352ms) to execute
Nov 06 15:23:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:23:25.326914 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (569.295533ms) to execute
Nov 06 15:26:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:26:03.293677 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (148.800893ms) to execute
Nov 06 15:28:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:28:00.603245 W | etcdserver: request "header:<ID:14919139277661961444 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-2h8xb.15d49c5a0ecb3f93\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-2h8xb.15d49c5a0ecb3f93\" value_size:389 lease:5695767240807185096 >> failure:<>>" with result "size:20" took too long (117.580937ms) to execute
Nov 06 15:28:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:28:00.604120 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-2h8xb\" " with result "range_response_count:1 size:1118" took too long (123.817462ms) to execute
Nov 06 15:28:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:28:00.619403 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-dkgtv\" " with result "range_response_count:1 size:1121" took too long (116.736335ms) to execute
Nov 06 15:28:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:28:06.467245 I | mvcc: store.index: compact 36577897
Nov 06 15:28:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:28:06.473722 I | mvcc: finished scheduled compaction at 36577897 (took 5.391634ms)
Nov 06 15:28:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:28:29.992565 I | etcdserver: start to snapshot (applied: 40364978, lastsnap: 40354977)
Nov 06 15:28:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:28:30.100138 I | etcdserver: saved snapshot at index 40364978
Nov 06 15:28:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:28:30.100397 I | etcdserver: compacted raft log at 40359978
Nov 06 15:28:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:28:40.334810 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-000000000267285d.snap successfully
Nov 06 15:28:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:28:49.424616 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (182.010267ms) to execute
Nov 06 15:29:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:29:00.682685 W | etcdserver: request "header:<ID:14919139277661962028 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15d49c6809baa6dd\" mod_revision:36579001 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15d49c6809baa6dd\" value_size:386 lease:5695767240807185992 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f.15d49c6809baa6dd\" > >>" with result "size:20" took too long (122.36562ms) to execute
Nov 06 15:29:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:29:00.682946 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1066" took too long (134.439274ms) to execute
Nov 06 15:29:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:29:00.683540 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-dpvsd\" " with result "range_response_count:1 size:1121" took too long (113.733056ms) to execute
Nov 06 15:30:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:30:00.711758 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-76pzv\" " with result "range_response_count:1 size:1121" took too long (144.044237ms) to execute
Nov 06 15:30:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:30:00.747808 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15d49c6809baa6dd\" " with result "range_response_count:1 size:485" took too long (174.095202ms) to execute
Nov 06 15:30:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:30:00.748278 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-wtn6z\" " with result "range_response_count:1 size:1121" took too long (154.303133ms) to execute
Nov 06 15:30:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:30:00.748551 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-tb49v\" " with result "range_response_count:1 size:1121" took too long (154.362449ms) to execute
Nov 06 15:31:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:31:00.747282 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1911" took too long (108.456966ms) to execute
Nov 06 15:31:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:31:00.974476 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15d49c6809baa6dd\" " with result "range_response_count:1 size:485" took too long (134.774164ms) to execute
Nov 06 15:31:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:31:00.974831 W | etcdserver: request "header:<ID:14919139277661963304 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-s2hpx\" mod_revision:36579441 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-s2hpx\" value_size:1422 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-s2hpx\" > >>" with result "size:20" took too long (121.687305ms) to execute
Nov 06 15:31:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:31:00.974925 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-dpvsd.15d49c6879f58e91\" " with result "range_response_count:1 size:468" took too long (130.399889ms) to execute
Nov 06 15:32:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:32:00.859877 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-48km8\" " with result "range_response_count:1 size:1121" took too long (106.911344ms) to execute
Nov 06 15:33:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:33:06.479781 I | mvcc: store.index: compact 36578851
Nov 06 15:33:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:33:06.488113 I | mvcc: finished scheduled compaction at 36578851 (took 5.466517ms)
Nov 06 15:34:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:34:22.172997 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:31144" took too long (434.821534ms) to execute
Nov 06 15:34:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:34:43.518752 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (138.735747ms) to execute
Nov 06 15:34:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:34:51.619739 W | wal: sync duration of 1.070921735s, expected less than 1s
Nov 06 15:34:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:34:51.628302 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "range_response_count:0 size:9" took too long (405.933657ms) to execute
Nov 06 15:34:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:34:54.973052 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (101.297012ms) to execute
Nov 06 15:35:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:35:03.296874 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (215.343873ms) to execute
Nov 06 15:35:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:35:03.297072 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (187.988674ms) to execute
Nov 06 15:35:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:35:13.689696 W | wal: sync duration of 1.236573824s, expected less than 1s
Nov 06 15:35:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:35:13.692205 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (1.107843187s) to execute
Nov 06 15:35:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:35:13.700975 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (643.584229ms) to execute
Nov 06 15:35:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:35:13.701349 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (320.594795ms) to execute
Nov 06 15:35:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-06 15:35:46.064213 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/horizontal-pod-autoscaler\" " with result "range_response_count:1 size:274" took too long (103.590182ms) to execute
