-- Logs begin at Wed 2020-01-29 20:49:21 UTC, end at Fri 2020-01-31 19:33:30 UTC. --
Jan 31 19:10:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:14.309602 W | etcdserver: request "header:<ID:14919139277750599625 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-9bgx8\" mod_revision:53016297 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-9bgx8\" value_size:2870 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-9bgx8\" > >>" with result "size:20" took too long (131.679937ms) to execute
Jan 31 19:10:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:14.611951 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (234.588903ms) to execute
Jan 31 19:10:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:14.612042 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (240.785466ms) to execute
Jan 31 19:10:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:14.612158 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (242.40902ms) to execute
Jan 31 19:10:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:14.612508 W | etcdserver: read-only range request "key:\"/registry/secrets/default/istio.default\" " with result "range_response_count:1 size:4168" took too long (242.787179ms) to execute
Jan 31 19:10:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:14.870977 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9lzdh\" " with result "range_response_count:1 size:2946" took too long (201.250469ms) to execute
Jan 31 19:10:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:14.871249 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-gkv82\" " with result "range_response_count:1 size:2943" took too long (193.424452ms) to execute
Jan 31 19:10:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:14.906273 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-hc92v\" " with result "range_response_count:1 size:2946" took too long (170.959408ms) to execute
Jan 31 19:10:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:14.906405 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (216.350947ms) to execute
Jan 31 19:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:15.120820 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (175.953952ms) to execute
Jan 31 19:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:15.155624 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-np65k\" " with result "range_response_count:1 size:2946" took too long (183.230571ms) to execute
Jan 31 19:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:15.155735 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (181.149758ms) to execute
Jan 31 19:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:15.155848 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15ef0e637cbccfbf\" " with result "range_response_count:1 size:485" took too long (176.849341ms) to execute
Jan 31 19:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:15.398539 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15ef0e637cbccfbf\" " with result "range_response_count:1 size:485" took too long (234.274872ms) to execute
Jan 31 19:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:15.399408 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/serviceroles\" range_end:\"/registry/rbac.istio.io/servicerolet\" count_only:true " with result "range_response_count:0 size:7" took too long (186.068182ms) to execute
Jan 31 19:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:15.399471 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (157.479845ms) to execute
Jan 31 19:10:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:16.670996 W | etcdserver: request "header:<ID:14919139277750599782 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-vshxf\" mod_revision:53016360 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-vshxf\" value_size:3677 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-vshxf\" > >>" with result "size:20" took too long (117.027084ms) to execute
Jan 31 19:10:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:17.229945 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-sjp9b\" " with result "range_response_count:1 size:4149" took too long (135.409116ms) to execute
Jan 31 19:10:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:17.655482 W | etcdserver: request "header:<ID:14919139277750599834 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/default/backend\" mod_revision:53016456 > success:<request_put:<key:\"/registry/services/endpoints/default/backend\" value_size:2305 >> failure:<request_range:<key:\"/registry/services/endpoints/default/backend\" > >>" with result "size:20" took too long (129.395038ms) to execute
Jan 31 19:10:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:17.670482 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9bgx8\" " with result "range_response_count:1 size:3753" took too long (132.773223ms) to execute
Jan 31 19:10:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:17.675390 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9lzdh\" " with result "range_response_count:1 size:3753" took too long (135.742155ms) to execute
Jan 31 19:10:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:17.902849 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-hc92v\" " with result "range_response_count:1 size:3753" took too long (183.264656ms) to execute
Jan 31 19:10:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:17.903420 W | etcdserver: request "header:<ID:14919139277750599854 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-9lzdh.15ef0e5d054e8fee\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-9lzdh.15ef0e5d054e8fee\" value_size:363 lease:5695767240895823160 >> failure:<>>" with result "size:20" took too long (143.096952ms) to execute
Jan 31 19:10:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:17.917232 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-td9qh\" " with result "range_response_count:1 size:3754" took too long (173.767887ms) to execute
Jan 31 19:10:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:20.196201 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-8w8j4\" " with result "range_response_count:1 size:3783" took too long (105.558948ms) to execute
Jan 31 19:10:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:20.442730 W | etcdserver: request "header:<ID:14919139277750599984 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-r568j.15ef0e5b1a7d07fc\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-r568j.15ef0e5b1a7d07fc\" value_size:363 lease:5695767240895823160 >> failure:<>>" with result "size:20" took too long (146.286402ms) to execute
Jan 31 19:10:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:20.442988 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (143.616627ms) to execute
Jan 31 19:10:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:39.823322 W | etcdserver: request "header:<ID:14919139277750600514 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:53016775 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1826 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (108.820593ms) to execute
Jan 31 19:10:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:39.823534 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (106.555808ms) to execute
Jan 31 19:10:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:39.823581 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (108.26579ms) to execute
Jan 31 19:10:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:52.498860 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-telemetry.15ef0e572a197fa9\" " with result "range_response_count:1 size:544" took too long (647.858363ms) to execute
Jan 31 19:10:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:52.498911 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (613.455742ms) to execute
Jan 31 19:10:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:52.499206 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecbindings\" range_end:\"/registry/config.istio.io/httpapispecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (373.426394ms) to execute
Jan 31 19:10:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:52.499379 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (615.544603ms) to execute
Jan 31 19:10:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:10:52.500037 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (647.956378ms) to execute
Jan 31 19:11:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:11:10.834094 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (449.33672ms) to execute
Jan 31 19:11:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:11:10.835864 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (245.922361ms) to execute
Jan 31 19:11:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:11:10.835888 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (243.322088ms) to execute
Jan 31 19:11:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:11:15.151778 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (290.570265ms) to execute
Jan 31 19:11:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:11:46.202134 W | wal: sync duration of 1.198864049s, expected less than 1s
Jan 31 19:11:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:11:46.207199 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecbindings\" range_end:\"/registry/config.istio.io/quotaspecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (944.934137ms) to execute
Jan 31 19:11:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:11:46.214867 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-7g8lb\" " with result "range_response_count:1 size:2314" took too long (503.469306ms) to execute
Jan 31 19:11:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:11:46.214950 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (901.733082ms) to execute
Jan 31 19:11:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:11:46.215289 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (676.362139ms) to execute
Jan 31 19:12:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:05.183516 W | etcdserver: request "header:<ID:14919139277750601390 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53016945 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (243.760347ms) to execute
Jan 31 19:12:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:05.183723 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (366.096849ms) to execute
Jan 31 19:12:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:05.192412 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (156.290327ms) to execute
Jan 31 19:12:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:36.370276 W | wal: sync duration of 1.130835731s, expected less than 1s
Jan 31 19:12:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:36.370509 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/zipkins\" range_end:\"/registry/config.istio.io/zipkint\" count_only:true " with result "range_response_count:0 size:7" took too long (901.464463ms) to execute
Jan 31 19:12:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:36.370537 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (314.101862ms) to execute
Jan 31 19:12:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:36.370740 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (898.992235ms) to execute
Jan 31 19:12:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:36.370873 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.037113978s) to execute
Jan 31 19:12:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:46.456503 W | wal: sync duration of 1.197563454s, expected less than 1s
Jan 31 19:12:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:46.456876 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (732.035262ms) to execute
Jan 31 19:12:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:46.462961 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (720.708381ms) to execute
Jan 31 19:12:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:46.463436 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1466" took too long (514.064175ms) to execute
Jan 31 19:12:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:50.809902 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (255.561392ms) to execute
Jan 31 19:12:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:50.810380 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (323.199085ms) to execute
Jan 31 19:12:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:12:50.810472 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (338.939752ms) to execute
Jan 31 19:13:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:00.790679 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/serviceroles\" range_end:\"/registry/rbac.istio.io/servicerolet\" count_only:true " with result "range_response_count:0 size:7" took too long (234.478849ms) to execute
Jan 31 19:13:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:06.126443 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (652.674758ms) to execute
Jan 31 19:13:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:06.126585 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (678.724722ms) to execute
Jan 31 19:13:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:07.152300 W | etcdserver: request "header:<ID:14919139277750602023 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" mod_revision:53016865 > success:<request_put:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" value_size:1571 >> failure:<request_range:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" > >>" with result "size:20" took too long (136.726526ms) to execute
Jan 31 19:13:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:07.152905 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (149.068101ms) to execute
Jan 31 19:13:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:07.168380 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (163.034044ms) to execute
Jan 31 19:13:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:07.402453 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (151.592849ms) to execute
Jan 31 19:13:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:07.404813 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:676" took too long (152.382804ms) to execute
Jan 31 19:13:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:14.617130 W | etcdserver: request "header:<ID:14919139277750602177 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-kdp6d\" mod_revision:53017158 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-kdp6d\" value_size:2870 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-kdp6d\" > >>" with result "size:20" took too long (125.007902ms) to execute
Jan 31 19:13:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:14.617335 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15ef0e637cbccfbf\" " with result "range_response_count:1 size:485" took too long (133.666345ms) to execute
Jan 31 19:13:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:14.851773 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-t8djt\" " with result "range_response_count:1 size:2946" took too long (116.092416ms) to execute
Jan 31 19:13:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:14.851920 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-2rwgr\" " with result "range_response_count:1 size:2946" took too long (132.627742ms) to execute
Jan 31 19:13:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:14.851973 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (131.164753ms) to execute
Jan 31 19:13:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:22.152476 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (148.50243ms) to execute
Jan 31 19:13:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:22.184926 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:1150" took too long (176.753969ms) to execute
Jan 31 19:13:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:22.185249 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-6zw6h.15ef0e88bd28a117\" " with result "range_response_count:1 size:520" took too long (126.943374ms) to execute
Jan 31 19:13:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:22.185816 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (179.586024ms) to execute
Jan 31 19:13:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:47.151011 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (494.180238ms) to execute
Jan 31 19:13:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:13:50.996728 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (374.351958ms) to execute
Jan 31 19:14:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 19:14:08.080532 I | mvcc: store.index: compact 53015727
