-- Logs begin at Sat 2019-11-09 17:59:19 UTC, end at Mon 2019-11-11 23:40:03 UTC. --
Nov 11 23:19:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:19:46.279788 W | wal: sync duration of 2.038489363s, expected less than 1s
Nov 11 23:26:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:26:28.371068 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (112.871698ms) to execute
Nov 11 23:26:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:26:28.371404 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (115.323549ms) to execute
Nov 11 23:26:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:26:28.543405 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" " with result "range_response_count:0 size:7" took too long (130.1396ms) to execute
Nov 11 23:26:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:26:28.543551 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (129.269432ms) to execute
Nov 11 23:27:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:27:07.848862 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (208.44246ms) to execute
Nov 11 23:27:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:27:28.513717 W | etcdserver: request "header:<ID:14919139277667047166 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-zcvrn\" mod_revision:37862392 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-zcvrn\" value_size:1425 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-zcvrn\" > >>" with result "size:20" took too long (129.692846ms) to execute
Nov 11 23:27:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:27:28.514507 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15d63f5cf044da98\" " with result "range_response_count:1 size:485" took too long (147.421894ms) to execute
Nov 11 23:27:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:27:28.532941 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-jg2jg\" " with result "range_response_count:1 size:1121" took too long (155.442067ms) to execute
Nov 11 23:27:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:27:28.759275 W | etcdserver: request "header:<ID:14919139277667047197 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15d63f5cf044da98\" mod_revision:37862417 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15d63f5cf044da98\" value_size:386 lease:5695767240812271334 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f.15d63f5cf044da98\" > >>" with result "size:20" took too long (145.09861ms) to execute
Nov 11 23:27:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:27:28.759624 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (144.036874ms) to execute
Nov 11 23:27:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:27:28.765743 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-jg2jg\" " with result "range_response_count:1 size:1502" took too long (142.61269ms) to execute
Nov 11 23:27:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:27:28.766030 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (149.102423ms) to execute
Nov 11 23:29:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:29:30.374796 W | etcdserver: request "header:<ID:14919139277667048393 > lease_revoke:<id:4f0b6e20c7ec1b44>" with result "size:29" took too long (105.394584ms) to execute
Nov 11 23:30:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:30:12.182368 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (217.741977ms) to execute
Nov 11 23:30:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:30:37.211955 I | mvcc: store.index: compact 37862073
Nov 11 23:30:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:30:37.218348 I | mvcc: finished scheduled compaction at 37862073 (took 4.830002ms)
Nov 11 23:32:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:32:15.896098 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (516.937396ms) to execute
Nov 11 23:34:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:34:33.817707 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:7" took too long (198.888432ms) to execute
Nov 11 23:34:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:34:33.817936 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (279.825127ms) to execute
Nov 11 23:35:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:35:15.672721 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (109.599735ms) to execute
Nov 11 23:35:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:35:37.225695 I | mvcc: store.index: compact 37862971
Nov 11 23:35:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-11 23:35:37.233546 I | mvcc: finished scheduled compaction at 37862971 (took 6.454585ms)
