-- Logs begin at Sat 2019-11-02 00:45:01 UTC, end at Tue 2019-11-05 04:06:47 UTC. --
Nov 05 03:46:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:46:18.779081 N | compactor: Starting auto-compaction at revision 36152226
Nov 05 03:50:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:50:07.245139 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (625.238444ms) to execute
Nov 05 03:50:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:50:07.245191 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (686.967825ms) to execute
Nov 05 03:50:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:50:07.245455 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (687.778586ms) to execute
Nov 05 03:50:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:50:07.245572 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (419.288043ms) to execute
Nov 05 03:50:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:50:18.606234 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (264.122048ms) to execute
Nov 05 03:50:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:50:26.927239 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-sh2jk\" " with result "range_response_count:1 size:1735" took too long (164.817072ms) to execute
Nov 05 03:51:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:51:05.789822 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (290.357664ms) to execute
Nov 05 03:51:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:51:05.789864 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (249.310938ms) to execute
Nov 05 03:51:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:51:05.790077 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (236.921766ms) to execute
Nov 05 03:51:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:51:22.403537 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (202.136715ms) to execute
Nov 05 03:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:51:26.369051 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (292.269098ms) to execute
Nov 05 03:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:51:26.553439 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (433.418624ms) to execute
Nov 05 03:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:51:26.553681 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (174.755571ms) to execute
Nov 05 03:51:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:51:36.705166 W | etcdserver: request "header:<ID:14919139277660588758 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/backend-844b95fc6f\" mod_revision:36226346 > success:<request_put:<key:\"/registry/replicasets/default/backend-844b95fc6f\" value_size:986 >> failure:<request_range:<key:\"/registry/replicasets/default/backend-844b95fc6f\" > >>" with result "size:20" took too long (146.887419ms) to execute
Nov 05 03:51:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:51:36.705312 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (135.828626ms) to execute
Nov 05 03:51:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:51:36.705469 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (102.33154ms) to execute
Nov 05 03:51:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:51:42.599285 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-vl6tv.15d427b8553c8c21\" " with result "range_response_count:1 size:590" took too long (285.612812ms) to execute
Nov 05 03:51:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:51:42.599465 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (173.132052ms) to execute
Nov 05 03:52:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:00.660572 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (611.287041ms) to execute
Nov 05 03:52:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:00.676483 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (469.34138ms) to execute
Nov 05 03:52:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:00.676541 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-8jzrp\" " with result "range_response_count:1 size:1735" took too long (328.210489ms) to execute
Nov 05 03:52:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:00.676728 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (338.603589ms) to execute
Nov 05 03:52:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:08.901216 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (194.038461ms) to execute
Nov 05 03:52:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:08.901525 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:31144" took too long (432.744878ms) to execute
Nov 05 03:52:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:09.294745 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-jdnq2.15d427c6c92cd094\" " with result "range_response_count:1 size:587" took too long (208.494664ms) to execute
Nov 05 03:52:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:40.848311 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (238.372212ms) to execute
Nov 05 03:52:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:46.988092 I | mvcc: store.index: compact 36225710
Nov 05 03:52:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:46.989651 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (143.500717ms) to execute
Nov 05 03:52:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:46.999558 I | mvcc: finished scheduled compaction at 36225710 (took 9.79891ms)
Nov 05 03:52:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:47.202290 W | etcdserver: request "header:<ID:14919139277660589458 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:36226548 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4071 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (170.288743ms) to execute
Nov 05 03:52:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:47.222068 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (124.070084ms) to execute
Nov 05 03:52:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:51.169189 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (292.72427ms) to execute
Nov 05 03:52:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:51.169587 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (257.031826ms) to execute
Nov 05 03:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:52:57.518353 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (249.435754ms) to execute
Nov 05 03:53:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:01.770412 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (223.971281ms) to execute
Nov 05 03:53:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:08.289968 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "range_response_count:0 size:9" took too long (111.394522ms) to execute
Nov 05 03:53:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:17.964869 W | wal: sync duration of 1.156612963s, expected less than 1s
Nov 05 03:53:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:17.976651 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (938.579088ms) to execute
Nov 05 03:53:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:18.008519 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (378.17756ms) to execute
Nov 05 03:53:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:18.008564 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (393.156385ms) to execute
Nov 05 03:53:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:18.008780 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (162.887905ms) to execute
Nov 05 03:53:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:18.008849 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (447.230485ms) to execute
Nov 05 03:53:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:28.207747 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (181.006672ms) to execute
Nov 05 03:53:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:28.207925 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (146.899224ms) to execute
Nov 05 03:53:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:29.446428 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-sph8z\" " with result "range_response_count:1 size:1121" took too long (134.295247ms) to execute
Nov 05 03:53:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:29.477337 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4dzz2\" " with result "range_response_count:1 size:1121" took too long (138.79498ms) to execute
Nov 05 03:53:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:29.943958 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-59bxd.15d427c80725c093\" " with result "range_response_count:1 size:592" took too long (286.740919ms) to execute
Nov 05 03:53:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:41.175571 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1428" took too long (169.350065ms) to execute
Nov 05 03:53:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:44.476177 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-sh2jk\" " with result "range_response_count:1 size:1735" took too long (318.492006ms) to execute
Nov 05 03:53:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:44.479930 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (268.610289ms) to execute
Nov 05 03:53:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:44.479959 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (145.863132ms) to execute
Nov 05 03:53:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:44.480082 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (135.660317ms) to execute
Nov 05 03:53:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:53:44.480180 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (202.356692ms) to execute
Nov 05 03:54:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:08.499672 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (151.244002ms) to execute
Nov 05 03:54:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:13.272015 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (222.608486ms) to execute
Nov 05 03:54:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:13.949951 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:9 size:15796" took too long (233.920718ms) to execute
Nov 05 03:54:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:18.525941 I | etcdserver: start to snapshot (applied: 39984937, lastsnap: 39974936)
Nov 05 03:54:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:18.590670 I | etcdserver: saved snapshot at index 39984937
Nov 05 03:54:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:18.591255 I | etcdserver: compacted raft log at 39979937
Nov 05 03:54:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:21.415046 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (100.689192ms) to execute
Nov 05 03:54:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:33.127566 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (311.518578ms) to execute
Nov 05 03:54:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:33.128019 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (308.206649ms) to execute
Nov 05 03:54:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:38.782439 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-0000000002615bd1.snap successfully
Nov 05 03:54:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:59.828670 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (846.139952ms) to execute
Nov 05 03:54:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:59.828721 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (210.92998ms) to execute
Nov 05 03:54:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:59.828849 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (516.489333ms) to execute
Nov 05 03:54:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:59.828951 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-sph8z.15d427e3e0ca4559\" " with result "range_response_count:1 size:592" took too long (551.291379ms) to execute
Nov 05 03:54:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:59.829112 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (500.918937ms) to execute
Nov 05 03:54:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:54:59.829255 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-59bxd\" " with result "range_response_count:1 size:1735" took too long (172.966245ms) to execute
Nov 05 03:55:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:00.302008 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (402.216657ms) to execute
Nov 05 03:55:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:00.302042 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (455.85567ms) to execute
Nov 05 03:55:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:00.302085 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (455.839921ms) to execute
Nov 05 03:55:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:05.100139 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-sph8z.15d427e522aea51b\" " with result "range_response_count:1 size:591" took too long (418.703371ms) to execute
Nov 05 03:55:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:13.933560 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (350.667472ms) to execute
Nov 05 03:55:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:13.938144 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (279.151209ms) to execute
Nov 05 03:55:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:20.896864 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (471.692641ms) to execute
Nov 05 03:55:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:32.008136 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (530.601942ms) to execute
Nov 05 03:55:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:32.008254 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (494.330233ms) to execute
Nov 05 03:55:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:32.008517 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (559.339571ms) to execute
Nov 05 03:55:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:33.329587 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-vl6tv.15d427c1b70ba7a0\" " with result "range_response_count:1 size:567" took too long (598.072905ms) to execute
Nov 05 03:55:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:33.334015 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (261.867877ms) to execute
Nov 05 03:55:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:38.961825 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (897.150097ms) to execute
Nov 05 03:55:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:38.969456 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (890.22987ms) to execute
Nov 05 03:55:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:38.969512 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-sph8z\" " with result "range_response_count:1 size:1855" took too long (687.996499ms) to execute
Nov 05 03:55:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:38.969661 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (315.753971ms) to execute
Nov 05 03:55:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:38.969833 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-59bxd\" " with result "range_response_count:1 size:1855" took too long (293.461714ms) to execute
Nov 05 03:55:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:54.103382 W | wal: sync duration of 1.052786869s, expected less than 1s
