-- Logs begin at Sat 2019-10-26 21:27:07 UTC, end at Thu 2019-10-31 22:45:20 UTC. --
Oct 31 22:24:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:24:40.461779 W | etcdserver: request "header:<ID:14919139277656747042 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15d2db7f88e8f086\" mod_revision:35266484 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15d2db7f88e8f086\" value_size:386 lease:5695767240801971215 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f.15d2db7f88e8f086\" > >>" with result "size:20" took too long (100.623074ms) to execute
Oct 31 22:25:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:25:32.818697 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (170.183623ms) to execute
Oct 31 22:25:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:25:37.006716 W | etcdserver: request "header:<ID:14919139277656747636 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-wshvt.15d2dba83c9e6588\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-wshvt.15d2dba83c9e6588\" value_size:484 lease:5695767240801971215 >> failure:<>>" with result "size:20" took too long (112.991557ms) to execute
Oct 31 22:25:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:25:42.639623 W | etcdserver: request "header:<ID:14919139277656747691 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:35267047 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1831 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (199.910091ms) to execute
Oct 31 22:25:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:25:42.639823 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (136.044866ms) to execute
Oct 31 22:25:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:25:43.057529 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (176.216596ms) to execute
Oct 31 22:25:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:25:46.562042 W | etcdserver: request "header:<ID:14919139277656747723 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:35267055 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (273.788182ms) to execute
Oct 31 22:26:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:26:05.640598 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (372.357235ms) to execute
Oct 31 22:26:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:26:19.522817 I | mvcc: store.index: compact 35265448
Oct 31 22:26:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:26:19.533946 I | mvcc: finished scheduled compaction at 35265448 (took 9.026294ms)
Oct 31 22:26:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:26:20.101974 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (418.892568ms) to execute
Oct 31 22:26:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:26:36.942224 W | etcdserver: request "header:<ID:14919139277656748173 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:35267173 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (298.041898ms) to execute
Oct 31 22:26:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:26:54.838595 W | etcdserver: request "header:<ID:14919139277656748319 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-mfg58.15d2dbba58ce51f3\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-mfg58.15d2dbba58ce51f3\" value_size:483 lease:5695767240801972477 >> failure:<>>" with result "size:20" took too long (163.233355ms) to execute
Oct 31 22:27:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:01.592348 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (270.666923ms) to execute
Oct 31 22:27:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:02.834520 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (228.452478ms) to execute
Oct 31 22:27:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:02.834670 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (226.886748ms) to execute
Oct 31 22:27:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:07.130143 W | etcdserver: request "header:<ID:14919139277656748405 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:35267240 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (115.994327ms) to execute
Oct 31 22:27:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:12.148764 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (457.010602ms) to execute
Oct 31 22:27:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:17.153761 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.networking.k8s.io\" " with result "range_response_count:1 size:644" took too long (130.653352ms) to execute
Oct 31 22:27:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:17.153846 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (130.742668ms) to execute
Oct 31 22:27:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:17.154061 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:683" took too long (128.236242ms) to execute
Oct 31 22:27:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:17.154169 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (130.975169ms) to execute
Oct 31 22:27:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:17.154333 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (129.262783ms) to execute
Oct 31 22:27:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:23.287116 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (107.953081ms) to execute
Oct 31 22:27:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:23.287222 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (271.474754ms) to execute
Oct 31 22:27:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:23.287310 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (269.628265ms) to execute
Oct 31 22:27:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:30.076902 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (469.350549ms) to execute
Oct 31 22:27:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:33.361897 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (446.862601ms) to execute
Oct 31 22:27:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:27:35.862949 W | etcdserver: request "header:<ID:14919139277656748637 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:35267314 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:373 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:20" took too long (481.844715ms) to execute
Oct 31 22:28:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:28:00.053049 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (572.859363ms) to execute
Oct 31 22:28:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:28:10.151400 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (630.956073ms) to execute
Oct 31 22:28:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:28:10.152091 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations\" range_end:\"/registry/validatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (557.859766ms) to execute
Oct 31 22:28:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:28:17.602426 W | etcdserver: request "header:<ID:14919139277656748952 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:35267372 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (302.944605ms) to execute
Oct 31 22:29:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:04.692370 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-cdscd.15d2db9c078bbfc3\" " with result "range_response_count:1 size:589" took too long (227.820952ms) to execute
Oct 31 22:29:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:04.692603 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (291.801172ms) to execute
Oct 31 22:29:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:04.692807 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (232.169944ms) to execute
Oct 31 22:29:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:11.524698 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (255.206839ms) to execute
Oct 31 22:29:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:17.459023 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-mfg58.15d2db9b73bb543a\" " with result "range_response_count:1 size:547" took too long (284.865635ms) to execute
Oct 31 22:29:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:17.459576 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-mfg58\" " with result "range_response_count:1 size:1620" took too long (286.960504ms) to execute
Oct 31 22:29:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:17.972116 W | etcdserver: request "header:<ID:14919139277656749482 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:35267506 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (183.055227ms) to execute
Oct 31 22:29:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:24.596853 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (112.438425ms) to execute
Oct 31 22:29:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:27.845164 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (127.517143ms) to execute
Oct 31 22:29:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:31.376231 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-cdscd.15d2db9b3e1a92af\" " with result "range_response_count:1 size:588" took too long (292.669888ms) to execute
Oct 31 22:29:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:31.376317 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (570.39059ms) to execute
Oct 31 22:29:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:31.376340 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (186.773541ms) to execute
Oct 31 22:29:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:31.376419 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (365.787795ms) to execute
Oct 31 22:29:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:31.376711 W | etcdserver: request "header:<ID:14919139277656749578 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:35267543 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5280 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (142.324563ms) to execute
Oct 31 22:29:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:32.327528 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (350.128866ms) to execute
Oct 31 22:29:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:33.822858 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-45k2n.15d2dbae66c8f624\" " with result "range_response_count:1 size:588" took too long (453.012921ms) to execute
Oct 31 22:29:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:33.822916 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (430.755888ms) to execute
Oct 31 22:29:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:33.823141 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (432.956482ms) to execute
Oct 31 22:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:43.547067 W | etcdserver: request "header:<ID:14919139277656749667 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:35267566 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (640.502638ms) to execute
Oct 31 22:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:43.547256 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (560.904293ms) to execute
Oct 31 22:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:43.547399 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-45k2n.15d2dbae66c8f624\" " with result "range_response_count:1 size:588" took too long (177.116574ms) to execute
Oct 31 22:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:43.547602 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (157.948967ms) to execute
Oct 31 22:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:43.547848 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (164.100594ms) to execute
Oct 31 22:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:48.014004 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (122.215336ms) to execute
Oct 31 22:29:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:29:55.286641 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (287.890108ms) to execute
Oct 31 22:30:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:30:05.379433 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (577.423107ms) to execute
Oct 31 22:30:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:30:05.379514 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (508.429758ms) to execute
Oct 31 22:30:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:30:05.379530 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (923.993819ms) to execute
Oct 31 22:30:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:30:05.379765 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (105.597091ms) to execute
Oct 31 22:30:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:30:05.379893 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (575.092052ms) to execute
Oct 31 22:30:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:30:26.076512 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (274.000829ms) to execute
Oct 31 22:30:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:30:26.076637 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (312.04984ms) to execute
Oct 31 22:30:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:30:32.360730 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (203.007984ms) to execute
Oct 31 22:30:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:30:32.360766 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (155.800558ms) to execute
Oct 31 22:30:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:30:32.360901 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (205.224315ms) to execute
Oct 31 22:30:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:30:32.360963 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (177.410783ms) to execute
Oct 31 22:30:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:30:38.513023 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (125.771299ms) to execute
Oct 31 22:30:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:30:49.988219 W | etcdserver: request "header:<ID:14919139277656750256 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:35267712 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (120.189003ms) to execute
