-- Logs begin at Mon 2019-12-16 15:39:59 UTC, end at Wed 2019-12-18 04:40:26 UTC. --
Dec 18 04:18:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:12.120475 W | wal: sync duration of 1.323514896s, expected less than 1s
Dec 18 04:18:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:35.926630 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (225.323964ms) to execute
Dec 18 04:18:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:36.777672 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (172.831749ms) to execute
Dec 18 04:18:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:39.264528 W | wal: sync duration of 1.018706945s, expected less than 1s
Dec 18 04:18:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:39.267593 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (768.816873ms) to execute
Dec 18 04:18:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:39.644133 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (101.861696ms) to execute
Dec 18 04:18:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:39.644290 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (465.347148ms) to execute
Dec 18 04:18:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:39.644821 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (367.752517ms) to execute
Dec 18 04:18:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:39.645056 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (472.965023ms) to execute
Dec 18 04:18:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:45.840115 W | wal: sync duration of 1.267161138s, expected less than 1s
Dec 18 04:18:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:45.844864 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (1.27029714s) to execute
Dec 18 04:18:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:45.872774 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.216531875s) to execute
Dec 18 04:18:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:45.873205 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (198.564311ms) to execute
Dec 18 04:18:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:45.874650 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (199.285723ms) to execute
Dec 18 04:18:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:45.876597 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (171.493616ms) to execute
Dec 18 04:18:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:48.764282 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (391.358326ms) to execute
Dec 18 04:18:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:48.764422 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (218.99938ms) to execute
Dec 18 04:18:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:50.164862 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:9" took too long (313.637741ms) to execute
Dec 18 04:18:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:50.165122 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (268.056632ms) to execute
Dec 18 04:18:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:50.165264 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (266.407586ms) to execute
Dec 18 04:18:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:53.189873 W | wal: sync duration of 1.006084925s, expected less than 1s
Dec 18 04:18:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:53.195249 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (514.259783ms) to execute
Dec 18 04:18:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:53.229591 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (460.291799ms) to execute
Dec 18 04:18:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:53.229678 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (235.708264ms) to execute
Dec 18 04:18:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:58.577231 W | etcdserver: read-only range request "key:\"/registry/ranges/servicenodeports\" " with result "range_response_count:1 size:256" took too long (209.708128ms) to execute
Dec 18 04:18:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:58.581398 W | etcdserver: read-only range request "key:\"/registry/ranges/serviceips\" " with result "range_response_count:1 size:2101" took too long (213.601458ms) to execute
Dec 18 04:18:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:18:59.944059 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (517.081331ms) to execute
Dec 18 04:19:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:04.911539 W | wal: sync duration of 2.673094287s, expected less than 1s
Dec 18 04:19:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:04.916359 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (1.910536528s) to execute
Dec 18 04:19:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:04.954982 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (710.014969ms) to execute
Dec 18 04:19:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:04.955032 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (1.403121688s) to execute
Dec 18 04:19:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:04.955194 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (713.334434ms) to execute
Dec 18 04:19:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:04.955288 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1485" took too long (689.566956ms) to execute
Dec 18 04:19:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:04.955446 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (339.868343ms) to execute
Dec 18 04:19:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:04.955536 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (679.863957ms) to execute
Dec 18 04:19:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:06.334660 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (427.140875ms) to execute
Dec 18 04:19:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:06.335375 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (442.846853ms) to execute
Dec 18 04:19:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:09.539084 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (150.052382ms) to execute
Dec 18 04:19:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:12.289305 W | wal: sync duration of 1.268316833s, expected less than 1s
Dec 18 04:19:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:12.292554 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:9" took too long (908.687978ms) to execute
Dec 18 04:19:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:15.942826 W | wal: sync duration of 1.003880293s, expected less than 1s
Dec 18 04:19:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:15.947855 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (913.693784ms) to execute
Dec 18 04:19:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:15.961833 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (868.250106ms) to execute
Dec 18 04:19:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:15.961867 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (588.898985ms) to execute
Dec 18 04:19:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:20.228131 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (354.512463ms) to execute
Dec 18 04:19:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:20.228200 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-lz8qj.15e15c34ee1a040e\" " with result "range_response_count:1 size:588" took too long (599.571942ms) to execute
Dec 18 04:19:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:20.228238 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (611.26773ms) to execute
Dec 18 04:19:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:20.228599 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (248.424842ms) to execute
Dec 18 04:19:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:26.286377 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-52vf6.15e15c378dcd2417\" " with result "range_response_count:1 size:592" took too long (110.711606ms) to execute
Dec 18 04:19:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:28.544542 W | wal: sync duration of 1.863029447s, expected less than 1s
Dec 18 04:19:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:28.550182 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.447123586s) to execute
Dec 18 04:19:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:28.572597 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (144.249626ms) to execute
Dec 18 04:19:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:28.572758 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (1.276172127s) to execute
Dec 18 04:19:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:28.573010 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (271.818618ms) to execute
Dec 18 04:19:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:28.573159 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (687.880284ms) to execute
Dec 18 04:19:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:29.561662 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (772.83246ms) to execute
Dec 18 04:19:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:35.940857 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (876.421232ms) to execute
Dec 18 04:19:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:35.941438 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1485" took too long (128.665659ms) to execute
Dec 18 04:19:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:37.477473 W | wal: sync duration of 1.493809626s, expected less than 1s
Dec 18 04:19:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:37.481123 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.49360014s) to execute
Dec 18 04:19:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:37.916442 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1910" took too long (1.771651086s) to execute
Dec 18 04:19:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:37.917983 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (1.531775589s) to execute
Dec 18 04:19:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:37.918902 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.300161932s) to execute
Dec 18 04:19:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:37.920360 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.304745854s) to execute
Dec 18 04:19:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:37.920431 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-52vf6.15e15c378dcd2417\" " with result "range_response_count:1 size:592" took too long (1.743670827s) to execute
Dec 18 04:19:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:37.920546 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (1.663482833s) to execute
Dec 18 04:19:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:37.920735 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-52vf6\" " with result "range_response_count:1 size:1624" took too long (1.743959799s) to execute
Dec 18 04:19:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:39.864037 W | wal: sync duration of 1.292056544s, expected less than 1s
Dec 18 04:19:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:39.867953 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.260301052s) to execute
Dec 18 04:19:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:39.883876 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (354.356704ms) to execute
Dec 18 04:19:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:39.884086 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (136.645416ms) to execute
Dec 18 04:19:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:42.902703 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (499.877579ms) to execute
Dec 18 04:19:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:43.542405 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (357.760729ms) to execute
Dec 18 04:19:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:47.239236 W | wal: sync duration of 1.239595171s, expected less than 1s
Dec 18 04:19:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:47.241812 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (326.158701ms) to execute
Dec 18 04:19:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:47.242283 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-52vf6.15e15c378dcd2417\" " with result "range_response_count:1 size:592" took too long (1.067303731s) to execute
Dec 18 04:19:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:47.242494 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (391.661157ms) to execute
Dec 18 04:19:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:47.983149 W | etcdserver: request "header:<ID:14919139277706189120 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:44710135 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (481.665118ms) to execute
Dec 18 04:19:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:49.222747 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (340.601103ms) to execute
Dec 18 04:19:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:49.568351 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (296.997392ms) to execute
Dec 18 04:19:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:52.423986 I | mvcc: store.index: compact 44709518
Dec 18 04:19:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:52.430581 I | mvcc: finished scheduled compaction at 44709518 (took 5.509427ms)
Dec 18 04:19:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:58.104139 W | etcdserver: request "header:<ID:14919139277706189245 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:44710169 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (103.350713ms) to execute
Dec 18 04:19:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:19:58.104297 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (103.382594ms) to execute
Dec 18 04:20:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:20:05.525331 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (103.000565ms) to execute
Dec 18 04:20:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:20:21.566285 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (108.999373ms) to execute
Dec 18 04:20:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:20:41.702757 W | etcdserver: request "header:<ID:14919139277706189659 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:44710323 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:383 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:20" took too long (184.569611ms) to execute
Dec 18 04:22:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:22:14.255221 W | etcdserver: request "header:<ID:14919139277706190482 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:44710561 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1844 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (237.706422ms) to execute
Dec 18 04:22:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:22:14.255385 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (103.172876ms) to execute
Dec 18 04:22:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:22:19.235867 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (643.149005ms) to execute
Dec 18 04:22:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 04:22:19.255871 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (447.405371ms) to execute
