-- Logs begin at Thu 2019-09-26 08:24:48 UTC, end at Fri 2019-09-27 22:18:38 UTC. --
Sep 27 21:56:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:56:44.298581 W | etcdserver: request "header:<ID:14919135698845689124 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15c86a59d1739797\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15c86a59d1739797\" value_size:354 lease:5695763661990913290 >> failure:<>>" with result "size:20" took too long (138.143479ms) to execute
Sep 27 21:57:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:02.866719 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (521.921095ms) to execute
Sep 27 21:57:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:03.306221 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (188.492268ms) to execute
Sep 27 21:57:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:04.184767 W | etcdserver: request "header:<ID:14919135698845689423 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:30641266 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (742.542459ms) to execute
Sep 27 21:57:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:04.185142 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (719.551595ms) to execute
Sep 27 21:57:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:04.188260 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (626.012178ms) to execute
Sep 27 21:57:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:04.188661 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (651.63077ms) to execute
Sep 27 21:57:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:06.430177 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.113439267s) to execute
Sep 27 21:57:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:06.430306 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (2.019508494s) to execute
Sep 27 21:57:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:06.430480 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (837.429895ms) to execute
Sep 27 21:57:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:06.430684 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (221.55593ms) to execute
Sep 27 21:57:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:06.430907 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1121" took too long (567.228094ms) to execute
Sep 27 21:57:14 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:14.544471 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (200.266143ms) to execute
Sep 27 21:57:14 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:14.544687 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (201.483956ms) to execute
Sep 27 21:57:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:17.069642 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (406.853266ms) to execute
Sep 27 21:57:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:17.069735 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (502.706496ms) to execute
Sep 27 21:57:18 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:18.635664 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (484.897314ms) to execute
Sep 27 21:57:18 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:18.635801 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (481.689128ms) to execute
Sep 27 21:57:18 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:18.635907 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (485.424029ms) to execute
Sep 27 21:57:18 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:18.636000 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (485.347438ms) to execute
Sep 27 21:57:18 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:18.636020 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (484.20805ms) to execute
Sep 27 21:57:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:20.361947 W | etcdserver: request "header:<ID:14919135698845689552 > lease_revoke:<id:4f0b6adf858be660>" with result "size:29" took too long (695.665342ms) to execute
Sep 27 21:57:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:20.362077 W | etcdserver: failed to revoke 4f0b6adf858be660 ("lease not found")
Sep 27 21:57:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:20.362261 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (214.920715ms) to execute
Sep 27 21:57:21 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:21.060146 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (414.325724ms) to execute
Sep 27 21:57:21 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:21.060288 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-cvvpw\" " with result "range_response_count:1 size:2448" took too long (527.197286ms) to execute
Sep 27 21:57:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:23.277573 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (179.926045ms) to execute
Sep 27 21:57:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:23.278059 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (208.376788ms) to execute
Sep 27 21:57:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:24.819949 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (524.176167ms) to execute
Sep 27 21:57:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:24.820126 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (253.803344ms) to execute
Sep 27 21:57:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:43.851736 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (289.297669ms) to execute
Sep 27 21:57:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:43.851867 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (476.730482ms) to execute
Sep 27 21:57:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:43.851945 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (470.238763ms) to execute
Sep 27 21:57:48 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:48.451530 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (297.463359ms) to execute
Sep 27 21:57:48 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:48.451605 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (301.242409ms) to execute
Sep 27 21:57:48 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:48.451635 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (300.845717ms) to execute
Sep 27 21:57:48 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:48.451716 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (300.773953ms) to execute
Sep 27 21:57:48 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:57:48.451764 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (300.488511ms) to execute
Sep 27 21:58:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:05.806764 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (785.500026ms) to execute
Sep 27 21:58:10 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:10.361116 W | etcdserver: request "header:<ID:14919135698845689929 > lease_revoke:<id:4f0b6adf858be7e4>" with result "size:29" took too long (168.019408ms) to execute
Sep 27 21:58:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:13.905719 W | etcdserver: request "header:<ID:14919135698845689939 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:30641406 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5319 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (732.859838ms) to execute
Sep 27 21:58:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:13.906087 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (345.336394ms) to execute
Sep 27 21:58:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:13.911894 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (312.586643ms) to execute
Sep 27 21:58:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:24.323357 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (272.281165ms) to execute
Sep 27 21:58:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:24.323453 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (300.466289ms) to execute
Sep 27 21:58:36 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:36.212957 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (192.02009ms) to execute
Sep 27 21:58:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:39.065984 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9zgls\" " with result "range_response_count:1 size:1623" took too long (260.929954ms) to execute
Sep 27 21:58:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:39.066055 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (673.352672ms) to execute
Sep 27 21:58:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:39.066149 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (680.349565ms) to execute
Sep 27 21:58:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:39.066548 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-9zgls.15c86a652ec0d868\" " with result "range_response_count:1 size:591" took too long (261.589889ms) to execute
Sep 27 21:58:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:39.624927 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (297.065353ms) to execute
Sep 27 21:58:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:39.625088 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-9zgls.15c86a6554e1d22a\" " with result "range_response_count:1 size:590" took too long (180.593969ms) to execute
Sep 27 21:58:42 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:42.000776 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (301.412695ms) to execute
Sep 27 21:58:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:44.809964 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (347.652566ms) to execute
Sep 27 21:58:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:44.810138 W | etcdserver: request "header:<ID:14919135698845690207 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:30641471 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5180 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (275.468333ms) to execute
Sep 27 21:58:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:44.810335 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (120.497847ms) to execute
Sep 27 21:58:45 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:45.404970 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (310.042135ms) to execute
Sep 27 21:58:45 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:45.405209 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (286.435203ms) to execute
Sep 27 21:58:45 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:58:45.405427 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (279.489777ms) to execute
Sep 27 21:59:01 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:59:01.416801 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (488.663961ms) to execute
Sep 27 21:59:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:59:03.092803 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-2wzrr.15c86a6ca166cf29\" " with result "range_response_count:1 size:588" took too long (118.063721ms) to execute
Sep 27 21:59:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:59:03.093825 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (153.209706ms) to execute
Sep 27 21:59:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:59:05.129204 W | etcdserver: request "header:<ID:14919135698845690422 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:30641533 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (274.754484ms) to execute
Sep 27 21:59:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 21:59:05.129432 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (133.18413ms) to execute
