-- Logs begin at Thu 2019-11-07 19:12:30 UTC, end at Sun 2019-11-10 14:24:49 UTC. --
Nov 10 14:02:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:43.483733 W | wal: sync duration of 1.60639308s, expected less than 1s
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:52.997972 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-xpch6\" " with result "range_response_count:1 size:2314" took too long (2.736528591s) to execute
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:52.998130 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-xpch6\" " with result "range_response_count:1 size:2314" took too long (1.139546676s) to execute
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:52.998204 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (2.42521128s) to execute
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:52.998489 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (3.026183041s) to execute
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:53.150495 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (143.198189ms) to execute
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:53.162874 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (149.564239ms) to execute
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:53.164241 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (150.950901ms) to execute
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:53.164976 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (151.718834ms) to execute
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:53.165887 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (152.625348ms) to execute
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:53.168009 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (160.674957ms) to execute
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:53.168367 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (155.18064ms) to execute
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:53.168515 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (157.299909ms) to execute
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:53.168738 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/horizontal-pod-autoscaler\" " with result "range_response_count:1 size:274" took too long (155.600881ms) to execute
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:53.169001 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (157.961354ms) to execute
Nov 10 14:02:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:53.169762 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (159.46422ms) to execute
Nov 10 14:02:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:55.928459 W | wal: sync duration of 1.271696545s, expected less than 1s
Nov 10 14:02:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:55.931324 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (1.250034667s) to execute
Nov 10 14:02:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:55.957066 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (941.138734ms) to execute
Nov 10 14:02:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:55.957102 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/opas\" range_end:\"/registry/config.istio.io/opat\" count_only:true " with result "range_response_count:0 size:7" took too long (641.385181ms) to execute
Nov 10 14:02:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:55.957224 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4273" took too long (1.223991929s) to execute
Nov 10 14:02:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:55.957315 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (868.775201ms) to execute
Nov 10 14:02:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:55.957374 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (792.993946ms) to execute
Nov 10 14:02:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:55.957485 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (420.999169ms) to execute
Nov 10 14:02:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:02:55.957547 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (943.646907ms) to execute
Nov 10 14:03:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:03.138131 W | etcdserver: request "header:<ID:14919139277665717519 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:37527341 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4071 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (1.049911987s) to execute
Nov 10 14:03:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:03.138316 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.147698194s) to execute
Nov 10 14:03:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:03.147228 W | wal: sync duration of 1.059235278s, expected less than 1s
Nov 10 14:03:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:03.147389 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.15070403s) to execute
Nov 10 14:03:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:03.147480 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (259.104512ms) to execute
Nov 10 14:03:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:03.147512 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (217.480292ms) to execute
Nov 10 14:03:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:03.147679 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/handlers\" range_end:\"/registry/config.istio.io/handlert\" count_only:true " with result "range_response_count:0 size:9" took too long (672.236084ms) to execute
Nov 10 14:03:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:03.147735 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (249.283012ms) to execute
Nov 10 14:03:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:03.147752 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5676" took too long (1.046547801s) to execute
Nov 10 14:03:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:03.148045 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:10" took too long (859.996613ms) to execute
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.271642 W | wal: sync duration of 3.101375527s, expected less than 1s
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.339231 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (3.165132251s) to execute
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.339512 W | etcdserver: failed to revoke 4f0b6e20c7d7cca8 ("lease not found")
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.339636 W | etcdserver: failed to revoke 4f0b6e20c7d7cca8 ("lease not found")
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.339680 W | etcdserver: failed to revoke 4f0b6e20c7d7cca8 ("lease not found")
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.502370 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.327331017s) to execute
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.502424 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rbacs\" range_end:\"/registry/config.istio.io/rbact\" count_only:true " with result "range_response_count:0 size:7" took too long (653.08574ms) to execute
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.502452 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (2.302872028s) to execute
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.502660 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (968.851632ms) to execute
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.502676 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5676" took too long (3.099325919s) to execute
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.502822 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6259" took too long (2.499039538s) to execute
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.502944 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.276748282s) to execute
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.503033 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (2.558041393s) to execute
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.503173 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4273" took too long (764.088676ms) to execute
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.503386 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (1.246058594s) to execute
Nov 10 14:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:10.503466 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (2.010230953s) to execute
Nov 10 14:03:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:20.571098 W | wal: sync duration of 2.168068117s, expected less than 1s
Nov 10 14:03:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:20.574278 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (2.031328435s) to execute
Nov 10 14:03:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:21.614405 W | wal: sync duration of 1.0430395s, expected less than 1s
Nov 10 14:03:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:21.617513 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (2.372918448s) to execute
Nov 10 14:03:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:21.617633 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (2.461696719s) to execute
Nov 10 14:03:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:21.617725 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (2.884294484s) to execute
Nov 10 14:03:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:21.617860 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (3.072075496s) to execute
Nov 10 14:03:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:21.617900 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4594" took too long (1.357661316s) to execute
Nov 10 14:03:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:21.618169 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (2.221179369s) to execute
Nov 10 14:03:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:22.402209 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/deniers\" range_end:\"/registry/config.istio.io/deniert\" count_only:true " with result "range_response_count:0 size:7" took too long (1.520550556s) to execute
Nov 10 14:03:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:22.402285 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (924.571545ms) to execute
Nov 10 14:03:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:22.402339 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (1.204838594s) to execute
Nov 10 14:03:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:22.402559 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecbindings\" range_end:\"/registry/config.istio.io/httpapispecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (923.163314ms) to execute
Nov 10 14:03:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:22.402739 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4273" took too long (1.751028751s) to execute
Nov 10 14:03:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:22.654629 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kube-proxy\" " with result "range_response_count:1 size:228" took too long (1.028972754s) to execute
Nov 10 14:03:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:22.654658 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (1.030269445s) to execute
Nov 10 14:03:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:22.654706 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (790.502339ms) to execute
Nov 10 14:03:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:22.654774 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kube-proxy\" " with result "range_response_count:1 size:228" took too long (248.588504ms) to execute
Nov 10 14:03:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:22.654843 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5676" took too long (247.935914ms) to execute
Nov 10 14:03:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:22.654925 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecbindings\" range_end:\"/registry/config.istio.io/quotaspecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (980.729491ms) to execute
Nov 10 14:03:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:26.269210 W | wal: sync duration of 3.100192131s, expected less than 1s
Nov 10 14:03:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:26.269509 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (3.048082446s) to execute
Nov 10 14:03:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:26.284553 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (2.048966251s) to execute
Nov 10 14:03:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:26.284597 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (2.916219481s) to execute
Nov 10 14:03:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:26.284632 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (310.377132ms) to execute
Nov 10 14:03:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:26.284683 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (2.95376145s) to execute
Nov 10 14:03:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:26.284838 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (2.683494485s) to execute
Nov 10 14:03:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:26.284861 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (2.155631258s) to execute
Nov 10 14:03:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:26.284938 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (3.01548225s) to execute
Nov 10 14:03:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:26.285067 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/logentries\" range_end:\"/registry/config.istio.io/logentriet\" count_only:true " with result "range_response_count:0 size:9" took too long (2.411440408s) to execute
Nov 10 14:03:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 14:03:26.285112 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (2.660461073s) to execute
