-- Logs begin at Fri 2020-01-31 10:16:36 UTC, end at Sat 2020-02-01 23:11:01 UTC. --
Feb 01 22:47:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:55.437733 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/serviceentries/\" range_end:\"/registry/networking.istio.io/serviceentries0\" " with result "range_response_count:0 size:7" took too long (173.274708ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.134123 W | etcdserver: request "header:<ID:14919139277751687110 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecbindings.config.istio.io\" mod_revision:53286247 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecbindings.config.istio.io\" value_size:2665 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecbindings.config.istio.io\" > >>" with result "size:20" took too long (129.674075ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.148494 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/policies.authentication.istio.io\" " with result "range_response_count:1 size:2585" took too long (145.13257ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.183970 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (163.897743ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.364388 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecs.config.istio.io\" " with result "range_response_count:1 size:2575" took too long (148.173866ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.364540 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/meshpolicies.authentication.istio.io\" " with result "range_response_count:1 size:2667" took too long (174.757809ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.364706 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecbindings.config.istio.io\" " with result "range_response_count:1 size:2645" took too long (145.726795ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.364856 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecbindings.config.istio.io\" " with result "range_response_count:1 size:2673" took too long (150.237301ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.365099 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/policies.authentication.istio.io\" " with result "range_response_count:1 size:2585" took too long (175.440745ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.368937 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rules.config.istio.io\" " with result "range_response_count:1 size:2383" took too long (170.228514ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.586096 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecs.config.istio.io\" " with result "range_response_count:1 size:2547" took too long (130.098894ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.590519 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/bypasses.config.istio.io\" " with result "range_response_count:1 size:2419" took too long (131.966138ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.590700 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rules.config.istio.io\" " with result "range_response_count:1 size:2563" took too long (134.50256ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.817068 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/circonuses/\" range_end:\"/registry/config.istio.io/circonuses0\" " with result "range_response_count:0 size:7" took too long (153.64585ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.817196 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/attributemanifests.config.istio.io\" " with result "range_response_count:1 size:2745" took too long (155.719585ms) to execute
Feb 01 22:47:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:56.847840 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/bypasses.config.istio.io\" " with result "range_response_count:1 size:2599" took too long (165.905839ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.051810 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds/\" range_end:\"/registry/config.istio.io/fluentds0\" " with result "range_response_count:0 size:7" took too long (141.755197ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.082782 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/listcheckers.config.istio.io\" " with result "range_response_count:1 size:2493" took too long (168.699129ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.082965 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/deniers.config.istio.io\" " with result "range_response_count:1 size:2593" took too long (169.439591ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.083053 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/circonuses.config.istio.io\" " with result "range_response_count:1 size:2631" took too long (171.021573ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.275941 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/fluentds.config.istio.io\" " with result "range_response_count:1 size:2609" took too long (158.68606ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.276616 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/memquotas.config.istio.io\" " with result "range_response_count:1 size:2445" took too long (158.475851ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.276844 W | etcdserver: request "header:<ID:14919139277751687200 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/deniers.config.istio.io\" mod_revision:53291531 > success:<request_delete_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/deniers.config.istio.io\" > > failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/deniers.config.istio.io\" > >>" with result "size:22" took too long (119.483225ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.276931 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listcheckers/\" range_end:\"/registry/config.istio.io/listcheckers0\" " with result "range_response_count:0 size:7" took too long (140.873053ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.277178 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kubernetesenvs.config.istio.io\" " with result "range_response_count:1 size:2705" took too long (139.852552ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.504643 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops/\" range_end:\"/registry/config.istio.io/noops0\" " with result "range_response_count:0 size:7" took too long (151.387003ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.504907 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/opas.config.istio.io\" " with result "range_response_count:1 size:2365" took too long (150.258701ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.508592 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/memquotas.config.istio.io\" " with result "range_response_count:1 size:2625" took too long (137.328635ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.735222 W | etcdserver: request "header:<ID:14919139277751687237 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacs.config.istio.io\" mod_revision:53286295 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacs.config.istio.io\" value_size:2593 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacs.config.istio.io\" > >>" with result "size:20" took too long (129.620133ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.735739 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/noops.config.istio.io\" " with result "range_response_count:1 size:2561" took too long (142.819941ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.751757 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/opas.config.istio.io\" " with result "range_response_count:1 size:2545" took too long (155.211207ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.752044 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/prometheuses/\" range_end:\"/registry/config.istio.io/prometheuses0\" " with result "range_response_count:0 size:7" took too long (157.697256ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.973755 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (161.75594ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.973817 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/prometheuses.config.istio.io\" " with result "range_response_count:1 size:2663" took too long (147.360137ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.974060 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/signalfxs.config.istio.io\" " with result "range_response_count:1 size:2445" took too long (166.422523ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.974210 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/redisquotas/\" range_end:\"/registry/config.istio.io/redisquotas0\" " with result "range_response_count:0 size:7" took too long (164.164497ms) to execute
Feb 01 22:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:57.974605 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacs.config.istio.io\" " with result "range_response_count:1 size:2561" took too long (146.439338ms) to execute
Feb 01 22:47:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:58.211910 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/solarwindses/\" range_end:\"/registry/config.istio.io/solarwindses0\" " with result "range_response_count:0 size:7" took too long (158.626226ms) to execute
Feb 01 22:47:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:58.243545 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/signalfxs.config.istio.io\" " with result "range_response_count:1 size:2625" took too long (169.118557ms) to execute
Feb 01 22:47:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:58.446489 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/stackdrivers.config.istio.io\" " with result "range_response_count:1 size:2673" took too long (138.235711ms) to execute
Feb 01 22:47:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:58.481951 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/statsds.config.istio.io\" " with result "range_response_count:1 size:2593" took too long (172.761663ms) to execute
Feb 01 22:47:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:58.673337 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/stdios.config.istio.io\" " with result "range_response_count:1 size:2577" took too long (139.839932ms) to execute
Feb 01 22:47:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:58.673751 W | etcdserver: request "header:<ID:14919139277751687310 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/authorizations.config.istio.io\" mod_revision:53286321 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/authorizations.config.istio.io\" value_size:2730 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/authorizations.config.istio.io\" > >>" with result "size:20" took too long (125.183979ms) to execute
Feb 01 22:47:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:58.688604 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/apikeys/\" range_end:\"/registry/config.istio.io/apikeys0\" " with result "range_response_count:0 size:7" took too long (154.669408ms) to execute
Feb 01 22:47:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:58.907981 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/checknothings/\" range_end:\"/registry/config.istio.io/checknothings0\" " with result "range_response_count:0 size:7" took too long (138.971337ms) to execute
Feb 01 22:47:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:58.908143 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/listentries.config.istio.io\" " with result "range_response_count:1 size:2469" took too long (140.700798ms) to execute
Feb 01 22:47:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:58.908229 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/apikeys.config.istio.io\" " with result "range_response_count:1 size:2595" took too long (144.311188ms) to execute
Feb 01 22:47:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:58.908438 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kuberneteses/\" range_end:\"/registry/config.istio.io/kuberneteses0\" " with result "range_response_count:0 size:7" took too long (137.552819ms) to execute
Feb 01 22:47:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:58.908914 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/authorizations.config.istio.io\" " with result "range_response_count:1 size:2707" took too long (139.411318ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.145458 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/checknothings.config.istio.io\" " with result "range_response_count:1 size:2691" took too long (168.049086ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.146317 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kuberneteses.config.istio.io\" " with result "range_response_count:1 size:2699" took too long (167.987946ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.147578 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/edges.config.istio.io\" " with result "range_response_count:1 size:2383" took too long (165.671419ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.149707 W | etcdserver: request "header:<ID:14919139277751687343 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/listentries.config.istio.io\" mod_revision:53291604 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/listentries.config.istio.io\" value_size:2536 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/listentries.config.istio.io\" > >>" with result "size:20" took too long (136.747263ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.165923 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/logentries/\" range_end:\"/registry/config.istio.io/logentries0\" " with result "range_response_count:0 size:7" took too long (168.958155ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.196332 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (139.432684ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.380315 W | etcdserver: request "header:<ID:14919139277751687354 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/logentries.config.istio.io\" mod_revision:53291608 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/logentries.config.istio.io\" value_size:3950 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/logentries.config.istio.io\" > >>" with result "size:20" took too long (133.688028ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.381011 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/listentries.config.istio.io\" " with result "range_response_count:1 size:2649" took too long (149.514986ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.396152 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotas.config.istio.io\" " with result "range_response_count:1 size:2399" took too long (162.286924ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.396388 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.0.8\" " with result "range_response_count:1 size:133" took too long (163.975874ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.396905 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges/\" range_end:\"/registry/config.istio.io/edges0\" " with result "range_response_count:0 size:7" took too long (164.174565ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.633478 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/tracespans.config.istio.io\" " with result "range_response_count:1 size:2463" took too long (164.931556ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.633661 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/edges.config.istio.io\" " with result "range_response_count:1 size:2563" took too long (168.667871ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.634817 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotas.config.istio.io\" " with result "range_response_count:1 size:2579" took too long (169.406975ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.637723 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/reportnothings/\" range_end:\"/registry/config.istio.io/reportnothings0\" " with result "range_response_count:0 size:7" took too long (152.195161ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.864745 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/reportnothings.config.istio.io\" " with result "range_response_count:1 size:2707" took too long (165.185157ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.864810 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/tracespans.config.istio.io\" " with result "range_response_count:1 size:2643" took too long (165.338461ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.864892 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (153.294099ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.865045 W | etcdserver: request "header:<ID:14919139277751687398 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/serviceroles.rbac.istio.io\" mod_revision:53286356 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/serviceroles.rbac.istio.io\" value_size:2672 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/serviceroles.rbac.istio.io\" > >>" with result "size:20" took too long (129.655917ms) to execute
Feb 01 22:47:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:47:59.865174 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/rbacconfigs/\" range_end:\"/registry/rbac.istio.io/rbacconfigs0\" " with result "range_response_count:0 size:7" took too long (147.051215ms) to execute
Feb 01 22:48:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:48:00.106258 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/instances.config.istio.io\" " with result "range_response_count:1 size:2447" took too long (172.408967ms) to execute
Feb 01 22:48:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:48:00.106809 W | etcdserver: request "header:<ID:14919139277751687424 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacconfigs.rbac.istio.io\" mod_revision:53291641 > success:<request_delete_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacconfigs.rbac.istio.io\" > > failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacconfigs.rbac.istio.io\" > >>" with result "size:22" took too long (136.824803ms) to execute
Feb 01 22:48:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:48:00.106943 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (139.348774ms) to execute
