-- Logs begin at Tue 2019-11-05 09:07:00 UTC, end at Fri 2019-11-08 05:51:09 UTC. --
Nov 08 05:31:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:31:12.745730 W | wal: sync duration of 1.057133955s, expected less than 1s
Nov 08 05:33:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:33:43.361414 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:9" took too long (296.972362ms) to execute
Nov 08 05:33:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:33:48.695021 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (150.839389ms) to execute
Nov 08 05:33:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:33:52.219047 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (186.125607ms) to execute
Nov 08 05:33:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:33:57.171023 I | mvcc: store.index: compact 36963083
Nov 08 05:33:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:33:57.189110 I | mvcc: finished scheduled compaction at 36963083 (took 12.231003ms)
Nov 08 05:33:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:33:57.584899 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (139.824774ms) to execute
Nov 08 05:33:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:33:57.585075 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (162.404557ms) to execute
Nov 08 05:34:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:34:06.504692 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (398.188559ms) to execute
Nov 08 05:34:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:34:07.834910 W | wal: sync duration of 1.318200051s, expected less than 1s
Nov 08 05:34:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:34:07.838123 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (1.31994777s) to execute
Nov 08 05:34:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:34:07.845198 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (211.266871ms) to execute
Nov 08 05:34:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:34:07.845359 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (411.391392ms) to execute
Nov 08 05:34:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:34:07.845406 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (198.192354ms) to execute
Nov 08 05:34:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:34:07.845586 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (970.81367ms) to execute
Nov 08 05:34:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:34:07.845881 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (1.023645875s) to execute
Nov 08 05:34:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:34:19.358257 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (651.664424ms) to execute
Nov 08 05:34:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:34:22.819542 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (828.137472ms) to execute
Nov 08 05:34:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:34:32.190406 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (185.751207ms) to execute
Nov 08 05:34:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:34:32.190482 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (178.176961ms) to execute
Nov 08 05:34:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:34:42.092747 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (101.396464ms) to execute
Nov 08 05:34:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:34:43.740371 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (216.7658ms) to execute
Nov 08 05:35:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:02.477583 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (293.018375ms) to execute
Nov 08 05:35:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:12.694824 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (156.34124ms) to execute
Nov 08 05:35:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:12.695250 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (166.701233ms) to execute
Nov 08 05:35:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:14.767836 W | wal: sync duration of 1.145301352s, expected less than 1s
Nov 08 05:35:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:14.770029 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (546.354145ms) to execute
Nov 08 05:35:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:14.770054 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (261.753453ms) to execute
Nov 08 05:35:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:14.770281 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (306.950167ms) to execute
Nov 08 05:35:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:14.772337 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts\" range_end:\"/registry/serviceaccountt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.139856041s) to execute
Nov 08 05:35:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:37.332609 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (530.46551ms) to execute
Nov 08 05:35:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:37.332666 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (189.955136ms) to execute
Nov 08 05:35:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:37.332996 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (464.11957ms) to execute
Nov 08 05:35:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:37.333083 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (429.589566ms) to execute
Nov 08 05:35:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:43.560877 W | wal: sync duration of 1.378824017s, expected less than 1s
Nov 08 05:35:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:43.564247 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (204.015368ms) to execute
Nov 08 05:35:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:43.569137 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (207.172948ms) to execute
Nov 08 05:35:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:43.569181 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (189.024388ms) to execute
Nov 08 05:35:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:35:53.816473 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (197.892814ms) to execute
Nov 08 05:36:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:08.599458 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (125.495929ms) to execute
Nov 08 05:36:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:12.210739 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (229.829724ms) to execute
Nov 08 05:36:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:16.629015 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (397.04524ms) to execute
Nov 08 05:36:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:35.489637 W | wal: sync duration of 1.600531269s, expected less than 1s
Nov 08 05:36:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:35.492272 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (1.085113991s) to execute
Nov 08 05:36:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:35.492342 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (1.332811571s) to execute
Nov 08 05:36:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:35.492603 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (782.246136ms) to execute
Nov 08 05:36:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:35.492661 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.100950283s) to execute
Nov 08 05:36:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:38.883783 W | wal: sync duration of 2.630972121s, expected less than 1s
Nov 08 05:36:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:38.886832 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (2.599879979s) to execute
Nov 08 05:36:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:40.725749 W | wal: sync duration of 1.841653609s, expected less than 1s
Nov 08 05:36:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:40.728478 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (2.2440551s) to execute
Nov 08 05:36:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:40.728724 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (2.921372442s) to execute
Nov 08 05:36:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:40.728799 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (3.22783009s) to execute
Nov 08 05:36:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:40.728911 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (3.250350568s) to execute
Nov 08 05:36:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:40.729092 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (2.438059301s) to execute
Nov 08 05:36:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:40.729232 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (3.361169606s) to execute
Nov 08 05:36:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:40.729361 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (2.654800662s) to execute
Nov 08 05:36:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:42.198588 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (2.453899191s) to execute
Nov 08 05:36:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:42.198714 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (2.644045022s) to execute
Nov 08 05:36:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:42.198887 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/generic-garbage-collector\" " with result "range_response_count:1 size:274" took too long (3.304100304s) to execute
Nov 08 05:36:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:42.199023 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.721357261s) to execute
Nov 08 05:36:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:42.199468 W | etcdserver: request "header:<ID:14919139277663479837 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:36964128 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:383 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:20" took too long (1.061019486s) to execute
Nov 08 05:36:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:43.410777 W | wal: sync duration of 2.272787579s, expected less than 1s
Nov 08 05:36:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 05:36:43.413773 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (2.676230642s) to execute
